source,inst_acc_num,country,state,county,island,locality,collector,order,family,subfamily,genus,subgenus,specificEp,subspecies,scientificName,original_date,month_arabic,day_arabic,year,TO Date Collected,day_messy,month_messy,Drawer,Survey,Sex,Collecting Remarks,Type,Curation Remarks,Stage,Elevation
LACM,LACM ENT 378248,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378249,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378250,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378251,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378252,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378253,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378254,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378255,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378256,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378257,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378258,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378259,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378260,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378261,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378262,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378263,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378264,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378265,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378266,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378267,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378268,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378269,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378270,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378271,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378272,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378273,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378274,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378275,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378276,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378277,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378278,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378279,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378280,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378281,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378282,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378283,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378284,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378285,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378286,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378287,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378288,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378289,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378290,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378291,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378292,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378293,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378294,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378295,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378296,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378297,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378299,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378300,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378301,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378302,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378303,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378304,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378305,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378306,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378307,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378308,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378309,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378310,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378311,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378312,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378313,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378314,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378315,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378316,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378317,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378318,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378319,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378320,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378321,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378322,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378323,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378324,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378325,USA,CA,Los Angeles,Santa Catalina,,C. D. Nagano,Hymenoptera,,,,,,,  ,30.v.1981,5,30,1981,,30,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378326,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378327,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378328,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378329,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378330,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378331,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378332,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378333,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378334,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378335,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378336,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378337,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378338,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378339,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378340,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378341,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378342,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378343,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378344,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378345,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378346,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378347,USA,CA,Ventura,San Nicolas,,C. L. Hogue,Hymenoptera,,,,,,,  ,24.v.1977,5,24,1977,,24,v,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378348,USA,CA,Ventura,Anacapa,,,Hymenoptera,,,,,,,  ,19.ii.1941,2,19,1941,,19,ii,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378349,USA,CA,Ventura,Anacapa,,,Hymenoptera,,,,,,,  ,19.ii.1941,2,19,1941,,19,ii,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378350,USA,CA,Ventura,Anacapa,,,Hymenoptera,,,,,,,  ,19.ii.1941,2,19,1941,,19,ii,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378351,USA,CA,Ventura,Anacapa,,,Hymenoptera,,,,,,,  ,19.ii.1941,2,19,1941,,19,ii,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378352,USA,CA,Ventura,Anacapa,,,Hymenoptera,,,,,,,  ,19.ii.1941,2,19,1941,,19,ii,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378353,USA,CA,Ventura,Anacapa,,,Hymenoptera,,,,,,,  ,19.ii.1941,2,19,1941,,19,ii,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378354,USA,CA,Ventura,Anacapa,,,Hymenoptera,,,,,,,  ,19.ii.1941,2,19,1941,,19,ii,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378355,USA,CA,Ventura,Anacapa,,,Hymenoptera,,,,,,,  ,19.ii.1941,2,19,1941,,19,ii,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378356,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378357,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378358,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378359,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378360,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378361,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378362,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378363,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378364,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378365,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378366,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378367,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378368,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378369,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378370,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378371,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378372,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378373,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378374,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378375,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378376,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378377,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378378,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378379,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378380,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378381,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378382,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
LACM,LACM ENT 378383,USA,CA,Ventura,San Nicolas,,C. Nagano & S. Miller,Hymenoptera,,,,,,,  ,17.x.1980,10,17,1980,,17,x,26S-10413,Channel Islands Survey,,,,,,
