ORDER,FAMILY,GENUS,SPECIES,DESCRIBER,YEAR,XREF,AUTHOR,YRPUBL,PUBL,VOL,PAGE,PAGE2,IDYRQUAL,MUSEUM,SOURCE,ANA,BAR,CAT,CLE,COR,CRU,GUA,MIG,NIC,ROS,NO,SO,COLLECTOR,MONTH,YRCOLL,NOSPEC,ECOLOGY,NOTES
Coleoptera,Byturidae,Xerasia,grisescens,(Jayne),1882,as Byturellus SYN,"Springer, C.&M. Goodrich",1983,Coleop. Bull.,37,183,-192,,,map,,,x,,,x,,,,,,,,0,,,,
Coleoptera,Cantharidae,Cantharis,consors,LeConte,1851,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Cantharidae,Cantharis,hatchi dorothyae,Fender,1968,MISID as T. notatus,Fall,1897,Can. Ent.,29,237,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Cantharidae,Cantharis,hatchi dorothyae,Fender,1968,as hatchi,McKey-Fender,1950,Pan. Pac. Ent.,26,25,-33,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Cantharidae,Cantharis,hatchi dorothyae,Fender,1968,as hatchi,McKey-Fender,1950,Pan. Pac. Ent.,26,61,-79,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Cantharidae,Cantharis,hatchi dorothyae,Fender,1968,,Fender,1968,Pan-Pac. Ent.,44,300,-302,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Cantharidae,Frostia,laticollis,(LeConte),1866,as M. transversus,LeConte,1861,Proc. Acad. Nat. Sci. Phil.,,338,-359,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Cantharidae,Frostia,laticollis,(LeConte),1866,as Malthodes,LeConte,1866,Smith. Misc. Collns.,6,58,,,,,,,,,,x,,,,,,,,0,,,,replacemant name for M. transv
Coleoptera,Cantharidae,Frostia,laticollis,(LeConte),1866,as Malthodes,Fall,1897,Can. Ent.,29,237,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Cantharidae,Frostia,laticollis,(LeConte),1866,as Malthodes,Fall,1897,Can. Ent.,29,234,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Cantharidae,Frostia,laticollis,(LeConte),1866,as Malthodes,Fall,1919,Ann. Ent. Soc. Amer.,12,31,-42,,,,,,,,,x,,,,,,,,8,,,,
Coleoptera,Cantharidae,Frostia,laticollis,(LeConte),1866,as Malthodes,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Cantharidae,Frostia,laticollis,(LeConte),1866,,Fender,1951,Amer. Midl. Nat.,46,513,-629,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Agonum,decorum,(Say),1823,californicum SYN,Liebherr,1983,Ann. Ent. Soc. Amer.,76,349,-358,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Agonum,decorum,(Say),1823,,Liebherr,1986,Univ. Calif. Publ. Ent.,106,1,-198,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Agonum,limbatum,Motschulsky,1845,as Platynus variolatum,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,aurata,Dejean,1828,as Celia clementina SYN,Casey,1918,Mem. Coleop.,8,224,-393,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,aurata,Dejean,1928,,Hieke,1993,Deuts. Ent. Zeits.,40,119,-121,,,,,,,x,,,,,,,,,,,,,,
Coleoptera,Carabidae,Amara,brunnipes,Motschoulsky,1859,,Hieke,1993,Deuts. Ent. Zeits.,40,111,-114,,,,,,,,,x,,,,x,,,,,,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,x,x,,,x,,,,0,,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,,Fall,1897,Can. Ent.,29,235,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,as perspecta SYN,Casey,1918,Mem. Coleop.,8,294,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,as Celia SYN,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,as Celia,Fall & Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,Davis,4,1933,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,perspecta SYN,Lindroth,1968,Opus. Ent. Suppl.,33,693,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,perspecta SYN,Lindroth,1975,Coleop. Bull.,29,131,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,californica,(Dejean),1828,,LeConte,1876,App. JJ Ann. Rept. Eng.,,298,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,insignis,Dejean,1831,,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Amara,insignis,Dejean,1831,,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,x,,,x,,,,0,,,,
Coleoptera,Carabidae,Amara,insignis,Dejean,1831,,Baker,1905,Bull. S. Calif. Acad. Sci.,4,58,,Fall,,,,,x,,,,,,,,,,Baker,3,1904,,,
Coleoptera,Carabidae,Amara,insignis,Dejean,1831,as guadalupensis SYN,Casey,1918,Mem. Coleop.,8,295,,,,,,,,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,insignis,Dejean,1831,as guadalupensis SYN,Lindroth,1968,Opus. Ent. Suppl.,33,692,,,,,,,,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,insularis,Horn,1875,,Horn,1875,Trans. Amer. Ent. Soc.,5,128,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,insularis,Horn,1875,,Fall,1897,Can. Ent.,29,236,,,,,,x,,x,,,,,x,,,,,0,,,,
Coleoptera,Carabidae,Amara,insularis,Horn,1875,,Fall,1897,Can. Ent.,29,234,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,insularis,Horn,1875,,Hayward,1908,Trans. Amer. Ent. Soc.,34,51,,,,,,x,,,,,,,x,x,,,,0,,,,
Coleoptera,Carabidae,Amara,insularis,Horn,1875,,Casey,1918,Mem. Coleop.,8,224,-393,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,insularis,Horn,1875,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,285,,,,,,x,,x,,,,,x,,,,,0,,,,
Coleoptera,Carabidae,Amara,insularis,Horn,1875,,Lindroth,1968,Opus. Ent. Suppl.,33,692,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,insularis,Horn,1875,,S. E. Miller & P. Miller,1985,Ent. Calif. Ch. Isls. Proc.,,123,,,,,,?,,x,,,,,,,,,Challet,5,1984,,,
Coleoptera,Carabidae,Amara,sp.,,,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,348,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Amara,sp.,,,,S. E. Miller & P. Miller,1985,Ent. Calif. Ch. Isls. Proc.,,123,,,,,,x,x,x,,x,x,x,x,x,,,,0,,,,
Coleoptera,Carabidae,Amara,sp.,,,,"Fellers, G. & Drost, C.",1991,Herp. Monographs,5,76,,,,,,x,,,,,,,,,,,,,,,lizard food,
Coleoptera,Carabidae,Anchomenus,funebris,(LeConte),1854,as Platynus,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Anchomenus,funebris,(LeConte),1854,as Platynus,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Anchomenus,funebris,(LeConte),1854,as Platynus,Fall & Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,Davis,4,1933,,,
Coleoptera,Carabidae,Anchomenus,funebris,(LeConte),1854,,"Liebherr, J., K.",1991,Bull. Amer. Mus. Nat. Hist.,202,52,,,,,,,,x,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Anisodactylus,californicus,Dejean,1829,,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Anisodactylus,consobrinus,LeConte,1851,,LeConte,1876,App. JJ Ann. Rept. Eng.,,298,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Anisodactylus,consobrinus,LeConte,1851,,Fall,1897,Can. Ent.,29,235,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Anisodactylus,consobrinus,LeConte,1851,,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,x,,,,x,,,,0,,,,
Coleoptera,Carabidae,Anisodactylus,consobrinus,LeConte,1851,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Anisodactylus,similis,LeConte,1851,as semipunctatus SYN,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Bembidion,ephippigerum,LeConte,1852,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Bembidion,indistinctum,Dejean,1831,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Bembidion,indistinctum,Dejean,1831,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,285,,,,,,,,,,,,,x,,,,Cockerell,7,1939,,,
Coleoptera,Carabidae,Bembidion,insulatum,LeConte,1852,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,285,,,,,,,,x,,,,,,,,,Cockerell,6,1939,,,
Coleoptera,Carabidae,Bembidion,iridescens,LeConte,1851,,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Bembidion,platynoides,Hayward,1897,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Bembidion,striola,LeConte,1852,,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Bembidion,striola,LeConte,1852,,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Bembidion,striola,LeConte,1852,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,285,,,,,,,,x,,,,,,,,,Scott,6,1939,,,
Coleoptera,Carabidae,Bembidion,transversale,Dejean,1831,as mannerheimii SYN,LeConte,1876,App. JJ Ann. Rept. Eng.,,296,-300,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Bembidion,transversale,Dejean,1831,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,x,,,,x,,,,0,,,,
Coleoptera,Carabidae,Bembidion,transversale,Dejean,1831,,Fall,1897,Can. Ent.,29,235,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Bembidion,transversale,Dejean,1831,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Bembidion,versicolor,LeConte,1848,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,284,,,,,,,,x,,,,,,,,,Cockerell,6,1939,,,
Coleoptera,Carabidae,Brachinus,costipennis,Motschoulsky,1859,as carinulatus SYN,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Brachinus,costipennis,Motschoulsky,1859,,Erwin,1965,Coleop. Bull.,19,1,-19,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Brachinus,costipennis,Motschoulsky,1859,,Erwin,1970,Quaest. Entomol.,6,85,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Brachinus,gebhardis,Erwin,1965,,Erwin,1965,Coleop. Bull.,19,1,-19,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Brachinus,gebhardis,Erwin,1965,,Erwin,1970,Quaest. Entomol.,6,131,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Brachinus,mexicanus,DeJean,1831,as fidelis SYN,Erwin,1965,Coleop. Bull.,19,1,-19,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Brachinus,mexicanus,DeJean,1831,fidelis SYN,Erwin,1970,Quaest. Entomol.,6,104,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Brachinus,sp.,,,MISID as tschernikhii,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Bradycellus,californicus,LeConte,1857,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Bradycellus,nebulosus,(LeConte),1853,as Tachycellus SYN,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Bradycellus,nebulosus,(LeConte),1853,as Tachycellus SYN,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Bradycellus,nitidus,(Dejean),1829,as Tachycellus,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Bradycellus,nitidus,(Dejean),1829,as Glycerius,Fall & Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,Davis,4,1933,,,
Coleoptera,Carabidae,Bradycellus,rupestris,(Say),1823,MISID?  Not CA sp.,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Bradycellus,socors,(Casey),1914,as Stenocellus SYN,Casey,1914,Mem. Coleop.,5,45,-305,,,,,,,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,"as C. r. ""var.""",LeConte,1876,App. JJ Ann. Rept. Eng.,,298,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,as obscurus SYN,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,,Fall,1897,Can. Ent.,29,235,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,as obscurus SYN,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,x,,,x,,,,0,,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,as obscurus SYN,Baker,1905,Bull. S. Calif. Acad. Sci.,4,58,,Fall,,,,,x,,,,,,,,,,Baker,3,1904,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,as obscurus SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,285,,,,,x,,,,,x,x,x,,,,,,0,,,,
Coleoptera,Carabidae,Calathus,ruficollis,Dejean,1828,as obscurus SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,285,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Calathus,ruficollis ruficollis,Dejean,1828,,"Ball, G., & Negre, J.",1972,Trans. Amer. Ent. Soc.,98 (4),412,-539,,,,x,,x,x,,x,,x,,x,,,,0,,,,
Coleoptera,Carabidae,Calosoma,eremicola,Fall,1910,,Gidaspow,1959,Bull. Amer. Mus. Nat. Hist.,116,225,-344,,,,,,x,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Calosoma,eremicola,Fall,1910,as Calosoma glabratum sponsum,Breuning,1928,Wie. Ent. Zeit.,44,103,-105,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Calosoma,eremicola,Fall,1910,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,284,,,,,,,x,x,,,,,,,,,Raymenton,0,1939,,,
Coleoptera,Carabidae,Calosoma,eremicola,Fall,1910,as Camedula SYN,Jeannel,1940,Mem. Mus. Nat. d'Hist. Nat.,13,206,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Calosoma,eremicola,Fall,1910,,Fall,1910,Trans. Amer. Ent. Soc.,36,89,-197,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Calosoma,palmeri,Horn,1876,,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Calosoma,palmeri,Horn,1876,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Calosoma,parvicollis,Fall,1910,,Gidaspow,1959,Bull. Amer. Mus. Nat. Hist.,116,225,-344,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Calosoma,semilaeve,LeConte,1851,,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Calosoma,semilaeve,LeConte,1851,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,x,,,x,,,,0,,,,
Coleoptera,Carabidae,Calosoma,semilaeve,LeConte,1851,,S. E. Miller & P. Miller,1985,Ent. Calif. Ch. Isls. Proc.,,123,,,,,,x,x,,,,x,,x,x,,,,0,,,,
Coleoptera,Carabidae,Calosoma,sp.,,,,Howard,1889,Proc. U. S. Nat. Mus.,12,185,-216,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Chlaenius,cumatilis,LeConte,1851,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Chlaenius,cumatilis,LeConte,1851,,Bell,1960,Misc. Publ. Ent. Soc. Amer.,1,149,-150,,MCZ,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Chlaenius,obsoletus,LeConte,1851,,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Chlaenius,obsoletus,LeConte,1851,,Bell,1960,Misc. Publ. Ent. Soc. Amer.,1,150,,,MCZ,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Chlaenius,variabilipes,Eschscholtz,1833,,Bell,1960,Misc. Publ. Ent. Soc. Amer.,1,149,-150,,MCZ,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Cicindela,haemorrhagica haemorrhagica,LeConte,1851,,Nagano,1982,Atala,8,33,-42,,,,,,,,,x,,,x,,,,,0,,,,
Coleoptera,Carabidae,Cicindela,haemorrhagica haemorrhagica,LeConte,1851,,Nagano,1985,Ent. Calif. Ch. Isls. Proc.,,109,,,,,,,,,,x,,,x,,,,,0,,,,
Coleoptera,Carabidae,Cicindela,hirticollis gravida,LeConte,1851,,Nagano,1982,Atala,8,33,-42,,,,,,x,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Cicindela,hirticollis gravida,LeConte,1851,,Nagano,1985,Ent. Calif. Ch. Isls. Proc.,,107,,,,,,,x,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Cicindela,hirticollis gravida,LeConte,1851,,"Graves, Krejci & Graves",1988,Can. Ent.,120,647,-678,,,map,,,x,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Cicindela,hirticollis gravida,LeConte,1851,,Graves,1988,Cicindela,20,4,,,,,,,x,,,,,,,x,,,,,,,,
Coleoptera,Carabidae,Cicindela,oregona oregona,LeConte,1857,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Cicindela,oregona oregona,LeConte,1857,,Freitag,1965,Quaest. Entomol.,1,87,-170,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Cicindela,oregona oregona,LeConte,1857,,Nagano,1982,Atala,8,33,-42,,,,x,,x,x,,x,,x,x,x,,,,0,,,,
Coleoptera,Carabidae,Cicindela,oregona oregona,LeConte,1857,,Nagano,1985,Ent. Calif. Ch. Isls. Proc.,,105,,,,,x,,x,,,x,,x,x,x,,,,0,,,,
Coleoptera,Carabidae,Cicindela,senilis frosti,Varas-Arangua,1927,,Nagano,1982,Atala,8,33,-42,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Cicindela,senilis frosti,Varas-Arangua,1927,,Nagano,1985,Ent. Calif. Ch. Isls. Proc.,,107,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Cicindela,trifasciata sigmoidea,LeConte,1857,,Nagano,1982,Atala,8,33,-42,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Cicindela,trifasciata sigmoidea,LeConte,1857,,Nagano,1985,Ent. Calif. Ch. Isls. Proc.,,107,,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,dilatatus dilatatus,(Dejean),1829,as Anisodactylus,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,dilatatus dilatatus,(Dejean),1829,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,dilatatus dilatatus,(Dejean),1829,,Noonan,1968,Opusc. Ent.,33,281,-304,,,,,,x,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,dilatatus dilatatus,(Dejean),1829,,Noonan,1975,Pan-Pac. Ent.,51,1,-15,,,,,,x,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,piceus,(Menetries),1844,as Anisodactylus,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,x,,,x,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,piceus,(Menetries),1844,as Anisodactylus,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Dicheirus,piceus,(Menetries),1844,as australinus insularis SYN,Casey,1914,Mem. Coleop.,5,45,-305,,,,,,,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,piceus,(Menetries),1844,as australinus SYN,Casey,1914,Mem. Coleop.,5,45,-305,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,piceus,(Menetries),1844,as insularis SYN,Lindroth,1968,Opus. Ent. Suppl.,33,649,-944,,,,,,,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,piceus,(Menetries),1844,as australinus insularis SYN,Noonan,1968,Opusc. Ent.,33,281,-304,,,,,,x,x,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,piceus,(Menetries),1844,,Noonan,1975,Pan-Pac. Ent.,51,1,-15,,,,,,x,x,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Dicheirus,sp.,,,MISID as A. brunneus,Howard,1889,Proc. U. S. Nat. Mus.,12,185,-216,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Dyschirius,gibbipennis,LeConte,1857,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Dyschirius,marinus,(LeConte),1849,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,377,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Notiobia (Anisotarsus),flebilis,(LeConte),1863,as Anisotarsus,Fall,1897,Can. Ent.,29,234,,,,,,,,,,,x,,,,,,Palmer,0,1875,,,
Coleoptera,Carabidae,Notiobia (Anisotarsus),flebilis,(LeConte),1863,as Anisotarsus,Fall,1897,Can. Ent.,29,236,,,,,,,,,,,x,,,,,,,0,,,,
Coleoptera,Carabidae,Notiophilus,semiopacus,Eschscholtz,1833,,Fall,1906,Psyche,13,79,-92,,,,,,x,,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Omophron,dentatus,LeConte,1852,,LeConte,1876,App. JJ Ann. Rept. Eng.,,298,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Omophron,dentatus,LeConte,1852,,Fall,1897,Can. Ent.,29,235,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Omophron,dentatus,LeConte,1852,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,x,,,,x,,,,0,,,,
Coleoptera,Carabidae,Omophron,dentatus,LeConte,1852,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Omophron,dentatus,LeConte,1852,,Benschoter & Cook,1956,Ann. Ent. Soc. Amer.,49,422,,,,lit,,,,,,,,,,x,,,,0,,,,
Coleoptera,Carabidae,Platynus,brunneomarginatus,(Mannerheim),1843,,LeConte,1876,App. JJ Ann. Rept. Eng.,,298,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Platynus,brunneomarginatus,(Mannerheim),1843,as Agonum,Seavey,1892,Zoe,3,262,,,,,,,x,,,,,,,,,,Seavey,8,1892,,from Heteromeles arbutifolia,
Coleoptera,Carabidae,Platynus,brunneomarginatus,(Mannerheim),1843,,Fall,1897,Can. Ent.,29,236,,,,,,,x,,,x,,,,x,,,,0,,,,
Coleoptera,Carabidae,Platynus,brunneomarginatus,(Mannerheim),1843,,Fall,1897,Can. Ent.,29,235,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Platynus,brunneomarginatus,(Mannerheim),1843,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Platynus,brunneomarginatus,(Mannerheim),1843,,Fall & Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,Davis,4,1933,,,
Coleoptera,Carabidae,Pterostichus,gliscans,Casey,1913,,Casey,1913,Mem. Coleop.,4,119,,,,,,,,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Pterostichus,isabellae,LeConte,1851,,Fall,1897,Can. Ent.,29,236,,,,,,,x,x,,,,,,,,,,0,,,,
Coleoptera,Carabidae,Pterostichus,laetulus,(LeConte),1863,,LeConte,1876,App. JJ Ann. Rept. Eng.,,298,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Pterostichus,laetulus,(LeConte),1863,,Fall,1897,Can. Ent.,29,235,,,,,,,,,,x,,,,,,,,0,,,,
Coleoptera,Carabidae,Pterostichus,laetulus,(LeConte),1863,,Fall,1897,Can. Ent.,29,236,,,,,,,,,,x,,,,x,,,,0,,,,
Coleoptera,Carabidae,Pterostichus,laetulus,(LeConte),1863,,Fall & A. Davis,1934,Can. Ent.,66,143,,,,,,,,,,x,,,,,,,,0,,,,
