record,source,order,family,acceptedFamily,genus,acceptedGenus,subgenus,specificEp,,scientificName,acceptedName,synSource,yearpub,PUBL,year,month,Anacapa,Santa Barbara,Santa Catalina,San Clemente,Santa Cruz,San Miguel,San Nicholas,Santa Rosa 
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,cabrilli,,Lasioglossum cabrilli,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,cabrilli,,Lasioglossum cabrilli,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,cabrilli,,Lasioglossum cabrilli,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,californiae,,Lasioglossum californiae,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,californiae,,Lasioglossum californiae,,,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,californiae,,Lasioglossum californiae,,,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,californiae,,Lasioglossum californiae,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,daggetti,,Lasioglossum daggetti,,,1916,Can. Ent.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,diversopunctatus,,Lasioglossum diversopunctatus,,,1940,Bull. S. Calif. Acad. Sci.,,,,1,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,diversopunctatus,,Lasioglossum diversopunctatus,,,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,diversopunctatus,,Lasioglossum diversopunctatus,,,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,,,1,,1,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,grinnelli,,Lasioglossum grinnelli,,,1916,Can. Ent.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,grinnelli,,Lasioglossum grinnelli,,,1937,Pan-Pac. Ent.,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,grinnelli,,Lasioglossum grinnelli,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,grinnelli,,Lasioglossum grinnelli,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,grinnelli,,Lasioglossum grinnelli,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,incompletus,,Lasioglossum incompletus,,,1938,Ann. & Mag. Nat. Hist.,1938,3,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,incompletus,,Lasioglossum incompletus,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,1,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,incompletus,,Lasioglossum incompletus,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,megastictus,,Lasioglossum megastictus,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,megastictus,,Lasioglossum megastictus,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,megastictus,,Lasioglossum megastictus,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,megastictus,,Lasioglossum megastictus,,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,megastictus,,Lasioglossum megastictus,,,1986,Psyche,1984,5,,,,,,,1,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,microlepoides,,Lasioglossum microlepoides,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,nevadensis,,Lasioglossum nevadensis,,,1937,Pan-Pac. Ent.,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,nevadensis,,Lasioglossum nevadensis,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,nevadensis,,Lasioglossum nevadensis,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,nevadensis,,Lasioglossum nevadensis,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,1,1,1,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,perichlarus,,Lasioglossum perichlarus,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,perichlarus,,Lasioglossum perichlarus,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,perichlarus,,Lasioglossum perichlarus,,,1940,Bull. S. Calif. Acad. Sci.,,,,,,,,1,1,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,perichlarus,,Lasioglossum perichlarus,,,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,,,1,1,1,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,perichlarus,,Lasioglossum perichlarus,,,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,perichlarus,,Lasioglossum perichlarus,,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,petrellus,,Lasioglossum petrellus,,,1916,Can. Ent.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,pilosicaudus,,Lasioglossum pilosicaudus,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,pilosicaudus,,Lasioglossum pilosicaudus,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,1,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,pilosicaudus,,Lasioglossum pilosicaudus,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,punctiferellus,,Lasioglossum punctiferellus,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,punctiferellus,,Lasioglossum punctiferellus,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,punctiferellus,,Lasioglossum punctiferellus,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Dialictus,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Dialictus,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,lit,Hymenoptera,Halictidae,,Dialictus,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,tegulariformis,,Lasioglossum tegulariformis,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Dialictus,tegulariformis,,Lasioglossum tegulariformis,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Dufourea,,,californica,,Dufourea californica,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Dufourea,,,dentipes,,Dufourea dentipes,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,argemonis,,Lasioglossum argemonis,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,avalonensis,,Lasioglossum avalonensis,,,1938,Ann. & Mag. Nat. Hist.,1938,3,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,avalonensis,,Lasioglossum avalonensis,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,1,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,avalonensis,,Lasioglossum avalonensis,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,hammondi,,Lasioglossum hammondi,,,1938,Ann. & Mag. Nat. Hist.,1938,5,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,hammondi,,Lasioglossum hammondi,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,hammondi,,Lasioglossum hammondi,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,hammondi,,Lasioglossum hammondi,,,1987,"Smith. Inst. Press, Wash. DC",,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,kincaidii,,Lasioglossum kincaidii,,,1940,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,kincaidii,,Lasioglossum kincaidii,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,kincaidii,,Lasioglossum kincaidii,,,1986,Psyche,1984,5,,,,,,,1,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,miguelensis,,Lasioglossum miguelensis,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,miguelensis,,Lasioglossum miguelensis,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,miguelensis,,Lasioglossum miguelensis,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,miguelensis,,Lasioglossum miguelensis,,,1939,Bull. S. Calif. Acad. Sci.,1939,7,,,1,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,miguelensis,,Lasioglossum miguelensis,,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,nigrescens,,Lasioglossum nigrescens,,,1940,Bull. S. Calif. Acad. Sci.,,,,,,1,,,,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,nigrescens,,Lasioglossum nigrescens,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,ovaliceps,,Lasioglossum ovaliceps,,,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,ovaliceps,,Lasioglossum ovaliceps,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,Evylaeus,ovaliceps,,Lasioglossum ovaliceps,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,,catalinensis,,Halictus catalinensis,,,NA,,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,,coronadensis,,Halictus coronadensis,,,NA,,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,,daggetti,,Halictus daggetti,,,NA,,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,,grinnelli,,Halictus grinnelli,,,NA,,,,,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,,tripartitus,,Halictus tripartitus,,,1942,U.S. Naval Inst. Proc.,,,,,,1,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1903,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1925,Proc. Calif. Acad. Sci. ser. 4,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1935,Pan-Pac. Ent.,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1937,Pan-Pac. Ent.,1937,7,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1941,Ent. Amer. n.s.,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,,,1,,,1
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(Seladonia),tripartitus,,Halictus tripartitus,,,1910,Chann. Isls. Calif.,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Halictus,,(s. l.),,,,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,channelense,,Lasioglossum channelense,,,1940,Bull. S. Calif. Acad. Sci.,,,,,,,,,,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,channelense,,Lasioglossum channelense,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,channelense,,Lasioglossum channelense,,,1986,Smith. Cont. Zool.,,,,,,,1,,,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,pavonotum,,Lasioglossum pavonotum,,,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,pavonotum,,Lasioglossum pavonotum,,,1938,Ann. & Mag. Nat. Hist.,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,pavonotum,,Lasioglossum pavonotum,,,1939,Bull. S. Calif. Acad. Sci.,1939,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,pavonotum,,Lasioglossum pavonotum,,,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,pavonotum,,Lasioglossum pavonotum,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,pavonotum,,Lasioglossum pavonotum,,,1986,Smith. Cont. Zool.,,,,,,,,1,,1
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,pavonotum,,Lasioglossum pavonotum,,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,sisymbrii,,Lasioglossum sisymbrii,,,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,sisymbrii,,Lasioglossum sisymbrii,,,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,sisymbrii,,Lasioglossum sisymbrii,,,1986,Smith. Cont. Zool.,,,1,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,titusi,,Lasioglossum titusi,,,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,titusi,,Lasioglossum titusi,,,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,,,,,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,titusi,,Lasioglossum titusi,,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Lasioglossum,,,titusi,,Lasioglossum titusi,,,1986,Smith. Cont. Zool.,,,1,,,,1,1,,1
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,nigricans miguelensis,,Sphecodes nigricans miguelensis,,,1940,Bull. S. Calif. Acad. Sci.,1939,7,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,nigricans miguelensis,,Sphecodes nigricans miguelensis,,,1941,Bull. S. Calif. Acad. Sci.,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,nigricans miguelensis,,Sphecodes nigricans miguelensis,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,1,
lit,lit,Hymenoptera,Halictidae,,Sphecodes,,,,,,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,1,
lit,lit,Hymenoptera,Ichneumonidae,,,,,,,,,,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Ichneumonidae,Ichneumonidae,Anisobas,Anisobas,,,,,,,1987,Atala,,,,,1,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Apistephialtes,,,nucicola,,Apistephialtes nucicola,,,1960,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Aritranis,,,imitator,,Aritranis imitator,,,1962,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Compsocryptus,,,calipterus,,Compsocryptus calipterus,,,1962,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Compsocryptus,,,resolutus,,Compsocryptus resolutus,,,1962,Bull. U.S. Nat. Mus.,,,,,,1,,,,1
lit,lit,Hymenoptera,Ichneumonidae,,Compsocryptus,,,,,,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Glypta,,,franciscana,,Glypta franciscana,,,1988,Mem. Amer. Ent. Inst.,,,,,1,,1,,,
lit,lit,Hymenoptera,Ichneumonidae,,Glypta,,,rufiscutellaris,,Glypta rufiscutellaris,,,1988,Mem. Amer. Ent. Inst.,,,,,,,1,,,
lit,lit,Hymenoptera,Ichneumonidae,,Homotropus,,,decoratus,,Homotropus decoratus,,,1982,"Tech. Rep., Allan Hancock, USC",,,,,,1,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Hoplismenus,,,,,,,,1991,Herp. Monographs,,,,1,,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Idiolispa,,,analis ignea,,Idiolispa analis ignea,,,1962,Bull. U.S. Nat. Mus.,,,,,,,1,,,
lit,lit,Hymenoptera,Ichneumonidae,,Itamoplex,,,albitarsis,,Itamoplex albitarsis,,,1945,Amer. Midl. Nat.,,,,,,,1,,,
lit,lit,Hymenoptera,Ichneumonidae,,Itamoplex,,,albitarsis,,Itamoplex albitarsis,,,1962,Bull. U.S. Nat. Mus.,,,,,,,1,,,
lit,lit,Hymenoptera,Ichneumonidae,,Itamoplex,,,albitarsis,,Itamoplex albitarsis,,,1962,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Macrojoppa,,,,,,,,1991,Herp. Monographs,,,,1,,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Mesochorus,,,,,,,,1987,Atala,,,,,1,,1,,,
lit,lit,Hymenoptera,Ichneumonidae,,Netelia,,(Netelia),brevicorns temporalis,,Netelia brevicorns temporalis,,,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Netelia,,(Netelia),leo arizonensis,,Netelia leo arizonensis,,,1938,Lloydia,,,,,,,1,,,
lit,lit,Hymenoptera,Ichneumonidae,,Ophion,,,,,,,,1938,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Scambus,,(Scambus),aplopappi,,Scambus aplopappi,,,1960,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Therion,,,californicum,,Therion californicum,,,1977,Univ. Calif. Publ. Ent.,,,,,,,,,,
lit,lit,Hymenoptera,Ichneumonidae,,Trychosis,,,reflexa,,Trychosis reflexa,,,1962,Bull. U.S. Nat. Mus.,,,,,,,1,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,collectum,,Anthidium collectum,Anthidium collectum,Discover Life,1938,Trans. S. Diego Soc. Nat. Hist,,,,1,,,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,collectum,,Anthidium collectum,Anthidium collectum,Discover Life,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,collectum,,Anthidium collectum,Anthidium collectum,Discover Life,1939,Bull. S. Calif. Acad. Sci.,1939,4,,,,1,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,collectum,,Anthidium collectum,Anthidium collectum,Discover Life,1940,Proc. Sixth Pac. Sci. Cong.,,,,1,,,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,collectum,,Anthidium collectum,Anthidium collectum,Discover Life,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,collectum,,Anthidium collectum,Anthidium collectum,Discover Life,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,collectum,,Anthidium collectum,Anthidium collectum,Discover Life,1968,Bull. Calif. Ins. Survey,,,,1,1,1,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,collectum,,Anthidium collectum,Anthidium collectum,Discover Life,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,1,,,1
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,emarginatum,,Anthidium emarginatum,Anthidium emarginatum,Discover Life,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,maculosum,,Anthidium maculosum,Anthidium maculosum,Discover Life,1925,Proc. Calif. Acad. Sci. ser. 4,,,1,,,,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,maculosum,,Anthidium maculosum,Anthidium maculosum,Discover Life,1940,Proc. Sixth Pac. Sci. Cong.,,,1,,,,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,maculosum,,Anthidium maculosum,Anthidium maculosum,Discover Life,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,maculosum,,Anthidium maculosum,Anthidium maculosum,Discover Life,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,,,1,,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,palliventre,,Anthidium palliventre,Anthidium palliventre,Discover Life,1925,Proc. Calif. Acad. Sci. ser. 4,,,,,,,,1,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,palliventre,,Anthidium palliventre,Anthidium palliventre,Discover Life,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,palliventre,,Anthidium palliventre,Anthidium palliventre,Discover Life,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,palliventre,,Anthidium palliventre,Anthidium palliventre,Discover Life,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,1,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,palliventre,,Anthidium palliventre,Anthidium palliventre,Discover Life,1968,Bull. Calif. Ins. Survey,,,,,,,,1,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthidium,Anthidium,,palliventre,,Anthidium palliventre,Anthidium palliventre,Discover Life,1986,Psyche,,,,,,,,1,,
lit,lit,Hymenoptera,Megachilidae,Megachilidae,Anthocopa,Atoposomia,,copelandica albomarginata,,Anthocopa copelandica albomarginata,Atoposmia copelandica albomarginata,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,lit,Hymenoptera,Megachilidae,,Ashmeadiella,,,cactorum basalis,,Ashmeadiella cactorum basalis,,,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,lit,Hymenoptera,Megachilidae,,Ashmeadiella,,,californica californica,,Ashmeadiella californica californica,,,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,,,,,1,
lit,lit,Hymenoptera,Megachilidae,,Ashmeadiella,,,californica californica,,Ashmeadiella californica californica,,,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
