source,order,family,genus,specificEp,yearpub,PUBL,year,month,ANA,BAR,CAT,CLE,CRU,MIG,NIC,ROS
lit,Homoptera,Pseudococcidae,Phenacoccus,colemani,1940,Proc. Sixth Pac. Sci. Cong.,1922,,,,x,,,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,colemani,1971,Pan-Pac. Ent.,1969,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,colemani,1973,Pan-Pac. Ent.,1970,7,,,,,,x,,
lit,Homoptera,Pseudococcidae,Phenacoccus,colemani,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,x,,x
lit,Homoptera,Pseudococcidae,Phenacoccus,eriogoni,1971,Pan-Pac. Ent.,1968,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,eriogoni,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,eschscholtziae,1971,Pan-Pac. Ent.,1968,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,eschscholtziae,1974,Pan-Pac. Ent.,1973,5,,,,x,,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,eschscholtziae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,x,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,madeirensis,1971,Pan-Pac. Ent.,1967,6,,,,,x,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,madeirensis,1973,Pan-Pac. Ent.,1970,7,,,,,,x,,
lit,Homoptera,Pseudococcidae,Phenacoccus,madeirensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,x,x,x,x
lit,Homoptera,Pseudococcidae,Phenacoccus,madeirensis,1987,Bull. Ent. Res.,,,,,x,,,x,,
lit,Homoptera,Pseudococcidae,Phenacoccus,n. sp. 1,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,n. sp. 2,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,x
lit,Homoptera,Pseudococcidae,Phenacoccus,solani,1971,Pan-Pac. Ent.,1968,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,solani,1974,Pan-Pac. Ent.,1973,5,,,,x,,,,
lit,Homoptera,Pseudococcidae,Phenacoccus,solani,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,x,,x,x
lit,Homoptera,Pseudococcidae,Pseudococcus,affinis,1971,Pan-Pac. Ent.,1969,4,,,,,x,,,
lit,Homoptera,Pseudococcidae,Pseudococcus,affinis,1973,Pan-Pac. Ent.,,,,,,,x,x,,
lit,Homoptera,Pseudococcidae,Pseudococcus,affinis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,,,,
lit,Homoptera,Pseudococcidae,Pseudococcus,beardsleyi,1971,Pan-Pac. Ent.,1969,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Pseudococcus,beardsleyi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Pseudococcus,longisetosus,1971,Pan-Pac. Ent.,1968,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Pseudococcus,longisetosus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Pseudococcus,maritimus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,x,,x
lit,Homoptera,Pseudococcidae,Pseudococcus,n. sp. 1,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,x
lit,Homoptera,Pseudococcidae,Pseudococcus,sp. 1,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Pseudococcus,sp. nr. dispar,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,x
lit,Homoptera,Pseudococcidae,Puto,yuccae,1939,Bios,,,,,,,,x,,
lit,Homoptera,Pseudococcidae,Puto,yuccae,1950,Stanford Univ. Press.,,,,,,,,x,,
lit,Homoptera,Pseudococcidae,Puto,yuccae,1967,Mealybugs of California,,,,,,,,x,,
lit,Homoptera,Pseudococcidae,Puto,yuccae,1971,Pan-Pac. Ent.,1969,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Puto,yuccae,1973,Pan-Pac. Ent.,1970,7,,,,,,x,,
lit,Homoptera,Pseudococcidae,Puto,yuccae,1974,Pan-Pac. Ent.,1973,5,,,,x,,,,
lit,Homoptera,Pseudococcidae,Puto,yuccae,1985,Ent. Calif. Ch. Isls. Proc.,,,x,x,x,x,x,x,x,x
lit,Homoptera,Pseudococcidae,Radicoccus,kelloggi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,bicirculus,1971,Pan-Pac. Ent.,1968,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,bicirculus,1976,USDA Tech. Bull.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,bicirculus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,x,,x,x
lit,Homoptera,Pseudococcidae,Rhizoecus,bicirculus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,x,,x,x
lit,Homoptera,Pseudococcidae,Rhizoecus,falcifer,1967,Mealybugs of California,,,,,x,,,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,gracilis,1971,Pan-Pac. Ent.,1968,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,gracilis,1973,Pan-Pac. Ent.,1970,7,,,,,,x,,
lit,Homoptera,Pseudococcidae,Rhizoecus,gracilis,1976,USDA Tech. Bull.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,gracilis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,x,x,x
lit,Homoptera,Pseudococcidae,Rhizoecus,nakaharai,1971,Pan-Pac. Ent.,1968,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,nakaharai,1976,USDA Tech. Bull.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,nakaharai,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Rhizoecus,subcyperalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,x,
lit,Homoptera,Pseudococcidae,Scaptococcus,sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,x,
lit,Homoptera,Pseudococcidae,Spilococcus,corticosus,1974,Pan-Pac. Ent.,1973,5,,,,x,,,,
lit,Homoptera,Pseudococcidae,Spilococcus,corticosus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,,,
lit,Homoptera,Pseudococcidae,Spilococcus,implicatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,x
lit,Homoptera,Pseudococcidae,Spilococcus,keiferi,1971,Pan-Pac. Ent.,1969,5,,,,,x,,,
lit,Homoptera,Pseudococcidae,Spilococcus,keiferi,1973,Pan-Pac. Ent.,1970,7,,,,,,x,,
lit,Homoptera,Pseudococcidae,Spilococcus,keiferi,1974,Pan-Pac. Ent.,1973,5,,,,x,,,,
lit,Homoptera,Pseudococcidae,Spilococcus,keiferi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,x,x,,x
lit,Homoptera,Pseudococcidae,Spilococcus,pressus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,x,
lit,Homoptera,Pseudococcidae,Tridiscus,distichlii,1973,Pan-Pac. Ent.,1970,7,,,,,,x,,
lit,Homoptera,Pseudococcidae,Tridiscus,distichlii,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,x,x,
lit,Homoptera,Pseudococcidae,Trionymus,caricis,1971,Pan-Pac. Ent.,1969,4,,,,,x,,,
lit,Homoptera,Pseudococcidae,Trionymus,caricis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Homoptera,Pseudococcidae,Trionymus,frontalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Homoptera,Pseudococcidae,Trionymus,smithii,1973,Pan-Pac. Ent.,1970,7,,,,,,x,,
lit,Homoptera,Pseudococcidae,Trionymus,smithii,1974,Pan-Pac. Ent.,1973,5,,,,x,,,,
lit,Homoptera,Pseudococcidae,Trionymus,smithii,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,,x,,x
lit,Homoptera,Pseudococcidae,Trionymus,utahensis,1971,Pan-Pac. Ent.,1969,4,,,,,x,,,
lit,Homoptera,Pseudococcidae,Trionymus,utahensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,,,
lit,Homoptera,Psyllidae,Acizzia,uncatoides,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Homoptera,Psyllidae,Paratrioza,lavaterae,1924,Pan-Pac. Ent.,,,,,,,,,,
lit,Homoptera,Psyllidae,Paratrioza,lavaterae,1943,Iowa St. Coll. J. Sci.,,,,,,,,,,
lit,Homoptera,Psyllidae,Psylla,sp.,1982,"Tech. Rep., Allan Hancock, USC",,,,,,x,,,,
lit,Hymenoptera,Andrenidae,Andrena,sp. 1,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena,sp. 2,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena,sp. 2,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,x
lit,Hymenoptera,Andrenidae,Andrena,sp. 3,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,x,,
lit,Hymenoptera,Andrenidae,Andrena,sp. 4,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena,sp. 5,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena,sp. 6,1985,Ent. Calif. Ch. Isls. Proc.,,,x,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Diandrena),gnaphalii,1938,Ann. & Mag. Nat. Hist.,1938,3,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Diandrena),gnaphalii,1938,Ann. & Mag. Nat. Hist. ser. 11,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Diandrena),gnaphalii,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Diandrena),gnaphalii,1969,Univ. Calif. Publ. Ent.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Diandrena),gnaphalii,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Diandrena),submoesta,1985,Ent. Calif. Ch. Isls. Proc.,1979,3,x,,,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Diandrena),submoesta,1985,Ent. Calif. Ch. Isls. Proc.,,,x,x,,x,,x,x,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),auricoma,1938,Ann. & Mag. Nat. Hist.,1938,3,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),auricoma,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),auricoma,1975,Trans. Amer. Ent. Soc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),auricoma,1985,Ent. Calif. Ch. Isls. Proc.,,,,,?,,,,,x
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),caerulea,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,x,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),caerulea,1975,Trans. Amer. Ent. Soc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),caerulea,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,?,,x
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),chlorura,1940,Bull. S. Calif. Acad. Sci.,,,,,,x,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),chlorura,1941,Bull. S. Calif. Acad. Sci.,,,,,,x,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),chlorura,1975,Trans. Amer. Ent. Soc.,,,,,,x,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),chlorura,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,?,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),escondida,1938,Ann. & Mag. Nat. Hist.,1938,3,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),escondida,1938,Ann. & Mag. Nat. Hist. ser. 11,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),escondida,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),escondida,1941,Trans. S. Diego Soc. Nat. Hist,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),escondida,1985,Ent. Calif. Ch. Isls. Proc.,,,,,?,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),nigrocaerulea,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Euandrena),suavis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Hesperandrena),baeriae,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Hesperandrena),baeriae,1941,Bull. S. Calif. Acad. Sci.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),cerasifolii,1938,Ann. & Mag. Nat. Hist.,1938,3,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),cerasifolii,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),cerasifolii,1985,Ent. Calif. Ch. Isls. Proc.,,,,,?,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),meadowsi,NA,,,,,,,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),perimelas,1938,Ann. & Mag. Nat. Hist. ser. 11,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),perimelas,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),perimelas,1979,Trans. Amer. Ent. Soc.,,,,,x,,x,x,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),perimelas,1985,Ent. Calif. Ch. Isls. Proc.,1979,3,x,,,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),perimelas,1985,Ent. Calif. Ch. Isls. Proc.,,,x,,x,,x,x,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),sola,1979,Trans. Amer. Ent. Soc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),sola,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,x
lit,Hymenoptera,Andrenidae,Andrena (Melandrena),sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Micrandrena),chlorogaster,1939,Pom. Coll. J. Ent. & Zool.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Micrandrena),chlorogaster,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Micrandrena),chlorogaster,1951,Proc. U.S. Natl. Mus.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Micrandrena),chlorogaster,1968,Bull. Univ. Nebr. State Mus.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Micrandrena),chlorogaster,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Micrandrena),piperi,1968,Bull. Univ. Nebr. State Mus.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Micrandrena),piperi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Onagrandrena),oenotherae,1973,Univ. Calif. Publ. Ent.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Onagrandrena),oenotherae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,?,,,
lit,Hymenoptera,Andrenidae,Andrena (Plastandrena),prunorum prunorum,1985,Ent. Calif. Ch. Isls. Proc.,1978,6,x,,,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Plastandrena),prunorum prunorum,1985,Ent. Calif. Ch. Isls. Proc.,,,x,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Simandrena),hypoleuca,1939,Pom. Coll. J. Ent. & Zool.,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Simandrena),hypoleuca,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Simandrena),hypoleuca,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Simandrena),hypoleuca,1989,Trans. Amer. Ent. Soc.,,,,,x,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Simandrena),pallidifovea,1989,Trans. Amer. Ent. Soc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Simandrena),sp.,1985,Ent. Calif. Ch. Isls. Proc.,1979,3,x,,,,,,,
lit,Hymenoptera,Andrenidae,Andrena (Simandrena),sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Andrena (Thysandrena),candida,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,,,
lit,Hymenoptera,Andrenidae,Panurginus,armaticeps,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Panurginus,gracilis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Andrenidae,Perdita,layiae layiae,1938,Ann. & Mag. Nat. Hist.,1938,5,,,,,,x,,
lit,Hymenoptera,Andrenidae,Perdita,layiae layiae,1938,Ann. & Mag. Nat. Hist. ser. 11,,,,,,,,x,,
lit,Hymenoptera,Andrenidae,Perdita,layiae layiae,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,x,,
lit,Hymenoptera,Andrenidae,Perdita,layiae layiae,1956,Univ. Calif. Publ. Ent.,,,,,,,,x,,
lit,Hymenoptera,Andrenidae,Perdita,layiae layiae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,x,,
lit,Hymenoptera,Andrenidae,Perdita,sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,x
lit,Hymenoptera,Andrenidae,Pterosarus,californicus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,,,,x
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),bomboides,1902,Rep. Agr. Exp. Sta. Univ. Cal,1898,6,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),bomboides,1938,Ann. & Mag. Nat. Hist.,1938,5,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),bomboides,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),bomboides,1939,Sci. Mon.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),bomboides,1983,Univ. Calif. Publ. Ent.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),bomboides,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),californica,1988,Univ. Kansas Sci. Bull.,,,,,,,,x,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),californica,1988,Univ. Kansas Sci. Bull.,,,,,,,,x,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),catalinae,NA,,,,,,,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),edwardsii,1985,Ent. Calif. Ch. Isls. Proc.,1940,8,x,,,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),edwardsii,1939,Bull. S. Calif. Acad. Sci.,1939,3,,,,x,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),edwardsii,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,x,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),edwardsii,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,x,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),edwardsii,1938,Ann. & Mag. Nat. Hist.,1938,5,,,x,,,x,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),edwardsii,1985,Ent. Calif. Ch. Isls. Proc.,,,x,x,x,x,x,x,x,x
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1901,Can. Ent.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1901,Can. Ent.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1903,Psyche,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1937,Pan-Pac. Ent.,1937,7,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1937,Pan-Pac. Ent.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,,x,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1939,Bull. S. Calif. Acad. Sci.,,,,,,,,,x,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1939,Bull. S. Calif. Acad. Sci.,1939,5,,x,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,x,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,x,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,x,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,x,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1940,Proc. Sixth Pac. Sci. Cong.,1901,8,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1985,Ent. Calif. Ch. Isls. Proc.,,,,x,x,x,x,?,x,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophora),urbana,1988,Univ. Kansas Sci. Bull.,,,,,x,x,,,x,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophorida),californica,1937,Pan-Pac. Ent.,1937,7,,,,,,x,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophorida),californica,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,x,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophorida),californica,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,x,,,,,,,
lit,Hymenoptera,Anthophoridae,Anthophora (Anthophorida),californica,1985,Ent. Calif. Ch. Isls. Proc.,,,x,,?,,,x,,x
lit,Hymenoptera,Anthophoridae,Centris (Xerocentris),pallida,1966,LACM Cont. Sci.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Centris (Xerocentris),pallida,1985,Ent. Calif. Ch. Isls. Proc.,,,,,?,,,,,
lit,Hymenoptera,Anthophoridae,Ceratina,acantha,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,,,
lit,Hymenoptera,Anthophoridae,Ceratina,acantha,1973,Univ. Calif. Publ. Ent.,,,x,,,,x,,,
lit,Hymenoptera,Anthophoridae,Ceratina,acantha,1985,Ent. Calif. Ch. Isls. Proc.,1919,8,x,,,,,,,
lit,Hymenoptera,Anthophoridae,Ceratina,acantha,1985,Ent. Calif. Ch. Isls. Proc.,,,x,,,,x,,,
lit,Hymenoptera,Anthophoridae,Ceratina,nanula,1892,Zoe,1892,8,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Ceratina,nanula,1902,Rep. Agr. Exp. Sta. Univ. Cal,1898,6,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Ceratina,nanula,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Ceratina,nanula,1973,Univ. Calif. Publ. Ent.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Ceratina,nanula,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,bituberculata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,x,,,
lit,Hymenoptera,Anthophoridae,Diadasia,enavata,1899,Can. Ent.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,enavata,1902,Rep. Agr. Exp. Sta. Univ. Cal,1898,6,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,enavata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,?,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,ochracea,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,ochracea,1940,Proc. Sixth Pac. Sci. Cong.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,ochracea,1985,Ent. Calif. Ch. Isls. Proc.,,,,,?,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,opuntiae,1939,Pan-Pac. Ent.,,,,,x,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,opuntiae,1939,Proc. Calif. Acad. Sci. ser.4,,,,,x,x,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,opuntiae,1969,"Ph. D. thesis, Univ. Calif. D.",,,,,x,x,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,opuntiae,1985,Ent. Calif. Ch. Isls. Proc.,1940,8,x,,,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,opuntiae,1985,Ent. Calif. Ch. Isls. Proc.,,,x,,?,,,,,
lit,Hymenoptera,Anthophoridae,Diadasia,rinconis,1939,Bios,,,,,,x,x,,x,
lit,Hymenoptera,Anthophoridae,Diadasia,rinconis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,x,,x,x
lit,Hymenoptera,Anthophoridae,Diadasia,rinconis mimetica,1924,Pan-Pac. Ent.,,,,,,,x,,,
lit,Hymenoptera,Anthophoridae,Diadasia,rinconis mimetica,1938,Ann. & Mag. Nat. Hist.,1938,5,,,x,,x,,,
lit,Hymenoptera,Anthophoridae,Diadasia,rinconis mimetica,1939,Bull. S. Calif. Acad. Sci.,1939,8,,,,,x,,,x
