Genus,AcceptedName,APGFamily
Limnobium,Limnobium spongia (Bosc) Steudel,Hydrocharitaceae
Limnophila,Limnophila ×ludoviciana Thieret,Plantaginaceae
Limonium,Limonium binervosum (G. E. Sm.) Salmon,Plumbaginaceae
Limonium,Limonium binervosum (G. E. Sm.) Salmon,Plumbaginaceae
Limonium,Limonium duriusculum (Girard) Fourr.,Plumbaginaceae
Limonium,Limonium preauxii (Webb & Berthel.) Kuntze,Plumbaginaceae
Limonium,Limonium brassicifolium (Webb & Barthel.) Kuntze,Plumbaginaceae
Limonium,Limonium sventenii A. Santos & M. Fernandez,Plumbaginaceae
Limonium,Limonium otolepis (Schrenk) Kuntze,Plumbaginaceae
Limonium,Limonium ramosissimum (Poiret) Maire,Plumbaginaceae
Limonium,Limonium sinuatum (L.) Miller,Plumbaginaceae
Limonium,Limonium californicum (Bossier) A. Heller,Plumbaginaceae
Limonium,Limonium californicum (Bossier) A. Heller,Plumbaginaceae
Limonium,Limonium californicum (Bossier) A. Heller,Plumbaginaceae
Limonium,Limonium ramosissimum (Poiret) Maire,Plumbaginaceae
Limonium,Limonium perezii (Stapf) F.T. Hubbard,Plumbaginaceae
Limosella,Limosella subulata Ives,Scrophulariaceae
Limosella,Limosella subulata Ives,Scrophulariaceae
Limosella,Limosella aquatica L.,Scrophulariaceae
Limosella,Limosella acaulis Sesse & Mocino,Scrophulariaceae
Linanthus,Leptosiphon serrulatus (Greene) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus dianthiflorus (Bentham) Greene,Polemoniaceae
Linanthus,Leptosiphon septentrionalis (Mason) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus jonesii (A. Gray) Greene,Polemoniaceae
Linanthus,Linanthus maculatus (Parish) Milliken,Polemoniaceae
Linanthus,Leptosiphon bicolor Nuttall,Polemoniaceae
Linanthus,Linanthus killipii Mason,Polemoniaceae
Linanthus,Linanthus filiformis (C. A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus arenicola (M.E. Jones) Jepson,Polemoniaceae
Linanthus,Linanthus inyoensis (I.M. Johnston) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus jonesii (A. Gray) Greene,Polemoniaceae
Linanthus,Linanthus jaegeri (Munz) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus dichotomus Bentham subsp. meridianus (Eastwood) Mason,Polemoniaceae
Linanthus,Linanthus bellus (A. Gray) Greene,Polemoniaceae
Linanthus,Linanthus dichotomus Bentham,Polemoniaceae
Linanthus,Leptosiphon chrysanthus J.M. Porter & R. Patterson subsp. chrysanthus,Polemoniaceae
Linanthus,Linanthus dichotomus Bentham subsp. dichotomus,Polemoniaceae
Linanthus,Leptosiphon androsaceus Bentham,Polemoniaceae
Linanthus,Leptosiphon ambiguus (Rattan) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon aureus Bentham ex E. Vilm.,Polemoniaceae
Linanthus,Leptosiphon chrysanthus J.M. Porter & R. Patterson,Polemoniaceae
Linanthus,Linanthus californicus (Hooker & Arnott) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus demissus (A. Gray) Greene,Polemoniaceae
Linanthus,Linanthus concinnus Milliken,Polemoniaceae
Linanthus,Linanthus dianthiflorus (Bentham) Greene,Polemoniaceae
Linanthus,Leptosiphon chrysanthus J.M. Porter & R. Patterson subsp. decorus (A. Gray) J.M. Porter & R. Patterson,Polemoniaceae
Linanthus,Leptosiphon chrysanthus J.M. Porter & R. Patterson subsp. decorus (A. Gray) J.M. Porter & R. Patterson,Polemoniaceae
Linanthus,Leptosiphon bicolor Nuttall,Polemoniaceae
Linanthus,Leptosiphon nuttallii (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon nudatus (Greene) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus dianthiflorus (Bentham) Greene,Polemoniaceae
Linanthus,Leptosiphon bolanderi (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus campanulatus (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon nuttallii (A. Gray) J. M. Porter & L. A. Johnson subsp. howellii (T.W. Nelson & Patterson) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon breviculus (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon liniflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon liniflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon parviflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon parviflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon parviflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon pachyphyllus (Patterson) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon oblanceolatus (Brand) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon oblanceolatus (Brand) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon oblanceolatus (Brand) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon nuttallii (A. Gray) J. M. Porter & L. A. Johnson subsp. pubescens (Patterson) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon liniflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon floribundus (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon liniflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon minimus (H.L. Mason) R. Battaglia,Polemoniaceae
Linanthus,Leptosiphon minimus (H.L. Mason) R. Battaglia,Polemoniaceae
Linanthus,Leptosiphon bolanderi (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon filipes (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon croceus (Eastwood) Strother & Kersh,Polemoniaceae
Linanthus,Leptosiphon montanus (Greene) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon ciliatus (Bentham) Jepson,Polemoniaceae
Linanthus,Leptosiphon ciliatus (Bentham) Jepson,Polemoniaceae
Linanthus,Leptosiphon ciliatus (Bentham) Jepson,Polemoniaceae
Linanthus,Leptosiphon ciliatus (Bentham) Jepson,Polemoniaceae
Linanthus,Linanthus bigelovii (A. Gray) Greene,Polemoniaceae
Linanthus,Leptosiphon nuttallii (A. Gray) J. M. Porter & L. A. Johnson subsp. nuttallii,Polemoniaceae
Linanthus,Linanthus pungens (Torrey) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon breviculus (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon floribundus (A. Gray) J. M. Porter & L. A. Johnson subsp. floribundus,Polemoniaceae
Linanthus,Leptosiphon floribundus (A. Gray) J. M. Porter & L. A. Johnson subsp. glaber (Patterson) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon floribundus (A. Gray) J. M. Porter & L. A. Johnson subsp. hallii (Jepson) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon grandiflorus Bentham,Polemoniaceae
Linanthus,Leptosiphon harknessii J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon harknessii J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus orcuttii (Parry & Gray) Jepson,Polemoniaceae
Linanthus,Linanthus orcuttii (Parry & Gray) Jepson,Polemoniaceae
Linanthus,Leptosiphon septentrionalis (Mason) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon harknessii J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon liniflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus parryae (A. Gray) Greene,Polemoniaceae
Linanthus,Leptosiphon rattanii (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon pygmaeus (Brand) J. M. Porter & L. A. Johnson subsp. pygmaeus,Polemoniaceae
Linanthus,Leptosiphon pygmaeus (Brand) J. M. Porter & L. A. Johnson subsp. continentalis (Raven) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon floribundus (A. Gray) J. M. Porter & L. A. Johnson subsp. floribundus,Polemoniaceae
Linanthus,Leptosiphon pygmaeus (Brand) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon parviflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon parviflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon parviflorus (Bentham) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon jepsonii (D.W. Schemske & C. Goodwillie) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon latisectus (E.G. Buxton) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Leptosiphon lemmonii (A. Gray) J. M. Porter & L. A. Johnson,Polemoniaceae
Linanthus,Linanthus orcuttii (Parry & Gray) Jepson,Polemoniaceae
Linanthus,Linanthus dichotomus Benth. subsp. pattersonii J.M. Porter,Polemoniaceae
Linanthus,Linanthus pungens (Torrey) J. M. Porter & L. A. Johnson subsp. hallii (Parish) J.M. Porter & R. Patterson,Polemoniaceae
Linanthus,Linanthus bigelovii (A. Gray) Greene subsp. johnsonii J. Porter & R. Patterson,Polemoniaceae
Linanthus,Leptosiphon chrysanthus J.M. Porter & R. Patterson subsp. chrysanthus,Polemoniaceae
Linanthus,Linanthus californicus (Hooker & Arnott) J. M. Porter & L. A. Johnson subsp. californicus,Polemoniaceae
Linanthus,Linanthus bigelovii (A. Gray) Greene subsp. bigelovii,Polemoniaceae
Linanthus,"Linanthus maculatus (Parish) Milliken subsp. emaculatus J.M. Porter, D.S. Bell, & R. Patterson",Polemoniaceae
Linanthus,Linanthus bernardinus N.S. Fraga & D.S. Bell,Polemoniaceae
Linanthus,Linanthus maculatus (Parish) Milliken subsp. maculatus,Polemoniaceae
Linanthus,Linanthus californicus (Hooker & Arnott) J. M. Porter & L. A. Johnson subsp. tomentosus (P.J. Gordon-Reedy) J.M. Porter & R. Patterson,Polemoniaceae
Linanthus,Linanthus californicus (Hooker & Arnott) J. M. Porter & L. A. Johnson subsp. glandulosus (Eastwood) J.M. Porter & R. Patterson,Polemoniaceae
Linanthus,Linanthus pungens (Torrey) J. M. Porter & L. A. Johnson subsp. pulchriflorus (Brand) J.M. Porter & R. Patterson,Polemoniaceae
Linaria,Linaria dalmatica (L.) Miller subsp. dalmatica,Plantaginaceae
Linaria,Linaria dalmatica (L.) Miller subsp. dalmatica,Plantaginaceae
Linaria,Linaria maroccana Hooker f.,Plantaginaceae
Linaria,Nuttallanthus texanus (Scheele) D.A. Sutton,Plantaginaceae
Linaria,Linaria bipartita (Vent.) Willdenow,Plantaginaceae
Linaria,Nuttallanthus texanus (Scheele) D.A. Sutton,Plantaginaceae
Linaria,Linaria dalmatica (L.) Miller,Plantaginaceae
Linaria,Kickxia elatine (L.) Dumort.,Plantaginaceae
Linaria,Linaria pinifolia (Poiret) Thellung,Plantaginaceae
Linaria,Linaria purpurea (L.) Miller,Plantaginaceae
Linaria,Linaria supina (L.) Chaz. Not in CA,Plantaginaceae
Linaria,Linaria vulgaris Miller,Plantaginaceae
Linaria,"Cymbalaria muralis P.G. Gaertner, B. Meyer & Scherb.",Plantaginaceae
Lindernia,Lindernia dubia (L.) Pennell,Linderniaceae
Lindernia,Lindernia dubia (L.) Pennell var. dubia,Linderniaceae
Lindernia,Lindernia dubia (L.) Pennell var. anagallidea (Michaux) Cooperrider,Linderniaceae
Lindernia,Lindernia dubia (L.) Pennell var. anagallidea (Michaux) Cooperrider,Linderniaceae
Linnaea,Linnaea borealis L. var. longiflora Torrey,Linnaeaceae
Linnaea,Linnaea borealis L. var. longiflora Torrey,Linnaeaceae
Linnaea,Linnaea borealis L. var. longiflora Torrey,Linnaeaceae
Linnaea,Linnaea borealis L.,Linnaeaceae
Linnaea,Linnaea borealis L.,Linnaeaceae
Linum,Hesperolinon californicum (Bentham) Small,Linaceae
Linum,Linum lewisii Pursh var. lewisii,Linaceae
Linum,Linum lewisii Pursh var. alpicola Jepson,Linaceae
Linum,Linum lewisii Pursh,Linaceae
Linum,Linum grandiflorum Desf.,Linaceae
Linum,Linum bienne Miller,Linaceae
Linum,Hesperolinon adenophyllum (A. Gray) Small,Linaceae
Linum,Linum lewisii Pursh var. lewisii,Linaceae
Linum,Hesperolinon breweri (A. Gray) Small,Linaceae
Linum,Hesperolinon californicum (Bentham) Small,Linaceae
Linum,Hesperolinon spergulinum (A. Gray) Small,Linaceae
Linum,Hesperolinon drymarioides (Curran) Small,Linaceae
Linum,Hesperolinon congestum (A. Gray) Small,Linaceae
Linum,Hesperolinon congestum (A. Gray) Small,Linaceae
Linum,Hesperolinon clevelandii (Greene) Small,Linaceae
Linum,Hesperolinon clevelandii (Greene) Small,Linaceae
Linum,Hesperolinon bicarpellatum (H. K. Sharsmith) H. K. Sharsmith,Linaceae
Linum,Linum usitatissimum L.,Linaceae
Linum,Linum lewisii Pursh var. lewisii,Linaceae
Linum,Hesperolinon micranthum (A. Gray) Small,Linaceae
Linum,Linum usitatissimum L.,Linaceae
Linum,Linum trigynum L.,Linaceae
Linum,Linum puberulum (Engelmann) A. Heller,Linaceae
Linum,Linum puberulum (Engelmann) A. Heller,Linaceae
Linum,Sclerolinon digynum (A. Gray) Rogers,Linaceae
Lipocarpha,Lipocarpha aristulata (Coville) G. Tucker,Cyperaceae
Lipocarpha,Lipocarpha occidentalis (A. Gray) G. Tucker,Cyperaceae
Lipocarpha,Lipocarpha micrantha (Vahl) G. Tucker,Cyperaceae
Lippia,Phyla nodiflora (L.) Greene,Verbenaceae
Lippia,Phyla nodiflora (L.) Greene,Verbenaceae
Lippia,Phyla nodiflora (L.) Greene,Verbenaceae
Lippia,Phyla nodiflora (L.) Greene,Verbenaceae
Lippia,Phyla nodiflora (L.) Greene,Verbenaceae
Lippia,Phyla lanceolata (Michaux) Greene,Verbenaceae
Lippia,Phyla nodiflora (L.) Greene,Verbenaceae
Lippia,Phyla nodiflora (L.) Greene,Verbenaceae
Liquidambar,Liquidambar styraciflua L.,Hamamelidaceae
Listera,Listera banksiana Lindl.,Orchidaceae
Listera,Listera banksiana Lindl.,Orchidaceae
Listera,Listera cordata (L.) R.Brown,Orchidaceae
Listera,Listera convallarioides (Sw.) Elliott,Orchidaceae
Listera,Listera cordata (L.) R.Brown,Orchidaceae
Lithocarpus,"Notholithocarpus densiflorus (Hooker & Arnott) Manos, Cannon & S. Oh var. densiflorus",Fagaceae
Lithocarpus,"Notholithocarpus densiflorus (Hooker & Arnott) Manos, Cannon & S. Oh var. echinoides (R. Brown) Manos, Cannon & S. Oh",Fagaceae
Lithocarpus,"Notholithocarpus densiflorus (Hooker & Arnott) Manos, Cannon & S. Oh",Fagaceae
Lithophragma,Lithophragma tenellum Nuttall,Saxifragaceae
Lithophragma,Lithophragma parviflorum (Hooker) Torrey & A. Gray var. parviflorum,Saxifragaceae
Lithophragma,Lithophragma parviflorum (Hooker) Torrey & A. Gray,Saxifragaceae
Lithophragma,Lithophragma glabrum Nuttall,Saxifragaceae
Lithophragma,Lithophragma maximum Bacigalupi,Saxifragaceae
Lithophragma,Lithophragma affine A. Gray,Saxifragaceae
Lithophragma,Lithophragma bolanderi A. Gray,Saxifragaceae
Lithophragma,Lithophragma cymbalaria Torrey & A. Gray,Saxifragaceae
Lithophragma,Lithophragma parviflorum (Hooker) Torrey & A. Gray var. trifoliatum (Eastwood) Jepson,Saxifragaceae
Lithophragma,Lithophragma heterophyllum (Hooker & Arnott) Torrey & A. Gray,Saxifragaceae
Lithophragma,Lithophragma campanulatum T.J. Howell,Saxifragaceae
Lithospermum,Lithospermum californicum A. Gray,Boraginaceae
Lithospermum,Lithospermum arvense L.,Boraginaceae
Lithospermum,Lithospermum ruderale Lehmann,Boraginaceae
Lithospermum,Lithospermum incisum Lehmann,Boraginaceae
Lobelia,Lobelia erinus L.,Campanulaceae
Lobelia,Lobelia dunnii Greene var. serrata (A. Gray) McVaugh,Campanulaceae
Lobelia,Lobelia cardinalis L. var. pseudosplendens McVaugh,Campanulaceae
Lobelia,Lobelia erinus L.,Campanulaceae
Lobelia,Lobelia cardinalis L.,Campanulaceae
Lobelia,Lobelia dunnii Greene,Campanulaceae
Lobularia,Lobularia maritima (L.) Desv.,Brassicaceae
Loeflingia,Loeflingia squarrosa Nuttall,Caryophyllaceae
Loeflingia,Loeflingia squarrosa Nuttall,Caryophyllaceae
Loeflingia,Loeflingia squarrosa Nuttall,Caryophyllaceae
Loeselia,Ipomopsis tenuifolia (A. Gray) V. Grant,Polemoniaceae
Loeselia,Loeseliastrum matthewsii (A. Gray) Timbrook,Polemoniaceae
Loeselia,Ipomopsis effusa (A. Gray) Moran,Polemoniaceae
Loeseliastrum,Loeseliastrum schottii (Torrey) Timbrook,Polemoniaceae
Loeseliastrum,Loeseliastrum depressum A. Gray) J. M. Porter,Polemoniaceae
Loeseliastrum,Loeseliastrum matthewsii (A. Gray) Timbrook,Polemoniaceae
Logfia,Logfia arizonica (A. Gray) Holub,Asteraceae
Logfia,Logfia filaginoides (Hooker & Arnott) Morefield,Asteraceae
Logfia,Logfia depressa (A. Gray) Holub,Asteraceae
Logfia,Logfia minima (Smith) Dumort. Not in CA,Asteraceae
Logfia,Logfia gallica (L.) Coss. & Germ.,Asteraceae
Lolium,Festuca rigida (Gaudin) J.T. Columbus & J.P. Smith INED,Poaceae
Lolium,Festuca perennis (L.) Columbus & J.P. Smith,Poaceae
Lolium,Festuca temulenta (L.) J.T. Columbus & J.P. Smith,Poaceae
Lolium,Festuca perennis (L.) Columbus & J.P. Smith,Poaceae
Lomatium,Lomatium grayi (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium hendersonii (Coulter & Rose) Coulter,Apiaceae
Lomatium,Lomatium ravenii Mathias & Constance var. paiutense K.Carlson & D.Mansfield,Apiaceae
Lomatium,Lomatium fusiformis (S. Watson) J.F. Sm. & Mansfield,Apiaceae
Lomatium,Lomatium multifidum (Nuttall) R.P. McNeill & Darrach,Apiaceae
Lomatium,Lomatium ravenii Mathias & Constance var. ravenii,Apiaceae
Lomatium,Lomatium papilioniferum J.A. Alexander & W. Whaley,Apiaceae
Lomatium,Lomatium marginatum (Bentham) Coulter & Rose var. marginatum,Apiaceae
Lomatium,Lomatium nevadense (S. Watson) Coulter & Rose var. nevadense,Apiaceae
Lomatium,Lomatium mohavense (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium martindalei (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium foeniculaceum (Nuttall) Coulter & Rose subsp. inyoense (Munz & Roos) Theobald,Apiaceae
Lomatium,Lomatium lucidum (Torrey & A. Gray) Jepson,Apiaceae
Lomatium,Lomatium marginatum (Bentham) Coulter & Rose var. purpureum (Jepson) Jepson,Apiaceae
Lomatium,Lomatium marginatum (Bentham) Coulter & Rose,Apiaceae
Lomatium,Lomatium macrocarpum (Torrey & A. Gray) Coulter & Rose,Apiaceae
Lomatium,Lomatium hallii (S.Watson) J.Coulter & Rose,Apiaceae
Lomatium,Lomatium hooveri (Mathias & Constance) Constance & Ertter,Apiaceae
Lomatium,Lomatium hooveri (Mathias & Constance) Constance & Ertter,Apiaceae
Lomatium,Lomatium howellii (S. Watson) Jepson,Apiaceae
Lomatium,Lomatium insulare (Eastwood) Munz,Apiaceae
Lomatium,Lomatium macrocarpum (Torrey & A. Gray) Coulter & Rose,Apiaceae
Lomatium,Lomatium parvifolium (Hooker & Arnott) Jepson,Apiaceae
Lomatium,Lomatium martindalei (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium ravenii Mathias & Constance,Apiaceae
Lomatium,Lomatium vaginatum Coulter & Rose,Apiaceae
Lomatium,Lomatium utriculatum (Torrey & A. Gray) Coulter & Rose,Apiaceae
Lomatium,Lomatium utriculatum (Torrey & A. Gray) Coulter & Rose,Apiaceae
Lomatium,Lomatium triternatum (Pursh) Coulter & Rose var. triternatum,Apiaceae
Lomatium,Lomatium triternatum (Pursh) Coulter & Rose var. macrocarpum (Coulter & Rose) Mathias,Apiaceae
Lomatium,Lomatium triternatum (Pursh) Coulter & Rose var. macrocarpum (Coulter & Rose) Mathias,Apiaceae
Lomatium,Lomatium triternatum (Pursh) Coulter & Rose,Apiaceae
Lomatium,Lomatium tracyi Mathias & Constance,Apiaceae
Lomatium,Lomatium torreyi (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium stebbinsii Schlessman & Constance,Apiaceae
Lomatium,Lomatium shevockii Hartman & Constance,Apiaceae
Lomatium,Lomatium parryi (S. Watson) J.F. Macbride,Apiaceae
Lomatium,Lomatium repostum (Jepson) Mathias,Apiaceae
Lomatium,Lomatium nevadense (S. Watson) Coulter & Rose var. parishii (Coulter & Rose) Jepson,Apiaceae
Lomatium,Lomatium plummerae (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium plummerae (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium plummerae (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium piperi Coulter & Rose,Apiaceae
Lomatium,Lomatium peckianum Mathias & Constance,Apiaceae
Lomatium,Lomatium martindalei (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium parvifolium (Hooker & Arnott) Jepson,Apiaceae
Lomatium,Lomatium foeniculaceum (Nuttall) Coulter & Rose subsp. inyoense (Munz & Roos) Theobald,Apiaceae
Lomatium,Lomatium observatorium Constance & Ertter,Apiaceae
Lomatium,Lomatium nudicaule (Pursh) Coulter & Rose,Apiaceae
Lomatium,Lomatium nevadense (S. Watson) Coulter & Rose var. parishii (Coulter & Rose) Jepson,Apiaceae
Lomatium,Lomatium rigidum (M.E. Jones) Jepson,Apiaceae
Lomatium,Lomatium dasycarpum (Torrey & A. Gray) Coulter & Rose subsp. tomentosum (Bentham) Theobald,Apiaceae
Lomatium,Lomatium bicolor (S. Watson) Coulter & Rose var. leptocarpum (Torrey & A. Gray) Schlessman,Apiaceae
Lomatium,Lomatium canbyi (Coulter & Rose) Coulter & Rose,Apiaceae
Lomatium,Lomatium dissectum (Nuttall) Mathias & Constance var. dissectum,Apiaceae
Lomatium,Lomatium bicolor (S. Watson) Coulter & Rose var. leptocarpum (Torrey & A. Gray) Schlessman,Apiaceae
Lomatium,Lomatium dissectum (Nuttall) Mathias & Constance,Apiaceae
Lomatium,Lomatium multifidum (Nuttall) R.P. McNeill & Darrach,Apiaceae
Lomatium,Lomatium engelmannii Mathias,Apiaceae
Lomatium,Lomatium nevadense (S. Watson) Coulter & Rose,Apiaceae
Lomatium,Lomatium foeniculaceum (Nuttall) Coulter & Rose,Apiaceae
Lomatium,Lomatium foeniculaceum (Nuttall) Coulter & Rose subsp. fimbriatum Theobald,Apiaceae
Lomatium,Lomatium bicolor (S. Watson) Coulter & Rose,Apiaceae
Lomatium,Lomatium foeniculaceum (Nuttall) Coulter & Rose subsp. fimbriatum Theobald,Apiaceae
Lomatium,Lomatium dissectum (Nuttall) Mathias & Constance var. multifidum (Nuttall) Mathias & Constance,Apiaceae
Lomatium,Lomatium foeniculaceum (Nuttall) Coulter & Rose subsp. inyoense (Munz & Roos) Theobald,Apiaceae
Lomatium,Lomatium californicum (Nuttall) Mathias & Constance,Apiaceae
Lomatium,Lomatium dasycarpum (Torrey & A. Gray) Coulter & Rose subsp. dasycarpum,Apiaceae
Lomatium,Lomatium dasycarpum (Torrey & A. Gray) Coulter & Rose,Apiaceae
Lomatium,Lomatium congdonii Coulter & Rose,Apiaceae
Lomatium,Lomatium ciliolatum Jepson,Apiaceae
Lomatium,Lomatium caruifolium (Hooker & Arnott) Coulter & Rose var. denticulatum (Jepson) Jepson,Apiaceae
Lomatium,Lomatium caruifolium (Hooker & Arnott) Coulter & Rose var. denticulatum (Jepson) Jepson,Apiaceae
Lomatium,Lomatium caruifolium (Hooker & Arnott) Coulter & Rose var. caruifolium,Apiaceae
Lomatium,Lomatium caruifolium (Hooker & Arnott) Coulter & Rose,Apiaceae
Lomatium,Lomatium dasycarpum (Torrey & A. Gray) Coulter & Rose subsp. tomentosum (Bentham) Theobald,Apiaceae
Lonicera,Lonicera etrusca Santi,Caprifoliaceae
Lonicera,Lonicera involucrata (Richardson) Sprengel var. involucrata,Caprifoliaceae
Lonicera,Lonicera tatarica L.,Caprifoliaceae
Lonicera,Lonicera subspicata Hooker & Arnott var. subspicata,Caprifoliaceae
Lonicera,Lonicera subspicata Hooker & Arnott var. denudata Rehder,Caprifoliaceae
Lonicera,Lonicera subspicata Hooker & Arnott var. denudata Rehder,Caprifoliaceae
Lonicera,Lonicera subspicata Hooker & Arnott,Caprifoliaceae
Lonicera,Lonicera japonica Murray,Caprifoliaceae
Lonicera,Lonicera ciliosa (Pursh) Poiret,Caprifoliaceae
Lonicera,Lonicera involucrata (Richardson) Sprengel var. ledebourii (Eschscholz) Jepson,Caprifoliaceae
Lonicera,Lonicera cauriana Fernald,Caprifoliaceae
Lonicera,Lonicera involucrata (Richardson) Sprengel,Caprifoliaceae
Lonicera,Lonicera interrupta Bentham,Caprifoliaceae
Lonicera,Lonicera hispidula (Lindley) Torrey & A. Gray,Caprifoliaceae
Lonicera,Lonicera hispidula (Lindley) Torrey & A. Gray,Caprifoliaceae
Lonicera,Lonicera conjugialis Kellogg,Caprifoliaceae
Lonicera,Lonicera cauriana Fernald,Caprifoliaceae
Lonicera,Lonicera involucrata (Richardson) Sprengel var. ledebourii (Eschscholz) Jepson,Caprifoliaceae
Lonicera,Lonicera hispidula (Lindley) Torrey & A. Gray,Caprifoliaceae
Lonicera,Lonicera cauriana Fernald,Caprifoliaceae
Lophocereus,Lophocereus schottii (Engelmann) Britton & Rose,Cactaceae
Lorandersonia,"Lorandersonia peirsonii (D.D. Keck) Urbatsch, R.P. Roberts, & Neubig",Asteraceae
Lotus,Acmispon nevadensis (S. Watson) Brouillet var. davidsonii (Greene) Brouillet,Fabaceae
Lotus,Hosackia oblongifolia Bentham var. cuprea (Greene) Brouillet,Fabaceae
Lotus,Hosackia oblongifolia Bentham var. oblongifolia,Fabaceae
Lotus,Hosackia oblongifolia Bentham,Fabaceae
Lotus,Acmispon prostratus (Torrey & A. Gray) Brouillet,Fabaceae
Lotus,Hosackia oblongifolia Bentham var. oblongifolia,Fabaceae
Lotus,Acmispon nevadensis (S. Watson) Brouillet var. nevadensis,Fabaceae
Lotus,Hosackia pinnata (Hooker) Abrams,Fabaceae
Lotus,Acmispon nevadensis (S. Watson) Brouillet var. nevadensis,Fabaceae
Lotus,Acmispon nevadensis (S. Watson) Brouillet var. davidsonii (Greene) Brouillet,Fabaceae
Lotus,Hosackia oblongifolia Bentham var. cuprea (Greene) Brouillet,Fabaceae
Lotus,Acmispon nevadensis (S. Watson) Brouillet,Fabaceae
Lotus,Acmispon parviflorus (Bentham) D.D. Sokoloff,Fabaceae
Lotus,Acmispon junceus (Bentham) Brouillet var. junceus,Fabaceae
Lotus,Acmispon junceus (Bentham) Brouillet var. biolettii (Greene) Brouillet,Fabaceae
