source,order,family,genus,specificEp,yearpub,PUBL,year,month,Anacapa,Santa Barbara,Santa Catalina,San Clemente,Santa Cruz,San Miguel,San Nicholas,Santa Rosa 
lit,Hymenoptera,Formicidae,Pheidole,vistana,1916,Ent. News,,,,,,,,,,
lit,Hymenoptera,Formicidae,Prenolepis,imparis californica,1941,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Prenolepis,imparis californica,1991,Herp. Monographs,,,,1,,,,,,
lit,Hymenoptera,Formicidae,Pseudomyrmex,apache,1985,Quaest. Ent.,,,,,,,1,,,
lit,Hymenoptera,Formicidae,Solenopsis,texana catalinae,1904,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Solenopsis,texana catalinae,1905,Bull. So. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Solenopsis,texana catalinae,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Solenopsis,texana catalinae,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Solenopsis,texana catalinae,1950,Bull. Mus. Comp. Zool.,,,,,1,,,,,
lit,Hymenoptera,Formicidae,Tapinoma,sessile,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1937,Pan-Pac. Ent.,1937,7,,,1,,,,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,1,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,1,,,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1939,Bull. S. Calif. Acad. Sci.,1939,,,1,,1,,,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1972,Univ. Kansas Sci. Bull.,,,,,,1,,,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1972,Univ. Kansas Sci. Bull.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1972,Univ. Kansas Sci. Bull.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1985,Ent. Calif. Ch. Isls. Proc.,1940,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,1,1,1,1,1,1
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1986,Madrono,,,,,,,,,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Agapostemon,texanus,1991,Herp. Monographs,,,,1,,,,,,
lit,Hymenoptera,Halictidae,Augochlorella,pomoniella,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Halictidae,Augochlorella,pomoniella,1927,Pan-Pac. Ent.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Augochlorella,pomoniella,1939,Bull. S. Calif. Acad. Sci.,1939,,,,,,1,,1,1
lit,Hymenoptera,Halictidae,Augochlorella,pomoniella,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,1,,,
lit,Hymenoptera,Halictidae,Augochlorella,pomoniella,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Augochlorella,pomoniella,1966,Univ. Kansas Sci. Bull.,,,,,1,,1,,,
lit,Hymenoptera,Halictidae,Augochlorella,pomoniella,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,1,1
lit,Hymenoptera,Halictidae,Dialictus,cabrilli,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,cabrilli,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,cabrilli,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,californiae,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,californiae,1941,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,californiae,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,californiae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Halictidae,Dialictus,daggetti,1916,Can. Ent.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,diversopunctatus,1940,Bull. S. Calif. Acad. Sci.,,,,1,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,diversopunctatus,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,diversopunctatus,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,,,1,,1,
lit,Hymenoptera,Halictidae,Dialictus,grinnelli,1916,Can. Ent.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,grinnelli,1937,Pan-Pac. Ent.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,grinnelli,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,grinnelli,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,grinnelli,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,incompletus,1938,Ann. & Mag. Nat. Hist.,1938,3,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,incompletus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,1,
lit,Hymenoptera,Halictidae,Dialictus,incompletus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,megastictus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,megastictus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,megastictus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,megastictus,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,megastictus,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Halictidae,Dialictus,microlepoides,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Dialictus,nevadensis,1937,Pan-Pac. Ent.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,nevadensis,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,nevadensis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,nevadensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,1,1,1,,,,
lit,Hymenoptera,Halictidae,Dialictus,perichlarus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,perichlarus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,perichlarus,1940,Bull. S. Calif. Acad. Sci.,,,,,,,,1,1,1
lit,Hymenoptera,Halictidae,Dialictus,perichlarus,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,,,1,1,1,1
lit,Hymenoptera,Halictidae,Dialictus,perichlarus,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,perichlarus,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,petrellus,1916,Can. Ent.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dialictus,pilosicaudus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,pilosicaudus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,1,
lit,Hymenoptera,Halictidae,Dialictus,pilosicaudus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,punctiferellus,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,punctiferellus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,punctiferellus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Dialictus,sp. 1,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Dialictus,sp. 2,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,Hymenoptera,Halictidae,Dialictus,sp. 3,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,,1,,
lit,Hymenoptera,Halictidae,Dialictus,tegulariformis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dialictus,tegulariformis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Dufourea,californica,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Dufourea,dentipes,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,Hymenoptera,Halictidae,Evylaeus,argemonis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Evylaeus,avalonensis,1938,Ann. & Mag. Nat. Hist.,1938,3,,,1,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,avalonensis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,1,,,,
lit,Hymenoptera,Halictidae,Evylaeus,avalonensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,hammondi,1938,Ann. & Mag. Nat. Hist.,1938,5,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,hammondi,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,hammondi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,hammondi,1987,"Smith. Inst. Press, Wash. DC",,,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,kincaidii,1940,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Evylaeus,kincaidii,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Evylaeus,kincaidii,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Halictidae,Evylaeus,miguelensis,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,miguelensis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,miguelensis,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,miguelensis,1939,Bull. S. Calif. Acad. Sci.,1939,7,,,1,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,miguelensis,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Evylaeus,nigrescens,1940,Bull. S. Calif. Acad. Sci.,,,,,,1,,,,1
lit,Hymenoptera,Halictidae,Evylaeus,nigrescens,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,,1
lit,Hymenoptera,Halictidae,Evylaeus,ovaliceps,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,ovaliceps,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Evylaeus,ovaliceps,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Halictidae,Halictus,catalinensis,NA,,,,,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,coronadensis,NA,,,,,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,daggetti,NA,,,,,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,grinnelli,NA,,,,,,,,,,,
lit,Hymenoptera,Halictidae,Halictus,tripertitus,1942,U.S. Naval Inst. Proc.,,,,,,1,,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1903,Bull. S. Calif. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1925,Proc. Calif. Acad. Sci. ser. 4,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1935,Pan-Pac. Ent.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1937,Pan-Pac. Ent.,1937,7,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1941,Ent. Amer. n.s.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,,,1,,,1
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripartitus,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Halictus (Seladonia),tripertitus,1910,Chann. Isls. Calif.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Halictus (s. l.),sp.,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Lasioglossum,channelense,1940,Bull. S. Calif. Acad. Sci.,,,,,,,,,,1
lit,Hymenoptera,Halictidae,Lasioglossum,channelense,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Halictidae,Lasioglossum,channelense,1986,Smith. Cont. Zool.,,,,,,,1,,,1
lit,Hymenoptera,Halictidae,Lasioglossum,pavonotum,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,pavonotum,1938,Ann. & Mag. Nat. Hist.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,pavonotum,1939,Bull. S. Calif. Acad. Sci.,1939,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,pavonotum,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,pavonotum,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,1
lit,Hymenoptera,Halictidae,Lasioglossum,pavonotum,1986,Smith. Cont. Zool.,,,,,,,,1,,1
lit,Hymenoptera,Halictidae,Lasioglossum,pavonotum,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,sisymbrii,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Lasioglossum,sisymbrii,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,1,,,,,
lit,Hymenoptera,Halictidae,Lasioglossum,sisymbrii,1986,Smith. Cont. Zool.,,,1,,1,,,,,
lit,Hymenoptera,Halictidae,Lasioglossum,titusi,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Halictidae,Lasioglossum,titusi,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,,,,,,
lit,Hymenoptera,Halictidae,Lasioglossum,titusi,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Lasioglossum,titusi,1986,Smith. Cont. Zool.,,,1,,,,1,1,,1
lit,Hymenoptera,Halictidae,Sphecodes,nigricans miguelensis,1940,Bull. S. Calif. Acad. Sci.,1939,7,,,,,,1,,
lit,Hymenoptera,Halictidae,Sphecodes,nigricans miguelensis,1941,Bull. S. Calif. Acad. Sci.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Sphecodes,nigricans miguelensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,,
lit,Hymenoptera,Halictidae,Sphecodes,sp. 1,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Halictidae,Sphecodes,sp. 2,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,Hymenoptera,Halictidae,Sphecodes,sp. 3,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,1
lit,Hymenoptera,Halictidae,Sphecodes,sp. 4,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Halictidae,Sphecodes,sp. 5,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,1,
lit,Hymenoptera,Halictidae,Sphecodes,sp. 6,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,1,
lit,Hymenoptera,Ichneumonidae,,undetermined,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Ichneumonidae,Anisobas,sp.,1987,Atala,,,,,1,,,,,
lit,Hymenoptera,Ichneumonidae,Apistephialtes,nucicola,1960,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,Hymenoptera,Ichneumonidae,Aritranis,imitator,1962,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,Hymenoptera,Ichneumonidae,Compsocryptus,calipterus,1962,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,Hymenoptera,Ichneumonidae,Compsocryptus,resolutus,1962,Bull. U.S. Nat. Mus.,,,,,,1,,,,1
lit,Hymenoptera,Ichneumonidae,Compsocryptus,sp.,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,,,
lit,Hymenoptera,Ichneumonidae,Glypta,franciscana,1988,Mem. Amer. Ent. Inst.,,,,,1,,1,,,
lit,Hymenoptera,Ichneumonidae,Glypta,rufiscutellaris,1988,Mem. Amer. Ent. Inst.,,,,,,,1,,,
lit,Hymenoptera,Ichneumonidae,Homotropus,decoratus,1982,"Tech. Rep., Allan Hancock, USC",,,,,,1,,,,
lit,Hymenoptera,Ichneumonidae,Hoplismenus,sp.,1991,Herp. Monographs,,,,1,,,,,,
lit,Hymenoptera,Ichneumonidae,Idiolispa,analis ignea,1962,Bull. U.S. Nat. Mus.,,,,,,,1,,,
lit,Hymenoptera,Ichneumonidae,Itamoplex,albitarsis,1945,Amer. Midl. Nat.,,,,,,,1,,,
lit,Hymenoptera,Ichneumonidae,Itamoplex,albitarsis,1962,Bull. U.S. Nat. Mus.,,,,,,,1,,,
lit,Hymenoptera,Ichneumonidae,Itamoplex,albitarsis,1962,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,Hymenoptera,Ichneumonidae,Macrojoppa,sp.,1991,Herp. Monographs,,,,1,,,,,,
lit,Hymenoptera,Ichneumonidae,Mesochorus,sp.,1987,Atala,,,,,1,,1,,,
lit,Hymenoptera,Ichneumonidae,Netelia (Netelia),brevicorns temporalis,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Ichneumonidae,Netelia (Netelia),leo arizonensis,1938,Lloydia,,,,,,,1,,,
lit,Hymenoptera,Ichneumonidae,Ophion,sp.,1938,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Ichneumonidae,Scambus (Scambus),aplopappi,1960,Bull. U.S. Nat. Mus.,,,,,1,,,,,
lit,Hymenoptera,Ichneumonidae,Therion,californicum,1977,Univ. Calif. Publ. Ent.,,,,,,,,,,
lit,Hymenoptera,Ichneumonidae,Trychosis,reflexa,1962,Bull. U.S. Nat. Mus.,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Anthidium,collectum,1938,Trans. S. Diego Soc. Nat. Hist,,,,1,,,,,,
lit,Hymenoptera,Megachilidae,Anthidium,collectum,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Anthidium,collectum,1939,Bull. S. Calif. Acad. Sci.,1939,4,,,,1,,,,
lit,Hymenoptera,Megachilidae,Anthidium,collectum,1940,Proc. Sixth Pac. Sci. Cong.,,,,1,,,,,,
lit,Hymenoptera,Megachilidae,Anthidium,collectum,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Anthidium,collectum,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,1,,,,
lit,Hymenoptera,Megachilidae,Anthidium,collectum,1968,Bull. Calif. Ins. Survey,,,,1,1,1,,,,
lit,Hymenoptera,Megachilidae,Anthidium,collectum,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,1,1,,,1
lit,Hymenoptera,Megachilidae,Anthidium,emarginatum,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Anthidium,maculosum,1925,Proc. Calif. Acad. Sci. ser. 4,,,1,,,,,,,
lit,Hymenoptera,Megachilidae,Anthidium,maculosum,1940,Proc. Sixth Pac. Sci. Cong.,,,1,,,,,,,
lit,Hymenoptera,Megachilidae,Anthidium,maculosum,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Megachilidae,Anthidium,maculosum,1985,Ent. Calif. Ch. Isls. Proc.,,,1,,,,1,,,
lit,Hymenoptera,Megachilidae,Anthidium,palliventre,1925,Proc. Calif. Acad. Sci. ser. 4,,,,,,,,1,,
lit,Hymenoptera,Megachilidae,Anthidium,palliventre,1937,Pan-Pac. Ent.,1937,7,,,,,,1,,
lit,Hymenoptera,Megachilidae,Anthidium,palliventre,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Megachilidae,Anthidium,palliventre,1940,Proc. Sixth Pac. Sci. Cong.,,,,,,,,1,,
lit,Hymenoptera,Megachilidae,Anthidium,palliventre,1968,Bull. Calif. Ins. Survey,,,,,,,,1,,
lit,Hymenoptera,Megachilidae,Anthidium,palliventre,1986,Psyche,,,,,,,,1,,
lit,Hymenoptera,Megachilidae,Anthocopa,copelandica albomarginata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Ashmeadiella,cactorum basalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Ashmeadiella,californica californica,1985,Ent. Calif. Ch. Isls. Proc.,,,1,1,,,,,1,
lit,Hymenoptera,Megachilidae,Ashmeadiella,californica californica,1985,Ent. Calif. Ch. Isls. Proc.,1978,8,1,,,,,,,
lit,Hymenoptera,Megachilidae,Ashmeadiella,chumashae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Megachilidae,Ashmeadiella,chumashae,1985,J. Kansas Ent. Soc.,,,,,,,1,,,1
lit,Hymenoptera,Megachilidae,Ashmeadiella,timberlakei timberlakei,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Chelostomopsis,rubifloris,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Coelioxys,octodentata,1939,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Coelioxys,octodentata,1939,Bull. S. Calif. Acad. Sci.,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Coelioxys,octodentata,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Coelioxys,octodentata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Megachilidae,Dioxys,pomonae pomonae,1938,Ann. & Mag. Nat. Hist.,1938,3,,,1,,,,,
lit,Hymenoptera,Megachilidae,Dioxys,pomonae pomonae,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Dioxys,pomonae pomonae,1958,Univ. Calif. Publ. Ent.,,,,,1,,1,,,
lit,Hymenoptera,Megachilidae,Dioxys,pomonae pomonae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Megachilidae,Hoplitis (Cyrtosmia),hypocrita,1938,Ann. & Mag. Nat. Hist.,1938,4,,,1,,,,,
lit,Hymenoptera,Megachilidae,Hoplitis (Cyrtosmia),hypocrita,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Hoplitis (Cyrtosmia),hypocrita,1947,Bull. Amer. Mus. Nat. Hist.,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Hoplitis (Cyrtosmia),hypocrita,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Megachile,brevis brevis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Megachile,sp.,1903,Psyche,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Megachile,sp.,1939,Proc. Calif. Acad. Sci. ser.4,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Megachile (Argyropile),parallela,1937,Trans. Amer. Ent. Soc.,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Megachile (Argyropile),parallela,1980,Smith. Cont. Zool.,,,,,1,,,,,
lit,Hymenoptera,Megachilidae,Megachile (Argyropile),parallela,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Megachilidae,Megachile (Litomegachile),coquilletti,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,1
lit,Hymenoptera,Megachilidae,Osmia,sp.,1939,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Megachilidae,Osmia (Acanthosmioides),nigrobarbata,1924,Proc. Calif. Acad. Sci. ser.4,,,,,,,,1,,
lit,Hymenoptera,Megachilidae,Osmia (Acanthosmioides),nigrobarbata,1939,Mem. Ent. Soc. Wash.,,,,,,,,1,,
lit,Hymenoptera,Megachilidae,Osmia (Acanthosmioides),nigrobarbata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Megachilidae,Osmia (Cephalosmia),californica,1924,Proc. Calif. Acad. Sci. ser.4,,,,,,,1,,,
lit,Hymenoptera,Megachilidae,Osmia (Cephalosmia),californica,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,,,
lit,Hymenoptera,Megachilidae,Osmia (Chenosmia),calla,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
