Catalog Number,kingdom,phylum,class,source,order,bee,family,genus,subgenus,specificEp,subspecies,scientificName,scientific name authorship,Collector,Associated Collector(s),month,day,year,Date Collected,Country,State,County,island ,locality ,Country,State/Province,County/Municipality,Verbatim Elevation,Elevation in Meters,Sampling Protocol,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Donated By,Identified By,Date Identified,Identification Remarks,Field Number,Associated Taxa,Habitat,Additional Label Data,Type Status,# of Male ?,# of Female ?,Individual Count,Sex,Life Stage,Basis of Record,Preparation,Disposition,Language,Institution Code,Collection Code,Owner Institution Code
BMEP0327950,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Andrenidae,Andrena,Thysandrena,candida,,Andrena candida ,"Smith, 1879","Remington, E.E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""3 2/3 mi. to Devil's Peak 2/3 mi. to USGS post 1941, woodland""",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327951,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Andrenidae,Andrena,Thysandrena,candida,,Andrena candida ,"Smith, 1879","Remington, E.E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""3 2/3 mi. to Devil's Peak 2/3 mi. to USGS post 1941, woodland""",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327952,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Andrenidae,Andrena,Thysandrena,candida,,Andrena candida ,"Smith, 1879","Remington, E.E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""3 2/3 mi. to Devil's Peak 2/3 mi. to USGS post 1941, woodland""",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327953,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Andrenidae,Andrena,Thysandrena,candida,,Andrena candida ,"Smith, 1879","Remington, E.E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""3 2/3 mi. to Devil's Peak 2/3 mi. to USGS post 1941, woodland""",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327954,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Andrenidae,Andrena,Thysandrena,candida,,Andrena candida ,"Smith, 1879","Remington, E.E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""3 2/3 mi. to Devil's Peak 2/3 mi. to USGS post 1941, woodland""",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0239925,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758",,,7,17,1990,7/17/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Badlands"" colony",United States,California,Santa Barbara,,,,,,,,,,,,Foeniculum vulgare,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239926,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758",,,7,17,1990,7/17/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Badlands"" colony",United States,California,Santa Barbara,,,,,,,,,,,,Foeniculum vulgare,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0323125,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, E.E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 1 mi. w.  Portoguelo summit, nr. Road to Univ. Cal. Res. Station. """,United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
BMEP0327917,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Hylaeus,Paraprosopis,polifolii,,Hylaeus polifolii ,"(Cockerell, 1901)","Remington, E.E.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239749,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,avalonense,,Lasioglossum avalonense ,"(Cockerell, 1938)","Remington, Eric E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,,,,,,woodland,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0239750,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,avalonense,,Lasioglossum avalonense ,"(Cockerell, 1938)","Remington, Eric E.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,,,,,,woodland,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0239751,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,avalonense,,Lasioglossum avalonense ,"(Cockerell, 1938)","Remington, Eric E.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,,,,,,woodland,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324910,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,avalonense,,Lasioglossum avalonense ,"(Cockerell, 1938)","Remington, Eric E.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,,,,,,woodland,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327158,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Osmia,Melanosmia,gabrielis,,Osmia gabrielis ,"Cockerell, 1910","Remington, E.E.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327159,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Osmia,Melanosmia,gabrielis,,Osmia gabrielis ,"Cockerell, 1910","Remington, E.E.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327310,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Protosmia,Chelostomopsis,rubifloris,,Protosmia rubifloris ,"(Cockerell, 1898)","Remington, E.E.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,"Oriswold, T.",,,,,,,none,1,,1,Male,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327311,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Protosmia,Chelostomopsis,rubifloris,,Protosmia rubifloris ,"(Cockerell, 1898)","Remington, E.E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 2/3mi. to Devil's Peak, 2/3mi. to USGS post 1941""",United States,California,Santa Barbara,,,,,,,,"Oriswold, T.",,,,,,,none,1,,1,Male,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0305008,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305009,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305100,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305101,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305102,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305103,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305104,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305105,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305106,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305107,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,21,1990,6/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, ""Prisoners Oak""",USA,California,Santa Barbara,,,,,,,,,,,,,,Prisoners Oak R-7-6,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0323137,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, C.L.",,8,20,1974,8/20/74,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 0.5 miles w. UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,33.9971°,-119.7260°,,,,,,Datura,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
BMEP0328471,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,8,20,1974,8/20/74,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 0.5 miles w. UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,33.997°,-119.730°,,,,,,Trapped in wilting Datura flowers,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324733,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324734,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324735,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324736,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324737,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324738,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324739,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324740,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324741,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324742,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324743,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324744,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324745,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324746,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324747,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324748,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0324906,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Lasioglossum,channelense,,Lasioglossum channelense ,"McGinley, 1986","Remington, Eric E.",,5,27,1970,5/27/70,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w. of Portezuela summit, near road to UC Field Station",United States,California,Santa Barbara,,,,,34.011°,-119.776°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0323237,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Eucera,Synhalonia,edwardsii,,Eucera edwardsii ,"(Cresson, 1878)","Remington, Chas. L.",,8,24,1971,8/24/71,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w.  UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,34.002°,-119.743°,,,1978,,,on flowers Salsola kali,,,none,,1,1,Female,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0328470,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,8,24,1971,8/24/71,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w.  UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,34.002°,-119.743°,,,,,,on flowers of Salsola kali,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0322792,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Bombus,Pyrobombus,edwardsii,,Bombus edwardsii ,"Cresson, 1878","Remington, C.L.",,8,24,1971,8/24/71,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w.  UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,34.002°,-119.743°,,,,worker,,Salsola kali,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0322793,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Bombus,Pyrobombus,edwardsii,,Bombus edwardsii ,"Cresson, 1878","Remington, C.L.",,8,24,1971,8/24/71,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w.  UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,34.002°,-119.743°,,,,worker,,Salsola kali,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0322794,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Bombus,Pyrobombus,edwardsii,,Bombus edwardsii ,"Cresson, 1878","Remington, C.L.",,8,24,1971,8/24/71,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w.  UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,34.002°,-119.743°,,,,worker,,Salsola kali,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0322800,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Bombus,Pyrobombus,edwardsii,,Bombus edwardsii ,"Cresson, 1878","Remington, C.L.",,8,24,1971,8/24/71,USA,California,Santa Barbara,Santa Cruz," Santa Cruz Island, 1 mi. w.  UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,34.002°,-119.743°,,,,worker,,Salosa kali,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0327597,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Andrenidae,Andrena,Melandrena,sola,,Andrena sola ,"Viereck, 1917","Grigatick, A.A.",,3,10,1971,3/10/71,USA,California,Santa Barbara,Santa Cruz,"1000 feet above Pelican Bay, Santa Cruz Island",United States,California,Santa Barbara,1000',304.8 m,,,34.002°,-119.743°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0323135,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, C.L.",,8,25,1971,8/25/71,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2 mi. e. mouth of Canada de los Sauces",United States,California,Santa Barbara,,,,,34.00°,-119.83°,,,,,,Empatorium flowers,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
BMEP0323136,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, C.L.",,8,25,1971,8/25/71,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2 mi. e. mouth of Canada de los Sauces",United States,California,Santa Barbara,,,,,34.00°,-119.83°,,,,,,Empatorium flowers,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
