Catalog Number,kingdom,phylum,class,source,order,bee,family,genus,subgenus,specificEp,subspecies,scientificName,scientific name authorship,Collector,Associated Collector(s),month,day,year,Date Collected,Country,State,County,island ,locality ,Country,State/Province,County/Municipality,Verbatim Elevation,Elevation in Meters,Sampling Protocol,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Donated By,Identified By,Date Identified,Identification Remarks,Field Number,Associated Taxa,Habitat,Additional Label Data,Type Status,# of Male ?,# of Female ?,Individual Count,Sex,Life Stage,Basis of Record,Preparation,Disposition,Language,Institution Code,Collection Code,Owner Institution Code
BMEP0322447,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Anthophora ,Anthophoroides,californica,,Anthophora  californica ,"Cresson, 1869","Remington, C.L.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2 mi. w. Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0322448,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Anthophora ,Anthophoroides,californica,,Anthophora  californica ,"Cresson, 1869","Remington, C.L.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2 mi. w. Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0323126,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, C.L.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2 mi. w. Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
BMEP0323127,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, C.L.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2 mi. w. Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
BMEP0327086,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Anthidium,Anthidium,maculosum,,Anthidium maculosum ,"Cresson, 1878","Remington, E.E.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2 mi. w. Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327087,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Anthidium,Anthidium,maculosum,,Anthidium maculosum ,"Cresson, 1878","Remington, E.E.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2 mi. w. Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0323134,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, C.L.",,10,17,1972,10/17/72,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 2.5 mi. e.  mouth of Canada de los Sauces",United States,California,Santa Barbara,,,,,34.00°,-119.83°,,,,,,Zauschneria sana flowers,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
BMEP0329134,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Ceratina ,,acantha,,Ceratina  acantha ,"(Provancher, 1895)","Remington, C.L.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3 mi. w.  Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,PMNH
BMEP0323128,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, E.E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. Devils Peak, 0.7 mi. USGS marker 1941",United States,California,Santa Barbara,,,,,34.030°,-119.788°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
BMEP0323129,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,,texanus,,Agapostemon texanus ,"Cresson, 1872","Remington, E.E.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. Devils Peak, 0.7 mi. USGS marker 1941",United States,California,Santa Barbara,,,,,34.030°,-119.788°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,BMEC,BMEC,BMEC
BMEP0327088,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Anthidium,Anthidium,maculosum,,Anthidium maculosum ,"Cresson, 1878","Matlovsky, L.S.",,8,2,1970,8/2/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.8 mi. e.  mouth of Cañada de los Sauces",United States,California,Santa Barbara,,,,,34.001°,-119.818°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0329135,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Ceratina ,,acantha,,Ceratina  acantha ,"(Provancher, 1895)","Remington, C.L.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 4 mi. w. Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,PMNH
BMEP0329136,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Ceratina ,,acantha,,Ceratina  acantha ,"(Provancher, 1895)","Remington, C.L.",,8,1,1970,8/1/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 5 mi. w. Sandstone Point",United States,California,Santa Barbara,,,,,33.998°,-119.585°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,PMNH
BMEP0324933,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,avalonense,,Lasioglossum avalonense ,"(Cockerell, 1938)","Grigarick, A.A.",,3,10,1971,3/10/71,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 500 feet above Pelican Bay",United States,California,Santa Barbara,500',152.4 m,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322504,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Diadasia,Coquillettapis,bituberculata,,Diadasia bituberculata ,"(Cresson, 1878)","Slater, A.J.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Albert's Ridge",United States,California,Santa Barbara,,,,,33.9816°,-119.6795°,,,,,,,,found dead,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324755,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Rude, P.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Albert's Ridge",United States,California,Santa Barbara,,,,,33.9816°,-119.6795°,,,,,,Heteromeles arbutifolia,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324756,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Slater, A.J.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Albert's Ridge",United States,California,Santa Barbara,,,,,33.9816°,-119.6795°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324897,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Lasioglossum,channelense,,Lasioglossum channelense ,"McGinley, 1986","Frankie, G.W.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Albert's Ridge",United States,California,Santa Barbara,,,,,33.9816°,-119.6795°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324898,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Lasioglossum,channelense,,Lasioglossum channelense ,"McGinley, 1986","Frankie, G.W.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Albert's Ridge",United States,California,Santa Barbara,,,,,33.9816°,-119.6795°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324820,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,,,,Lasioglossum  ,"Curtis, 1833","Frankie, G.W.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Albert's Ridge",United States,California,Santa Barbara,,,,,33.9816°,-119.6795°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324825,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,,,,Lasioglossum  ,"Curtis, 1833","Frankie, G.W.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Albert's Ridge",United States,California,Santa Barbara,,,,,33.9816°,-119.6795°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0322416,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Eucera,Synhalonia,cordleyi,,Eucera cordleyi ,"(Viereck, 1905)","Horning, D.S. Jr",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328993,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Thorp, R.W.",,7,18,1994,7/18/94,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Cañada de los Sauces",United States,California,Santa Barbara,,,,"34.012, -119.882",34.012°,-119.882°,,,,,,Eriophyllum,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328994,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Thorp, R.W.",,7,18,1994,7/18/94,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Cañada de los Sauces",United States,California,Santa Barbara,,,,"34.012, -119.882",34.012°,-119.882°,,,,,,Eriophyllum,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328995,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Hyalinus,,gaudialis,,Hyalinus gaudialis ,"(Cockerell, 1905)","Thorp, R.W.",,7,18,1994,7/18/94,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Cañada de los Sauces",United States,California,Santa Barbara,,,,"34.012, -119.882",34.012°,-119.882°,,,,,,Eriophyllum,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322835,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Epeolus,,minimus,,Epeolus minimus ,"(Robertson, 1902)","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322836,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Epeolus,,minimus,,Epeolus minimus ,"(Robertson, 1902)","Schuster, R.O.",,9,28,1969,9/28/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322837,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Epeolus,,minimus,,Epeolus minimus ,"(Robertson, 1902)","Schuster, R.O.",,9,28,1969,9/28/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322838,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Epeolus,,minimus,,Epeolus minimus ,"(Robertson, 1902)","Schuster, R.O.",,9,28,1969,9/28/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322839,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Epeolus,,minimus,,Epeolus minimus ,"(Robertson, 1902)","Schuster, R.O.",,9,28,1969,9/28/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327365,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Colletes,,hyalinus,,Colletes hyalinus ,"Provancher, 1888","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327366,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Colletes,,hyalinus,,Colletes hyalinus ,"Provancher, 1888","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327367,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Colletes,,hyalinus,,Colletes hyalinus ,"Provancher, 1888","Smithson, T.W.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327368,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Colletes,,hyalinus,,Colletes hyalinus ,"Provancher, 1888","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327369,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Colletes,,hyalinus,,Colletes hyalinus ,"Provancher, 1888","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327370,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Colletes,,hyalinus,,Colletes hyalinus ,"Provancher, 1888","Smithson, T.W.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327371,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Colletes,,hyalinus,,Colletes hyalinus ,"Provancher, 1888","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327372,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Colletes,,hyalinus,,Colletes hyalinus ,"Provancher, 1888","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324515,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,Agapostemon,texanus,,Agapostemon texanus ,"Cresson, 1872","Smithson, T.W.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,1,1,Female,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324516,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,Agapostemon,texanus,,Agapostemon texanus ,"Cresson, 1872","Smithson, T.W.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,1,1,Female,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324517,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,Agapostemon,texanus,,Agapostemon texanus ,"Cresson, 1872","Smithson, T.W.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,1,1,Female,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327115,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Osmia,Melanosmia,albolateralis,,Osmia albolateralis ,"Cockerell, 1906","Smithson, T.W.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327116,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Osmia,Melanosmia,albolateralis,,Osmia albolateralis ,"Cockerell, 1906","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327256,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Osmia,Melanosmia,kincaidii,,Osmia kincaidii ,"Cockerell, 1897","Horning, D.S.",,5,14,1969,5/14/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Sauces Beach",United States,California,Santa Barbara,,,,,34.012°,-119.882°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322675,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Ceratina,Zadontomerus,acantha,,Ceratina acantha ,"Provancher, 1895","Horning, D.S.",,5,2,1967,5/2/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,Daly,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322676,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Ceratina,Zadontomerus,acantha,,Ceratina acantha ,"Provancher, 1895","Schuster, R.O.",,5,2,1967,5/2/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,Daly,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0323211,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Eucera,Synhalonia,edwardsii,,Eucera edwardsii ,"(Cresson, 1878)","Schuster, R.O.",,5,2,1969,5/2/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,,1978,,,,,,none,1,,1,Male,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324546,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,Agapostemon,texanus,,Agapostemon texanus ,"Cresson, 1872","Schuster, R.O.",,5,2,1969,5/2/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,,,,,,,,none,,1,1,Female,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324862,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Hemihalictus,ovaliceps,,Lasioglossum ovaliceps ,"(Cockerell, 1898)","Schuster, R.O.",,5,2,1969,5/2/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324878,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,nigrescens,,Lasioglossum nigrescens ,"(Crawford, 1907)","Schuster, R.O.",,5,2,1969,5/2/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324879,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,nigrescens,,Lasioglossum nigrescens ,"(Crawford, 1907)","Schuster, R.O.",,5,2,1969,5/2/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327307,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Ashmeadiella,Ashmeadiella,cactorum,,Ashmeadiella cactorum ,"(Cockerell, 1897)","Slansky, J.E.",,5,2,1969,5/2/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305110,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Dioxys,,productus,cismontanicus,Dioxys productus cismontanicus,"Hurd, 1958","Horning, D.S.",,5,2,1964,5/2/64,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",USA,California,Santa Barbara,,,,,34.016°,-119.667°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0327214,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Megachilidae,Osmia,Melanosmia,calla,,Osmia calla ,"Cockerell, 1897","Slansky, J.E.",,5,2,1969,5/2/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, beach at Water Canyon",United States,California,Santa Barbara,,,,,34.016°,-119.667°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
