record,order,family,acceptedFamily,genus,acceptedGenus,species,acceptedEpithet ,acceptedName,DESCRIBER,DESYR,XREF,AUTHOR,YRPUBL,PUBL,VOL,PAGE,PAGE2,IDYRQUAL,Anacapa,Santa Barbara,Santa Catalina,San Clemente
literature,Acari,Smarididae,Smarididae,Fessonia,Fessonia,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Sphaerochthonidae,Sphaerochthonidae,Sphaerochthonius,Sphaerochthonius,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,168,,,,,x,
literature,Acari,Stigmaeidae,Stigmaeidae,Eustigmaeus,Ledermuelleria,modiola,,Ledermuelleria modiola,(Summers & Price),1961,as Ledermuelleria,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Stigmaeidae,Stigmaeidae,Eustigmaeus,Ledermuelleria,nr. pectinata,,Ledermuelleria nr. pectinata,(Ewing),1917,as Ledermuelleria,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Stigmaeidae,Stigmaeidae,Eustigmaeus,Eustigmaeus,plumifer,,Eustigmaeus plumifer,(Halbert),1923,as Ledermuelleria,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Stigmaeidae,Stigmaeidae,Ledermuelleria,Ledermuelleria,segnis,,Ledermuelleria segnis,(Koch),1836,,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Stigmaeidae,Stigmaeidae,Stigmaeus,Stigmaeus,nr. mimus,,Stigmaeus nr. mimus,Summers,1962,as Ledermuelleria,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Tarsonemidae,Tarsonemidae,undetermined,,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Tectocepheidae,Tectocepheidae,Tectocepheus,Tectocepheus,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,168,,,,,x,
literature,Acari,Tegoribatidae,Tegoribatidae,Lepidozetes,Lepidozetes,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,168,,,,,x,
literature,Acari,Tenuipalpidae,Tenuipalpidae,undetermined,,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Tetranychidae,Tetranychidae,Bryobia,Bryobia,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Trombiculidae,Trombiculidae,Acomatacarus,Acomatacarus,arizonensis,,Acomatacarus arizonensis,Ewing,1942,,Bennett,1988,Bull. Soc. Vector Ecol.,12,534,-538,,,,x,
literature,Acari,Trombiculidae,Trombiculidae,Euschoengastia,Euschoengastia,ambocalis,,Euschoengastia ambocalis,Wrenn & Loomis,1973,,Bennett,1988,Bull. Soc. Vector Ecol.,12,534,-538,,,,x,
literature,Acari,Trombiculidae,Trombiculidae,Euschoengastia,Euschoengastia,ambocalis,,Euschoengastia ambocalis,Wrenn & Loomis,1973,,"Bennett, S.",1993,Third Calif. Is. Symp.,,168,,,,,x,
literature,Acari,Trombiculidae,Trombiculidae,Euschoengastia,Euschoengastia,numerosa,,Euschoengastia numerosa,Wrenn & Loomis,1974,,Bennett,1988,Bull. Soc. Vector Ecol.,12,534,-538,,,,x,
literature,Acari,Trombiculidae,Trombiculidae,Euschoengastia,Euschoengastia,numerosa,,Euschoengastia numerosa,Wrenn & Loomis,1974,,"Bennett, S.",1993,Third Calif. Is. Symp.,,168,,,,,x,
literature,Acari,Trombiculidae,Trombiculidae,Euschoengastoides,Euschoengastoides,nr. neotomae,,Euschoengastoides nr. neotomae,Loomis,1971,,Bennett,1988,Bull. Soc. Vector Ecol.,12,534,-538,,,,x,
literature,Acari,Trombiculidae,Trombiculidae,Eutrombicula,Eutrombicula,belkini,,Eutrombicula belkini,(Gould),1950,,Powder & Loomis,1962,J. Parasit.,48,204,-208,,x,,,
literature,Acari,Trombiculidae,Trombiculidae,Eutrombicula,Eutrombicula,belkini,,Eutrombicula belkini,(Gould),1950,,Bennett,1988,Bull. Soc. Vector Ecol.,12,534,-538,,,,x,
literature,Acari,Trombiculidae,Trombiculidae,Eutrombicula,Eutrombicula,belkini,,Eutrombicula belkini,(Gould),1950,,"Fellers, G. & Drost, C.",1991,Herp. Monographs,5,61,,,,x,,
literature,Acari,Trombiculidae,Trombiculidae,Eutrombicula,Eutrombicula,n. sp.,,,,,,"Fellers, G. & Drost, C.",1991,Herp. Monographs,5,61,,,,x,,
literature,Acari,Trombiculidae,Trombiculidae,Kayella,Euschoengastia,lacerta,,Euschoengastia lacerta,(Brennan),1948,,Powder & Loomis,1962,J. Parasit.,48,204,-208,,x,,,
literature,Acari,Trombiculidae,Trombiculidae,Kayella,Euschoengastia,lacerta,,Euschoengastia lacerta,(Brennan),1948,,Bennett,1988,Bull. Soc. Vector Ecol.,12,534,-538,,,,x,
literature,Acari,Trombidiidae,Neothrombiidae,nr. Parathrombium,nr. Parathrombium,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Uropodidae,Uropodidae,undetermined,,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Acari,Xenillidae,Xenillidae,Xenillus,Xenillus,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,168,,,,,x,
literature,Acari,Zerconidae,Zerconidae,Amerozercon,Amerozercon,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,166,,,,,x,
literature,Acari,Zerconidae,Zerconidae,Microzercon,Microzercon,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,166,,,,,x,
literature,Acari,undetermined,,,,sp.,,,,,,"Bennett, S.",1993,Third Calif. Is. Symp.,,167,,,,,x,
literature,Araneae,Salticidae,Salticidae,Phidippus,Phidippus,spp.,,,,,,"De Vol, J. & Goeden, R.",1973,Environ. Ent.,2,239,,,,,,
literature,Araneae,Agelenidae,Agelenidae,Agelena,Calilena,californica,,Calilena californica,Banks,,see Calilena SYN,,,,,0,,,,,,
literature,Araneae,Agelenidae,Agelenidae,Agelena,Rualena,rua,,Rualena rua,Chamberlin,1920,see Rualena SYN,,,,,0,,,,,,
literature,Araneae,Agelenidae,Agelenidae,Agelena,Agelena,sp.,,,,,MISID as naevia,Chamberlin,1920,Pom. Coll. J. Ent. & Zool.,12,24,-26,,,,x,
literature,Araneae,Agelenidae,Agelenidae,Agelena,Agelena,sp.,,,,,MISID as naevia,Moles & Johnson,1921,Pom. Coll. J. Ent. & Zool.,13,39,-49,,,,x,
literature,Araneae,Agelenidae,Agelenidae,Agelena,Agelena,sp.,,,,,MISID,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,,
literature,Araneae,Agelenidae,Agelenidae,Agelena,Agelena,sp.,,,,,MISID,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,,x
literature,Araneae,Agelenidae,Agelenidae,Calilena,Calilena,angelena,,Calilena angelena,Chamberlin & Ivie,1941,,Chamberlin & Ivie,1941,Ann. Ent. Soc. Amer.,34,585,-628,,,,,
literature,Araneae,Agelenidae,Agelenidae,Calilena,Calilena,californica,,Calilena californica,(Banks),1897,as Agelena,Chamberlin,1920,Pom. Coll. J. Ent. & Zool.,12,25,-26,,,,x,
literature,Araneae,Agelenidae,Agelenidae,Calilena,Calilena,saylori,,Calilena saylori,Chamberlin & Ivie,1941,,Chamberlin & Ivie,1941,Ann. Ent. Soc. Amer.,34,585,-628,,,,,
literature,Araneae,Agelenidae,Agelenidae,Hololena,Hololena,barbarana,,Hololena barbarana,Chamberlin & Ivie,1942,,Chamberlin & Ivie,1942,Ann. Ent. Soc. Amer.,35,203,-241,,,,,
literature,Araneae,Agelenidae,Agelenidae,Hololena,Hololena,pacifica,,Hololena pacifica,(Banks),1896,as Agelena,Banks,1904,Proc. Calif. Acad. Sci. ser.3,3,340,,,,,x,
literature,Araneae,Agelenidae,Agelenidae,Hololena,Hololena,pacifica,,Hololena pacifica,(Banks),1896,as Agelena,Baker,1905,Bull. S. Calif. Acad. Sci.,4,58,,,,,x,
literature,Araneae,Agelenidae,Agelenidae,Hololena,Hololena,pacifica,,Hololena pacifica,(Banks),1896,as Agelena,Moles & Johnson,1921,Pom. Coll. J. Ent. & Zool.,13,39,-49,,,,x,
literature,Araneae,Agelenidae,Agelenidae,Hololena,Hololena,pacifica,,Hololena pacifica,(Banks),1896,as Agelena,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,x,
literature,Araneae,Agelenidae,Agelenidae,Rualena,Rualena,alleni,,Rualena alleni,Chamberlin & Ivie,1942,,Chamberlin & Ivie,1942,Ann. Ent. Soc. Amer.,35,203,-241,,,,,
literature,Araneae,Agelenidae,Agelenidae,Rualena,Rualena,cockerelli,,Rualena cockerelli,Chamberlin & Ivie,1942,,Chamberlin & Ivie,1942,Ann. Ent. Soc. Amer.,35,203,-241,,,,,
literature,Araneae,Agelenidae,Agelenidae,Rualena,Rualena,cruzana,,Rualena cruzana,Chamberlin & Ivie,1942,,Chamberlin & Ivie,1942,Ann. Ent. Soc. Amer.,35,203,-241,,,,,
literature,Araneae,Agelenidae,Agelenidae,Rualena,Rualena,rua,,Rualena rua,(Chamberlin),1920,as Agelena,Chamberlin,1920,Pom. Coll. J. Ent. & Zool.,12,1,-23,,,,x,
literature,Araneae,Agelenidae,Agelenidae,Rualena,Rualena,rua,,Rualena rua,(Chamberlin),1920,,Chamberlin & Ivie,1942,Ann. Ent. Soc. Amer.,35,203,-241,,,,x,
literature,Araneae,Agelenidae,Agelenidae,Tegenaria,Tegenaria,domestica,,Tegenaria domestica,(Clerck),1757,as derhamii JRSYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,,
literature,Araneae,Amaurobiidae,Amaurobiidae,Amaurobius,Amaurobius,latescens,,Amaurobius latescens,(Chamberlin),1919,,Leech,1972,Mem. Ent. Soc. Can.,84,79,,,,,,
literature,Araneae,Anyphaenidae,Anyphaenidae,Anyphaena,Anyphaena,sp.,,,,,MISID??,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,
literature,Araneae,Araneidae,Araneidae,Aculepeira,Aculepeira,packardi,,Aculepeira packardi,(Thorell),1875,,Levi,1977,Bull. Mus. Comp. Zool.,148,226,,,,,,
literature,Araneae,Araneidae,Araneidae,Araneus,Araneus,andrewsi,,Araneus andrewsi,(Archer),1951,,Levi,1971,Bull. Mus. Comp. Zool.,141,143,,,,,,
literature,Araneae,Araneidae,Araneidae,Araneus,Araneus,gemma,,Araneus gemma,(McCook),1888,as Epeira,Banks,1904,Proc. Calif. Acad. Sci. ser.3,3,348,,,,,,
literature,Araneae,Araneidae,Araneidae,Araneus,Araneus,gemma,,Araneus gemma,(McCook),1888,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,
literature,Araneae,Araneidae,Araneidae,Araneus,Araneus,montereyensis,,Araneus montereyensis,(Archer),1951,,Levi,1973,Bull. Mus. Comp. Zool.,145,473,-552,,,,,
literature,Araneae,Araneidae,Araneidae,Araneus,Araneus,sp.,,,,,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,x,
literature,Araneae,Araneidae,Araneidae,Argiope,Argiope,argentata,,Argiope argentata,(Fabricius),1775,,Howard,1889,Proc. U. S. Nat. Mus.,12,185,-216,,,,,x
literature,Araneae,Araneidae,Araneidae,Argiope,Argiope,argentata,,Argiope argentata,(Fabricius),1775,,Banks,1904,Proc. Calif. Acad. Sci. ser.3,3,350,,,,,,
literature,Araneae,Araneidae,Araneidae,Argiope,Argiope,argentata,,Argiope argentata,(Fabricius),1775,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,x
literature,Araneae,Araneidae,Araneidae,Argiope,Argiope,argentata,,Argiope argentata,(Fabricius),1775,,Levi,1968,Bull. Mus. Comp. Zool.,136,345,-349,,,,,
literature,Acaridae,Acaridae,Araneidae,Cyclosa,Cyclosa,turbinata,,Cyclosa turbinata,(Walckenaer),1841,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,x
literature,Araneae,Araneidae,Araneidae,Eustala,Eustala,conchlea,,Eustala conchlea,(McCook),1888,,Levi,1977,Bull. Mus. Comp. Zool.,145,473,-552,,,,x,
literature,Araneae,Araneidae,Araneidae,Hypsosinga,Hypsosinga,funebris,,Hypsosinga funebris,(Keyserling),1893,as singaeformis,Levi,1972,Psyche,78,246,-248,,,,x,
literature,Araneae,Araneidae,Araneidae,Metepeira,Metepeira,crassipes,,Metepeira crassipes,Chamberlin & Ivie,1942,,Levi,1977,Bull. Mus. Comp. Zool.,148,194,,,,,,x
literature,Araneae,Araneidae,Araneidae,Metepeira,Metepeira,foxi,,Metepeira foxi,Gertsch & Ivie,1942,,Levi,1977,Bull. Mus. Comp. Zool.,148,197,,,,,,
literature,Araneae,Araneidae,Araneidae,Metepeira,Metepeira,gosoga,,Metepeira gosoga,Chamberlin & Ivie,1935,as labyrinthea,Banks,1904,Proc. Calif. Acad. Sci. ser.3,3,347,,,,,,
literature,Araneae,Araneidae,Araneidae,Metepeira,Metepeira,gosoga,,Metepeira gosoga,Chamberlin & Ivie,1935,,Cockerell,1937,Pan-Pac. Ent.,13,151,,,,,,
literature,Araneae,Araneidae,Araneidae,Metepeira,Metepeira,gosoga,,Metepeira gosoga,Chamberlin & Ivie,1935,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,x
literature,Araneae,Araneidae,Araneidae,Metepeira,Metepeira,grinnelli,,Metepeira spinipes,Pickard-Cambridge,1903,,Levi,1977,Bull. Mus. Comp. Zool.,148,194,,,,,,
literature,Araneae,Araneidae,Araneidae,Metepeira,Metepeira,ventura,,Metepeira ventura,Chamberlin & Ivie,1942,,Levi,1977,Bull. Mus. Comp. Zool.,148,194,,,,,x,x
literature,Araneae,Araneidae,Araneidae,Neoscona,Neoscona,oaxacensis,,Neoscona oaxacensis,(Keyserling),1864,,Berman & Levi,1971,Bull. Mus. Comp. Zool.,141,465,-500,,,,,
literature,Araneae,Araneidae,Tetragnathidae,Tetragnatha,Tetragnatha,versicolor,,Tetragnatha versicolor,Walckenaer,1841,as extensa MISID?,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,x,
literature,Araneae,Clubionidae,Cheiracanthiidae,Cheiracanthium,Cheiracanthium,inclusum,,Cheiracanthium inclusum,(Hentz),1847,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,x,
literature,Araneae,Corinnidae,Trachelidae,Trachelas,Trachelas,pacificus,,Trachelas pacificus,Chamberlin & Ivie,1935,MISID as tranquillus,Chamberlin,1920,Pom. Coll. J. Ent. & Zool.,12,24,-26,,,,x,
literature,Araneae,Corinnidae,Trachelidae,Trachelas,Trachelas,pacificus,,Trachelas pacificus,Chamberlin & Ivie,1935,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,x,
literature,Araneae,Corinnidae,Trachelidae,Trachelas,Trachelas,pacificus,,Trachelas pacificus,Chamberlin & Ivie,1935,,Platnick & Shadab,1974,Amer. Mus. Nov.,2553,1,-34,,,,x,
literature,Araneae,Ctenizidae,Halonoproctidae,Bothriocyrtum,Bothriocyrtum,californicum,,Bothriocyrtum californicum,(O. P. Cambridge),1874,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,x,
literature,Araneae,Cyrtaucheniidae,Euctenizidae,Actinoxia,Aptostichus,versicolor,,Aptostichus atomarius,(Simon),1891,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,,x
literature,Araneae,Cyrtaucheniidae,Euctenizidae,Aptostichus,Promyrmekiaphila,clathratus,,Promyrmekiaphila clathrata,(Simon),1892,,Simon,1892,Actes Soc. Linn. Bordeaux,44,307,-326,,,,,
literature,Araneae,Cyrtaucheniidae,Euctenizidae,Aptostichus,Promyrmekiaphila,clathratus,,Promyrmekiaphila clathrata,(Simon),1892,as Theraphosidae,Smith,1908,Ann. Ent. Soc. Amer.,1,207,-249,,,,,
literature,Araneae,Dictynidae,Dictynidae,Dictyna,Dictyna,calcarata,,Dictyna calcarata,Banks,1904,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,,
literature,Araneae,Dictynidae,Dictynidae,Dictyna,Emblyna,olympiana,,Emblyna olympiana,Chamberlin,1919,as D. sp.,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,x,
literature,Araneae,Dictynidae,Dictynidae,Dictyna,Emblyna,olympiana,,Emblyna olympiana,Chamberlin,1919,,Chamberlin & Gertsch,1958,Bull. Amer. Mus. Nat. Hist.,116,135,,,,,x,
literature,Araneae,Dictynidae,Dictynidae,Dictyna,Emblyna,serena,,Emblyna serena,Chamberlin & Gertsch,1958,,Chamberlin & Gertsch,1958,Bull. Amer. Mus. Nat. Hist.,116,134,,,,x,,
literature,Araneae,Filistatidae,Filistatidae,Filistata,Kukulcania,geophila,,Kukulcania geophila,Chamberlin & Ivie,1935,,Chamberlin & Ivie,1935,Bull. Univ. Utah,26,1,-79,,,,,
literature,Araneae,Filistatidae,Filistatidae,Filistata,Kukulcania,geophila,,Kukulcania geophila,Chamberlin & Ivie,1935,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,,
literature,Araneae,Filistatidae,Filistatidae,Kukulcania,Kukulcania,hibernalis,,Kukulcania hibernalis,(Hentz),1842,"as F. capitata, MISID?",Howard,1889,Proc. U. S. Nat. Mus.,12,185,-216,,,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassodes,Drassodes,angulus,,Drassodes angulus,Platnick & Shadab,1976,MISID as celes,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassodes,Drassodes,angulus,,Drassodes angulus,Platnick & Shadab,1976,,Platnick & Shadab,1976,Amer. Mus. Nov.,2593,1,-29,,,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassodes,Drassodes,angulus,,Drassodes angulus,Platnick & Shadab,1976,,Platnick,1984,J. Arachnol.,11,453,,,x,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassyllus,Drassyllus,barbus,,Drassyllus barbus,Platnick,1984,,Platnick,1984,J. Arachnol.,11,453,-455,,,x,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassyllus,Drassyllus,insularis,,Drassyllus insularis,(Banks),1900,as Callilepis,Banks,1904,Proc. Calif. Acad. Sci. ser.3,3,337,,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassyllus,Drassyllus,insularis,,Drassyllus insularis,(Banks),1900,as irritans SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassyllus,Drassyllus,insularis,,Drassyllus insularis,(Banks),1900,MISID as apachus,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassyllus,Drassyllus,insularis,,Drassyllus insularis,(Banks),1900,,Platnick & Shadab,1982,Bull. Amer. Mus. Nat. Hist.,173,75,-77,,,,x,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassyllus,Drassyllus,insularis,,Drassyllus insularis,(Banks),1900,,Platnick,1984,J. Arachnol.,11,453,,,,,x,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassyllus,Drassyllus,irritans,,Drassyllus insularis,(Banks),1900,,Chamberlin,1922,Proc. Biol. Soc. Wash.,35,158,,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassyllus,Drassyllus,sp.,,,,,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Drassylus,Drassylus,barbus,,Drassylus barbus,Platnick,1984,,"Fellers, G. & Drost, C.",1991,Herp. Monographs,5,75,,,,x,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Gnaphosa,Gnaphosa,californica,,Gnaphosa californica,Banks,1904,,Chamberlin,1922,Proc. Biol. Soc. Wash.,35,158,,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Gnaphosa,Gnaphosa,californica,,Gnaphosa californica,Banks,1904,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Gnaphosa,Gnaphosa,californica,,Gnaphosa californica,Banks,1904,,Platnick & Shadab,1975,Bull. Amer. Mus. Nat. Hist.,155,57,,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Gnaphosa,Gnaphosa,maritima,,Gnaphosa maritima,Platnick & Shadab,1975,,Platnick & Shadab,1975,Bull. Amer. Mus. Nat. Hist.,155,1,-66,,,,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Gnaphosa,Gnaphosa,maritima,,Gnaphosa maritima,Platnick & Shadab,1975,,Straughan & Hadley,1980,The Calif. Isls.: Proc. Multi.,,392,,,,,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Gnaphosa,Gnaphosa,maritima,,Gnaphosa maritima,Platnick & Shadab,1975,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,378,,,,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Gnaphosa,Gnaphosa,maritima,,Gnaphosa maritima,Platnick & Shadab,1975,,Platnick,1984,J. Arachnol.,11,453,,,,,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Gnaphosa,Gnaphosa,sp.,,,,,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,378,,,,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Haplodrassus,Haplodrassus,signifer,,Haplodrassus signifer,(Koch),1839,as Zelotes pacifica SYN,Banks,1904,Proc. Calif. Acad. Sci. ser.3,3,337,,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Haplodrassus,Haplodrassus,signifer,,Haplodrassus signifer,(Koch),1839,as Zelotes pacificus SYN,Moles & Johnson,1921,Pom. Coll. J. Ent. & Zool.,13,39,-49,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Haplodrassus,Haplodrassus,signifer,,Haplodrassus signifer,(Koch),1839,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Haplodrassus,Haplodrassus,signifer,,Haplodrassus signifer,(Koch),1839,,Platnick,1984,J. Arachnol.,11,453,,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Herpyllus,Herpyllus,hesperolus,,Herpyllus hesperolus,Chamberlin,1928,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Herpyllus,Herpyllus,propinquus,,Herpyllus propinquus,(Keyserling),1887,,Platnick,1984,J. Arachnol.,11,453,,,x,,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Herpyllus,Herpyllus,sp.,,,,,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Micaria,Micaria,utahna,,Micaria utahna,Gertsch,1933,,Platnick,1984,J. Arachnol.,11,453,,,,,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Micaria,Micaria,utahna,,Micaria utahna,Gertsch,1933,,Platnick & Shadab,1988,Amer. Mus. Nov.,2916,1,-64,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Nodocion,Nodocion,voluntarius,,Nodocion voluntarius,(Chamberlin),1919,,Platnick & Shadab,1980,Amer. Mus. Nov.,2691,12,,,x,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Nodocion,Nodocion,voluntarius,,Nodocion voluntarius,(Chamberlin),1919,,Platnick,1984,J. Arachnol.,11,453,,,x,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Sergiolus,Sergiolus,montanus,,Sergiolus montanus,(Emerton),1890,,Platnick & Shadab,1981,Amer. Mus. Nov.,2717,1,-41,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Sergiolus,Sergiolus,montanus,,Sergiolus montanus,(Emerton),1890,,Platnick,1984,J. Arachnol.,11,453,,,,,,
literature,Araneae,Gnaphosidae,Gnaphosidae,Sergiolus,Sergiolus,sp.,,,,,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Trachyzelotes,Marinarozelotes,jaxartensis,,Marinarozelotes jaxartensis,(Kroneberg),1875,as N. jugans SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Trachyzelotes,Marinarozelotes,jaxartensis,,Marinarozelotes jaxartensis,(Kroneberg),1875,,Platnick & Murphy,1984,Amer. Mus. Nov.,2792,1,-30,,,,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Trachyzelotes,Marinarozelotes,lyonneti,,Marinarozelotes lyonneti,(Audouin),1827,,Platnick & Murphy,1984,Amer. Mus. Nov.,2792,1,-30,,,,,x
literature,Araneae,Gnaphosidae,Gnaphosidae,Zelotes,Zelotes,cruz,,Zelotes cruz,Platnick & Shadab,1983,,Platnick & Shadab,1983,Bull. Amer. Mus. Nat. Hist.,174,154,-155,,,x,x,
literature,Araneae,Gnaphosidae,Gnaphosidae,Zelotes,Zelotes,cruz,,Zelotes cruz,Platnick & Shadab,1983,,Platnick,1984,J. Arachnol.,11,453,,,x,x,,
literature,Araneae,Heteropodidae,Sparassidae,Olios,Curicaberis,schistus,,Curicaberis peninsulanus,Chamberlin,1920,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,295,,Gertsch,,,x,
literature,Araneae,Linyphiidae,Linyphiidae,Eperigone,Mermessus,sp.,,,,,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,377,,,,,,x
literature,Araneae,Linyphiidae,Linyphiidae,Erigone,Erigone,californica,,Erigone dentosa,Banks,1904,see dentosa SYN,,,,,0,,,,,,
literature,Araneae,Linyphiidae,Linyphiidae,Erigone,Erigone,dentosa,,Erigone dentosa,O. P. Cambridge,1894,as californica SYN,Banks,1904,Proc. Calif. Acad. Sci. ser.3,3,347,,,,,,
literature,Araneae,Linyphiidae,Linyphiidae,Erigone,Erigone,dentosa,,Erigone dentosa,O. P. Cambridge,1894,as californica SYN,Crosby & Bishop,1928,Bull. New York St. Mus.,278,1,-97,,,,,
literature,Araneae,Linyphiidae,Linyphiidae,Erigone,Erigone,dentosa,,Erigone dentosa,O. P. Cambridge,1894,as californica SYN,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,,
literature,Araneae,Linyphiidae,Linyphiidae,Erigone,Erigone,dentosa,,Erigone dentosa,O. P. Cambridge,1894,,Straughan,1982,"Tech. Rep., Allan Hancock, USC",6,377,,,,,,x
literature,Araneae,Linyphiidae,Linyphiidae,Erigone,Erigone,sp.,,,,,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,294,,Gertsch,,,,
