record,order,family,acceptedFamily,genus,acceptedGenus,species,acceptedEpithet ,acceptedName,DESCRIBER,DESYR,XREF,AUTHOR,YRPUBL,PUBL,VOL,PAGE,PAGE2,IDYRQUAL,Anacapa,Santa Barbara,Santa Catalina,San Clemente,,Santa Cruz,San Miguel,San Nicholas,Santa Rosa,NO,SO,COR,GUA,MONTH,year,NOSPEC,ECOLOGY,NOTES,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Comstock & Dammers,1933,Bull. S. Calif. Acad. Sci.,32,105,-112,,,,x,,,,,,,,,,,3,1933,,found on Lotus argophyllus orn,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Cockerell,1938,Univ. Colorado Stud.,26,16,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Thorne,1963,J. Res. Lepid.,2,146,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,avalona,avalona,Strymon avalona,(Wright),1905,,Emmel & Emmel,1993,Occ. Pap. IUCN Sp. Surv. Comm.,8,128,,,,,x,,,,,,,,,,,,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,Cockerell,1938,Univ. Colorado Stud.,26,16,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,as m. pudicus,Garth & Tilden,1986,Calif. Butterflies,,131,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,Remington,1971,Discovery,7,15,,,x,x,,x,,x,x,x,x,,,x,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,Gorelick,1987,Atala,14,1,-12,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,as m. pudicus,Langston,1981,J. Res. Lepid.,18,27,,,,,,,,x,,,,,,,,6,1978,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,Gall,1985,Ent. Calif. Isls.: Proc. First,,95,-104,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,81,,,,,,,,,,,,,,,,0,,,,Channel Islands,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,Scott,1986,Butterflies N. Amer.,,1,-583,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,Pyle,1981,Aud. Soc. Field Guide N. Amer.,,472,-474,,,,,,,,,,,x,x,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,melinus,melinus,Strymon melinus,Huebner,1818,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,x,?,x,,x,x,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,sp.,,,,,,"Nagano, S. Miller, et al.",1983,Terra,21,23,-26,,,,,,,,,,,,,,,0,,,,island records?,,
Literature,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,spp.,,,,,,Pyle,1976,Biol. Conserv.,9,62,-63,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lymantriidae,Erebidae,Orgyia,Orgyia,cana,cana,Orgyia cana,Edwards,1881,,Riotte,1973,Ent. Zeits.,83,139,,,,,,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Lymantriidae,Erebidae,Orgyia,Orgyia,vetusta,vetusta,Orgyia vetusta,Boisduval,1852,as gulosa SYN,Riotte,1973,Ent. Zeits.,83,134,,,,,x,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Lymantriidae,Erebidae,Orgyia,Orgyia,vetusta,vetusta,Orgyia vetusta,Boisduval,1852,,Ferguson,1978,"Moths Amer. No. Mex., Fasc.",22,0,,,,,x,x,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lyonetiidae,Bedelliidae,Bedellia,Bedellia,somnulentella,somnulentella,Bedellia somnulentella,(Zeller),1847,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Lyonetiidae,Bucculatricidae,Bucculatrix,Bucculatrix,albertiella,albertiella,Bucculatrix albertiella,Busck,1910,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Lyonetiidae,Bucculatricidae,Bucculatrix,Bucculatrix,albertiella,albertiella,Bucculatrix albertiella,Busck,1910,,Whitfield,1985,Pan-Pac. Ent.,61,60,-67,,,,,,,,,x,,,,,,0,,,found on Quercus agrifolia,,,
Literature,Lepidoptera,Lyonetiidae,Lyonetiidae,Paraleucoptera,Paraleucoptera,heinrichi,heinrichi,Paraleucoptera heinrichi,Jones,1947,,Whitfield,1988,Syst. Ent.,13,373,-385,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Nepticulidae,Nepticulidae,Stigmella,Stigmella,variella,variella,Stigmella variella,(Braun),1910,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Agrotis,Agrotis,venerabilis,venerabilis,Agrotis venerabilis,Walker,1856,as v. arida SYN,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,,x,,,,x,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Annaphila,Annaphila,divinula,divinula,Annaphila divinula,Grote,1878,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Erebidae,Ascalapha,Ascalapha,odorata,odorata,Ascalapha odorata,(Linnaeus),1758,as Otosema SYN,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,71,,,,,,,,x,,,,,,,,0,,,,occasional migrants,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Autographa,Autographa,californica,californica,Autographa californica,(Speyer),1875,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,287,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Autographa,Autographa,californica,californica,Autographa californica,(Speyer),1875,,Ellsberg,1970,Los Cor. Isls.,,26,-27,,,,,,,,,,,,,x,,0,1970,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Autographa,Autographa,californica,californica,Autographa californica,(Speyer),1875,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Autoplusia,Autoplusia,californica,californica,Autoplusia californica,(Speyer),1875,,"Lafontaine, J. & Poole, R",1991,The Moths of Amer. N. of Mex.,25.1,1,-182,,,,,,,,,,,,x,,,,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Autoplusia,Autoplusia,egenoides,egenoides,Autoplusia egenoides,Franclemont & Todd,1983,,"Lafontaine, J. & Poole, R",1991,The Moths of Amer. N. of Mex.,25.1,1,-182,,,,,,,,,,,,x,,,,,,,,,
Literature,Lepidoptera,Noctuidae,Erebidae,Catocala,Catocala,verilliana,verilliana,Catocala verilliana,Grote,1875,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Conochares,Ponometia,acutus,acutus,Ponometia acutus,Smith,1905,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Conochares,Ponometia,arizonae,elegantula,Ponometia elegantula,(H. Edwards),1878,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Euxoa,Euxoa,atomaris,atomaris,Euxoa atomaris,(Smith),1890,,Hardwick,1970,Mem. Ent. Soc. Canada,67,1,-177,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Euxoa,Euxoa,fauna,fauna,Euxoa fauna,(Morrison),1876,,Hardwick,1970,Mem. Ent. Soc. Canada,67,1,-177,,,,,,,,,,,,,,x,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Euxoa,Euxoa,messoria,messoria,Euxoa messoria,(Harris),1841,,Hardwick,1970,Mem. Ent. Soc. Canada,67,1,-177,,,,,x,,,x,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Euxoa,Euxoa,riversii,riversii,Euxoa riversii,(Dyar),1903,,Hardwick,1970,Mem. Ent. Soc. Canada,67,1,-177,,,,,,,,x,,x,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Euxoa,Euxoa,riversii,riversii,Euxoa riversii,(Dyar),1903,,Lafontaine,1982,Can. Ent.,114,1,-53,,,,,,,,,,,x,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Euxoa,Euxoa,riversii,riversii,Euxoa riversii,(Dyar),1903,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,,,,,x,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Euxoa,Euxoa,riversii,riversii,Euxoa riversii,(Dyar),1903,,Lafontaine,1987,Moths Amer. N. Mex.,27.2,155,,,,,,,,,x,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Euxoa,Euxoa,tocoyae,tocoyae,Euxoa tocoyae,(Smith),1900,,Lafontaine,1982,Can. Ent.,114,1,-53,,,,,,,,,,,x,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Feralia,Feralia,meadowsi,meadowsi,Feralia meadowsi,Buckett,1968,,Buckett,1967,J. Res. Lepid.,6,43,-51,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Feralia,Feralia,meadowsi,meadowsi,Feralia meadowsi,Buckett,1968,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,-81,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Helicoverpa,Helicoverpa,zea,zea,Helicoverpa zea,(Boddie),1850,,Hardwick,1965,Mem. Ent. Soc. Can.,40,1,-247,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Lacinipolia,Lacinipolia,cuneata,cuneata,Lacinipolia cuneata,(Grote),1873,,Selman,1975,Rev. gen. Lacinipolia Amer. N.,Ph.D.,0,,,,,x,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Lacinipolia,Lacinipolia,patalis,patalis,Lacinipolia patalis,(Grote),1873,,Selman,1975,Rev. gen. Lacinipolia Amer. N.,Ph.D.,0,,,x,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Lacinipolia,Lacinipolia,quadrilineata,quadrilineata,Lacinipolia quadrilineata,(Grote),1873,,Selman,1975,Rev. gen. Lacinipolia Amer. N.,Ph.D.,0,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Lacinipolia,Lacinipolia,strigicollis,strigicollis,Lacinipolia strigicollis,(Wallengren),1860,,Selman,1975,Rev. gen. Lacinipolia Amer. N.,Ph.D.,0,,,x,,x,,,x,,x,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Megalographa,Megalographa,biloba,biloba,Megalographa biloba,(Stephens),1830,as Autographa,Ellsberg,1970,Los Cor. Isls.,,26,-27,,,,,,,,,,,,,x,,0,1970,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Megalographa,Megalographa,biloba,biloba,Megalographa biloba,(Stephens),1832,as Autographa,Eichlin,1975,"Occ. Pap. Ent., CDFA",21,1,-73,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Megalographa,Megalographa,biloba,biloba,Megalographa biloba,(Stephens),1830,,"Lafontaine, J. & Poole, R",1991,The Moths of Amer. N. of Mex.,25.1,1,-182,,,,,,,,,,,,x,,,,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Neleucania,Neleucania,bicolorata,praegracilis,Neleucania praegracilis,Grote,1881,,Cockerell,1940,Proc. Sixth Pac. Sci. Cong.,4,293,,Clarke,,,,x,,,,,,,,,,0,1939,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Oncocnemis,Sympistis,augusta,augustus,Sympistis augustus,Harvey,1875,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,,x,,,,x,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Oncocnemis,Sympistis,nita,nita,Sympistis nita,Smith,1910,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Oncocnemis,Sympistis,ragani,ragani,Sympistis ragani,Barnes,1928,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Schinia,Schinia,sara,oleagina,Schinia oleagina,Smith,1907,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Spodoptera,Spodoptera,ornithogalli,ornithogalli,Spodoptera ornithogalli,(Guenee),1852,,"Todd, E. & R. Poole",1980,Ann. Ent. Soc. Amer.,73,728,,,,,,,,,,,,,,,,0,,,,"""Channel Islands""",,
Literature,Lepidoptera,Noctuidae,Noctuidae,Trichoclea,Anarta,edwardsii,edwardsii,Anarta edwardsii,Smith,1888,,Comstock & Henne,1941,Bull. S. Calif. Acad. Sci.,40,165,-166,,x,,,x,,,,x,x,,,,,0,,,,"found on Atriplex leucophylla,",,
Literature,Lepidoptera,Noctuidae,Noctuidae,Trichoplusia,Trichoplusia,ni,ni,Trichoplusia ni,(Huebner),1803,,"Lafontaine, J. & Poole, R",1991,The Moths of Amer. N. of Mex.,25.1,1,-182,,,,,,,,,,,,x,,,,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Tridepia,Tripedia,nova,nova,Tripedia nova,(Smith),1903,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,x,,,x,,x,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Ulolonche,Ulolonche,disticha,disticha,Ulolonche disticha,Morrison,1875,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,,,,x,,,,,,,,9,1978,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda,Zosteropoda,clementei,clementei,Zosteropoda clementei,Meadows,1942,,Meadows,1942,Bull. S. Calif. Acad. Sci.,41,81,-82,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda,Zosteropoda,clementei,clementei,Zosteropoda clementei,Meadows,1942,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,-81,,,,,x,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda,Zosteropoda,clementei,clementei,Zosteropoda clementei,Meadows,1942,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,81,,,,,,x,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda,Zosteropoda,hirtipes,hirtipes,Zosteropoda hirtipes,(Grote),1874,,Meadows,1942,Bull. S. Calif. Acad. Sci.,41,81,-82,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda,Zosteropoda,hirtipes,hirtipes,Zosteropoda hirtipes,(Grote),1874,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,81,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Adelpha,Adelpha,bredowii californica,bredowii californica,Adelpha bredowii californica,(Butler),1965,,Langston,1981,J. Res. Lepid.,18,29,,,,,,,,x,,,,,,,,0,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Adelpha,Adelpha,bredowii californica,bredowii californica,Adelpha bredowii californica,(Butler),1965,,S. Miller,1985,J. Res. Lepid.,23,293,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Agraulis,Agraulis,vanillae incarnata,vanillae incarnata,Agraulis vanillae incarnata,(Riley),1926,as Dione vanillae,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,11,1930,1,,Avalon,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Agraulis,Agraulis,vanillae incarnata,vanillae incarnata,Agraulis vanillae incarnata,(Riley),1926,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,x,,,,,,,,,,,0,,,"found on Passiflora, an introd",,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Agraulis,Agraulis,vanillae incarnata,vanillae incarnata,Agraulis vanillae incarnata,(Riley),1926,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,x,,,,,,,,,,,0,,,Passiflora as host,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Agraulis,Agraulis,vanillae incarnata,vanillae incarnata,Agraulis vanillae incarnata,(Riley),1926,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Cercyonis,Cercyonis,sthenele,sthenele,Cercyonis sthenele,(Boisduval),1852,as s. silvestris SYN,Langston,1981,J. Res. Lepid.,18,31,,,,,,,,x,,,,,,,,6,1978,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Cercyonis,Cercyonis,"sthenele ""similar to"" stenele",sthenele,Cercyonis sthenele,(Boisduval),1852,,Scott,1986,Butterflies N. Amer.,,1,-583,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Cercyonis,Cercyonis,sthenele ssp.,sthenele,Cercyonis sthenele,,,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Chlosyne,Chlosyne,gabbii,gabbii,Chlosyne gabbii,(Behr),1863,as Melitaea palla SYN,Hovanitz,1941,Ecology,22,259,-284,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Chlosyne,Chlosyne,gabbii,gabbii,Chlosyne gabbii,(Behr),1863,as Charidryas,Langston,1981,J. Res. Lepid.,18,30,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Chlosyne,Chlosyne,gabbii,gabbii,Chlosyne gabbii,(Behr),1863,,S. Miller,1985,J. Res. Lepid.,23,292,,,x,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,gilippus strigosus,glippus thersippus,Danaus glippus thersippus,(Bates),1864,,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,0,1932,1,,Avalon,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,gilippus strigosus,glippus thersippus,Danaus glippus thersippus,(Bates),1864,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,75,,,,,x,,,,,,,,,,,0,1927,,,transient species,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,gilippus strigosus,glippus thersippus,Danaus glippus thersippus,(Bates),1864,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,pelxippus,plexipuus,Danaus plexipuus,(Linnaeus),1758,as menippe SYN,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,0,1932,,,Avalon,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,plexippus,plexipuus,Danaus plexipuus,(Linnaeus),1758,,Langston,1981,J. Res. Lepid.,18,30,,,,,,,,x,,,,,,,,6,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,plexippus,plexipuus,Danaus plexipuus,(Linnaeus),1758,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,75,",77",,,,x,,,x,,,,,,,,0,1979,,,regular migrants,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,plexippus,plexipuus,Danaus plexipuus,(Linnaeus),1758,,S. Miller,1985,J. Res. Lepid.,23,292,,,x,x,x,,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,plexippus,plexipuus,Danaus plexipuus,(Linnaeus),1758,,Wenner & Harris,1993,LACM Sci. Ser.,38,209,-218,,,,,,,x,,,x,,,,,,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,plexippus,plexipuus,Danaus plexipuus,(Linnaeus),1758,,Lane,1993,LACM Sci. Ser.,38,339,,,,,,,,x,,,,,,,,,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Danaus,Danaus,plexippus,plexipuus,Danaus plexipuus,(Linnaeus),1758,,"Nagano, et al.",1993,LACM Sci. Ser.,38,223,",225",,,,,,,x,,,,,,,,,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,c. chalcedona,chalcedona chalcedona,Euphydryas chalcedona chalcedona,(Doubleday),1847,as Melitaea,Cockerell,1939,Sci. Mon.,48,308,-318,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,c. chalcedona,chalcedona chalcedona,Euphydryas chalcedona chalcedona,(Doubleday),1847,as Melitaea,Hovanitz,1941,Ecology,22,259,-284,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,c. chalcedona,chalcedona chalcedona,Euphydryas chalcedona chalcedona,(Doubleday),1847,as Melitaea,"Le Gare, M. & W. Hovanitz",1951,Wasmann J. Biol.,9,257,-310,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,c. chalcedona,chalcedona chalcedona,Euphydryas chalcedona chalcedona,(Doubleday),1847,,Langston,1981,J. Res. Lepid.,18,30,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,c. chalcedona,chalcedona chalcedona,Euphydryas chalcedona chalcedona,(Doubleday),1847,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,editha,editha,Euphydryas editha,(Boisduval),1852,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,69,-94,,,,,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,editha insularis,editha insularis,Euphydryas editha insularis,Emmel & Emmel,1975,,Emmel & Emmel,1975,J. Res. Lepid.,13,131,-136,,,,,,,,,,x,,,,,0,,6,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,editha insularis,editha insularis,Euphydryas editha insularis,Emmel & Emmel,1975,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,editha insularis,editha insularis,Euphydryas editha insularis,Emmel & Emmel,1975,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,editha insularis,editha insularis,Euphydryas editha insularis,Emmel & Emmel,1975,as Occidryas SYN,Garth & Tilden,1986,Calif. Butterflies,,81,,,,,,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Euphydryas,Euphydryas,editha insularis,editha insularis,Euphydryas editha insularis,Emmel & Emmel,1975,as Occidryas SYN,Garth & Tilden,1986,Calif. Butterflies,,24,,,,,,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Junonia,Junonia,coenia,coenia,Junonia coenia,(Huebner),1822,,Langston,1981,J. Res. Lepid.,18,30,,,,,,,,x,,,,,,,,5,1966,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Junonia,Junonia,coenia,coenia,Junonia coenia,(Huebner),1822,,S. Miller,1985,J. Res. Lepid.,23,293,,,x,,x,,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Nymphalis,Nymphalis,antiopa,antiopa,Nymphalis antiopa,(Linnaeus),1758,as Hamadryas,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,0,,,,"Cottonwood canyon, Haypress",,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Nymphalis,Nymphalis,antiopa,antiopa,Nymphalis antiopa,(Linnaeus),1758,,Langston,1981,J. Res. Lepid.,18,30,,,,,,,,x,,,,,,,,5,1970,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Nymphalis,Nymphalis,antiopa,antiopa,Nymphalis antiopa,(Linnaeus),1758,,S. Miller,1985,J. Res. Lepid.,23,292,,,,,x,,,x,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Nymphalidae,Nymphalidae,Nymphalis,Nymphalis,xanthomelas californica,xanthomelas,Nymphalis xanthomelas,(Boisduval),1852,as Hamadryas californica,Meadows,1937,Bull. So. Calif. Acad. Sci.,35,178,,,,,x,,,,,,,,,,,10,1932,,,Avalon,,
