record,order,family,acceptedFamily,genus,acceptedGenus,species,acceptedEpithet ,acceptedName,DESCRIBER,DESYR,XREF,AUTHOR,YRPUBL,PUBL,VOL,PAGE,PAGE2,IDYRQUAL,Anacapa,Santa Barbara,Santa Catalina,San Clemente,,Santa Cruz,San Miguel,San Nicholas,Santa Rosa,NO,SO,COR,GUA,MONTH,year,NOSPEC,ECOLOGY,NOTES,,
Literature,Lepidoptera,Pterophoridae,Pterophoridae,Platyptilia,Platyptilia,williamsii,williamsii,Platyptilia williamsii,Grinnell,1908,,Lange,1950,Hilg.,19,561,-668,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Acrobasis,Acrobasis,comptella,comptella,Acrobasis comptella,Ragonot,1887,,Heinrich,1956,U.S. Nat. Mus. Bull.,207,1,-581,,,,x,,,,,,,,,,,5,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Acrobasis,Acrobasis,comptella,comptella,Acrobasis comptella,Ragonot,1887,Rhodophaea cruza as SYN,Neunzig,1986,Moths Amer. N. Mex.,15.2,68,-69+,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Apomyelois,Apomyelosis,bistriatella,bistriatella,Apomyelosis bistriatella,(Hulst),1887,,Powell,1967,J. New York Ent. Soc.,75,190,-194,,,,,,,x,,,,,,,,0,,,larvae food on Hypoxylon occid,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Laetilia,Laetilia,coccidivora,coccidivora,Laetilia coccidivora,(Comstock),1879,,"Goeden, R. & D. Ricker",1980,Proc. V Int. Symp. Biol. Contr,,355,-265,,,,,,,x,,,,,,,,0,,,predator of Dactylopius opunti,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Laetilia,Laetilia,coccidivora,coccidivora,Laetilia coccidivora,(Comstock),1879,,Powell,1981,Bull. S. Calif. Acad. Sci.,79,101,-108,,,,,,,,,,,,,,,0,,,,Channel Islands,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Melitara,Melitara,dentata,dentata,Melitara dentata,(Grote),1876,,Goeden et al.,1967,Higardia,38 (16),586,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Melitara,Melitara,prodenialis,prodenialis,Melitara prodenialis,Walker,1863,,"Goeden, Fleschner et al.",1968,Calif. Agri.,22,8,-10,,,,,,,x,,,,,,,,0,,,"intr. to control prickly pear,",not established,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Melitara,Melitara,prodenialis,prodenialis,Melitara prodenialis,Walker,1863,,Clausen,1978,"U.S. Dept. Agric., Agric.",480,369,,,,,,,,x,,,,,,,,0,,,,not established,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Olycella,Melitara,junctolineella,junctolineella,Melitara junctolineella,(Hulst),1900,,Goeden et al.,1967,Higardia,38 (16),588,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Olycella,Melitara,junctolineella,junctolineella,Melitara junctolineella,(Hulst),1900,,"Goeden, Fleschner et al.",1968,Calif. Agri.,22,8,-10,,,,,,,x,,,,,,,,0,,,"intr. to control prickly pear,",not established,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Olycella,Melitara,junctolineella,junctolineella,Melitara junctolineella,(Hulst),1900,,Clausen,1978,"U.S. Dept. Agric., Agric.",480,369,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Ozamia,Ozamia,fuscomaculella,fuscomaculella,Ozamia fuscomaculella,(Wright),1916,,Goeden et al.,1967,Higardia,38 (16),586,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Sosipatra,Sosipatra,proximanthophila,proximanthophila,Sosipatra proximanthophila,"Neunzig, H.",1990,,"Neunzig, H.",1990,Moths of Amer. N. of Mexico,15.3,95,,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Trachycera,Acrobasis,caliginella,caliginella,Acrobasis caliginella,(Hulst),1887,as Rhodophaea cruza SYN,Opler,1977,J. Lep. Soc.,31,41,-56,,,,,,,x,,,,,,,,0,,,leafminer of Quercus dumosa,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Trachycera,Acrobasis,caliginella,caliginella,Acrobasis caliginella,(Hulst),1887,as Rhodophaea cruza SYN,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,-81,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Trachycera,Acrobasis,caliginella,caliginella,Acrobasis caliginella,(Hulst),1887,=Rhodophaea cruza SYN,Neunzig,1986,Moths Amer. N. Mex.,15.2,68,-69+,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Pyralidae,Pyralidae,Vitula,Vitula,insula,insula,Vitula insula,"Neunzig, H.",1990,,"Neunzig, H.",1990,Moths of Amer. N. of Mexico,15.3,89,,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Saturniidae,Saturniidae,Hyalophora,Hyalophora,euryalus,euryalus,Hyalophora euryalus,(Boisduval),1855,,Peigler & Opler,1993,Cont. Gillette Mus. Colo.,1,3,,,,,,,,,,,,,,,,,,,,map (island?),,
Literature,Lepidoptera,Scythrididae,Scythrididae,"""Scythris""",Scythris,sp.,,,,,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,x,,,,x,,,,,,0,,,,,,
Literature,Lepidoptera,Scythrididae,Scythrididae,Arotrura,Arotrura,longissima,longissima,Arotrura longissima,Landry,1991,,Landry,1991,Mem. Ent. Soc. Canada,160,75,,,,x,x,x,,,,x,,,,,,,,,,TL=CLE; not endemic,,
Literature,Lepidoptera,Scythrididae,Scythrididae,Scythris,Scythris,sp.,,,,,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,81,,,,,,x,,,,x,,,,,,0,,,,,,
Literature,Lepidoptera,Sesiidae,Sesiidae,Melittia,Melittia,gloriosa,gloriosa,Melittia gloriosa,(H. Edwards),1880,,Edwards,1880,Bull. Brook. Ent. Soc.,3,71,-74,,,,,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Sesiidae,Sesiidae,Melittia,Melittia,gloriosa,gloriosa,Melittia gloriosa,(H. Edwards),1880,,Engelhardt,1946,U.S. Natl. Mus. Bull.,13,-222,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sesiidae,Sesiidae,Melittia,Melittia,gloriosa,gloriosa,Melittia gloriosa,(H. Edwards),1880,,Duckworth & Eichlin,1978,Occ. Pap. Ent. CDFA,27,1,-80,,,,x,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Sesiidae,Sesiidae,Melittia,Melittia,gloriosa,gloriosa,Melittia gloriosa,(H. Edwards),1880,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,70,,,,,,,,,,,x,,,,,0,,,,,,
Literature,Lepidoptera,Sesiidae,Sesiidae,Paranthrene,Paranthrene,robiniae,robiniae,Paranthrene robiniae,(H. Edwards),1880,,Duckworth  & Eichlin,1978,Occ. Pap. Ent. CDFA,27,1,-80,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sesiidae,Sesiidae,Penstemonia,Penstemonia,hennei,hennei,Penstemonia hennei,Engelhardt,1946,,Eichlin & Duckworth,1988,"Moths Amer. No. Mex., Fasc.",5.1,176,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sesiidae,Sesiidae,Synanthedon,Synanthedon,polygoni,polygoni,Synanthedon polygoni,(H. Edwards),1881,,Duckworth & Eichlin,1978,Occ. Pap. Ent. CDFA,27,1,-80,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Hyles,Hyles,lineata,lineata,Hyles lineata,(Fabricius),1775,as Celerio SYN,Meadows,1938,Bull. S. Calif. Acad. Sci.,37,133,-134,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Hyles,Hyles,lineata,lineata,Hyles lineata,(Fabricius),1775,,Gall,1981,Atala,7,2,-8,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Manduca,Manduca,quinquemaculata,quinquemaculata,Manduca quinquemaculata,(Haworth),1803,as Phlegethontus SYN,Meadows,1938,Bull. S. Calif. Acad. Sci.,37,134,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Manduca,Manduca,quinquemaculata,quinquemaculata,Manduca quinquemaculata,(Haworth),1803,,Smith,1993,Cont. Gillette Mus. Colo.,2,2,,,,,,,,,,,,,,,,,,,,"map-1 so., 1 no.",,
Literature,Lepidoptera,Sphingidae,Sphingidae,Manduca,Manduca,sexta,sexta,Manduca sexta,(Linnaeus),1763,as Phlegethontus SYN,Meadows,1938,Bull. S. Calif. Acad. Sci.,37,133,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Smerinthus,Smerinthus,cerisyi,cerisyi,Smerinthus cerisyi,Kirby,1837,as ophthalmicus SYN,Cockerell,1938,Univ. Colorado Stud.,26,16,,,,,x,,,,,,,,,,,0,,,found at Middle Ranch,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Smerinthus,Smerinthus,cerisyi,cerisyi,Smerinthus cerisyi,Kirby,1837,as c. opthalmicus SYN,Meadows,1938,Bull. S. Calif. Acad. Sci.,37,134,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Sphinx,Sphinx,perelegans,perelegans,Sphinx perelegans,H. Edwards,1874,,Meadows,1938,Bull. S. Calif. Acad. Sci.,37,134,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Sphinx,Sphinx,perelegans,perelegans,Sphinx perelegans,H. Edwards,1874,,Brown,1969,Univ. Microfilms 70-11,981,130,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Sphinx,Sphinx,perelegans,perelegans,Sphinx perelegans,H. Edwards,1874,,Hodges,1971,Moths of Amer. N. of Mexico,21,0,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Sphingidae,Sphingidae,Sphinx,Sphinx,perelegans,perelegans,Sphinx perelegans,H. Edwards,1874,,Smith,1993,Cont. Gillette Mus. Colo.,2,8,,,,,,,,,,,,,,,,,,,,map-no. is.,,
Literature,Lepidoptera,Tineidae,Tineidae,Celestica,Stenoptinea,sp.,,,,,,Lawrence & Powell,1969,Bull. Mus. Comp. Zool.,138,29,-51,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tineidae,Tineidae,Celestica?,Stenoptinea,sp.,,,,,,Powell,1968,Pan-Pac. Ent.,43,292,-307,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tineidae,Tineidae,Nemapogon,Nemapogon,granellus,granella,Nemapogon granella,(Linnaeus),1758,,Lawrence & Powell,1969,Bull. Mus. Comp. Zool.,138,29,-51,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tineidae,Tineidae,Nemapogon,Nemapogon,molybdanellus,molybdanella,Nemapogon molybdanella,(Dietz),1905,,Powell,1968,Pan-Pac. Ent.,43,292,-307,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tineidae,Tineidae,Nemapogon,Nemapogon,molybdanellus,molybdanella,Nemapogon molybdanella,(Dietz),1905,,Lawrence & Powell,1969,Bull. Mus. Comp. Zool.,138,29,-51,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tineidae,Tineidae,Oinophila,Oinophila,v-flava,v-flava,Oinophila v-flava,(Haworth),1811,,Lawrence & Powell,1969,Bull. Mus. Comp. Zool.,138,29,-51,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tischeriidae,Tischeriidae,Tischeria,Tischeria,bifurcata,bifurcata,Tischeria bifurcata,Braun,1915,,Braun,1972,Mem. Amer. Ent. Soc.,28,1,-148,,,,,,,x,,,,,,,,0,,,,reared from Ceanothus arboreus,,
Literature,Lepidoptera,Tischeriidae,Tischeriidae,Tischeria,Coptotriche,consanguinae,consanguinea,Coptotriche consanguinea,Braun,1972,,Braun,1972,Mem. Amer. Ent. Soc.,28,1,-148,,,,,,,x,,,,,,,,0,,,,reared from Quercus dumosa,,
Literature,Lepidoptera,Tischeriidae,Tischeriidae,Tischeria,Coptotriche,discreta,discreta,Coptotriche discreta,Braun,1972,,Braun,1972,Mem. Amer. Ent. Soc.,28,1,-148,,,,,,,x,,,,,,,,0,,,,reared from Quercus agrifolia,,
Literature,Lepidoptera,Tischeriidae,Tischeriidae,Tischeria,Coptotriche,discreta,discreta,Coptotriche discreta,Braun,1972,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Acleris,Acleris,foliana,foliana,Acleris foliana,Walsingham,1884,,Powell,1981,Bull. S. Calif. Acad. Sci.,79,104,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Acleris,Acleris,hastiana,hastiana,Acleris hastiana,(Linnaeus),1758,,Powell,1964,Univ. Calif. Publ. Ent.,32,1,-317,,,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,citrana,franciscana franciscana,Argyrotaenia franciscana franciscana,(Fernald),1889,,Powell,1964,Univ. Calif. Publ. Ent.,32,1,-317,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,citrana,franciscana franciscana,Argyrotaenia franciscana franciscana,(Fernald),1889,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,81,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,citrana,franciscana franciscana,Argyrotaenia franciscana franciscana,(Fernald),1889,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,81,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,franciscana insulana,franciscana insulana,Argyrotaenia franciscana insulana,Powell,1964,,Powell,1964,Univ. Calif. Publ. Ent.,32,1,-317,,x,,x,x,,x,x,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,franciscana insulana,franciscana insulana,Argyrotaenia franciscana insulana,Powell,1964,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,-81,,x,,,,,x,x,x,x,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,franciscana insulana,franciscana insulana,Argyrotaenia franciscana insulana,Powell,1964,,S. E. Miller & Davis,1986,Psyche,92,550,,,,,,,,,x,,,,,,,0,,,found on Malacothirx,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,franciscana subspecies?,franciscana,Argyrotaenia franciscana,Powell,1964,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,isolatissima,isolatissima,Argyrotaenia isolatissima,Powell,1964,,Powell,1964,Univ. Calif. Publ. Ent.,32,1,-317,,,x,,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,isolatissima,isolatissima,Argyrotaenia isolatissima,Powell,1964,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,78,,,,x,,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Argyrotaenia,Argyrotaenia,niscana,niscana,Argyrotaenia niscana,(Kearfott),1907,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Crocidosema,Crocidosema,plebiana,plebejana,Crocidosema plebejana,Zeller,1847,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Crocidosema,Crocidosema,plebiana,plebejana,Crocidosema plebejana,Zeller,1847,,Powell,1992,Pan-Pac. Ent.,68,111,,,,,x,,,,,,,,,,,,,,"intro. by 1931 (CDFA, LACM)",,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Decodes,Decodes,fragarianus,fragariana,Decodes fragariana,(Busck),1919,,Powell,1980,Pac. Ins.,22,78,-114,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Decodes,Decodes,fragarianus,fragariana,Decodes fragariana,(Busck),1919,,Powell,1981,Bull. S. Calif. Acad. Sci.,79,105,,,,,,x,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Epiblema,Epiblema,sp.,,,,,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,84,,,,,x,,,,,,,,,,,0,,,stem boror of Ambrosia chamiss,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Epinotia,Epinotia,columbia,columbia,Epinotia columbia,Kearfott,1904,,Brown,1980,"Ph. D. Thesis, Cornell Univ.",,460,,,,,x,,,,,,,,,,,0,,,"Middle Canyon, ex Salix lasiol",,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Epinotia,Epinotia,cupressi,hopkinsana cupressi,Epinotia hopkinsana cupressi,Heinrich,1923,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,x,,,,,,,,,,,0,,,feed on cypress,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Epinotia,Epinotia,emarginana,emarginana,Epinotia emarginana,(Walsingham),1879,,Opler,1971,J. Lep. Soc.,25,115,-123,,,,,,,x,,,,,,,,0,,,reared from Quercus agrifolia,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Epinotia,Epinotia,emarginana,emarginana,Epinotia emarginana,(Walsingham),1879,,Opler,1974,Univ. Calif. Publ. Ent.,75,64,,,,,,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Epinotia,Epinotia,subviridis,subviridis,Epinotia subviridis,Heinrich,1929,,Brown,1980,"Ph. D. Thesis, Cornell Univ.",,460,,,,,x,,,,,,,,,,,4,,,Avalon Station,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Eucosma,Eucosma,avalona,avalona,Eucosma avalona,McDunnough,1938,,Cockerell,1938,Univ. Colorado Stud.,26,16,,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Eucosma,Eucosma,avalona,avalona,Eucosma avalona,McDunnough,1938,,McDunnough,1938,Can. Ent.,70,55,-59,,,,x,,,,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Eucosma,Eucosma,avalona,avalona,Eucosma avalona,McDunnough,1938,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,79,,,,,x,,,x,,,,,,,,0,,,feeds on roots of Artemisia ca,JAP 67D42,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Grapholita,Grapholita,vitrana,vitrana,Grapholita vitrana,(Walsingham),1879,,Powell,1987,J. Res. Lepid.,25,83,-109,,,,x,,,,x,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Platynota,Platynota,stultana,stultana,Platynota stultana,Walsingham,1884,,Powell,1981,Bull. S. Calif. Acad. Sci.,79,101,-108,,,,,,,,,,,,,,,0,,,"reared from Eriogonum grande,",Channel Islands,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Platynota,Platynota,stultana,stultana,Platynota stultana,Walsingham,1884,,Powell,1983,Pan-Pac. Ent.,59,233,-239,,x,,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Ptycholoma,Ptycholoma,peritana,peritana,Ptycholoma peritana,(Clemens),1860,as Clepsis,Powell,1964,Univ. Calif. Publ. Ent.,32,1,-317,,,x,x,,,x,,,,,,,,0,,,,,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Ptycholoma,Ptycholoma,peritana,peritana,Ptycholoma peritana,(Clemens),1860,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,77,,,,,,,,,,,,,,,,0,,,,islands?,,
Literature,Lepidoptera,Tortricidae,Tortricidae,Ptycholoma,Ptycholoma,peritana,peritana,Ptycholoma peritana,(Clemens),1860,,Powell,1985,Ent. Calif. Ch. Isls. Proc.,,82,,,,,x,,,x,,,,,,,,0,,,,,,
