source,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,acceptedName,taxonID,scientif_1,genus,acceptedGenus,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
Cal-IBIS,1562994,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:9b31ce57-13f3-471c-9370-e413a818db66,YPM ENT 923551, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/22/70,1970,5,22,142,0,5/22/70,ENT number 923551; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:92653730-3a06-4f93-84cb-a919c0bd0723,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562994
Cal-IBIS,1562995,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:9b65a3e0-9081-4884-b992-09d959db4fbb,YPM ENT 923535, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,5/5/70,1970,5,5,125,0,5/5/70,ENT number 923535; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d053a650-dad4-4166-b057-2ddee4957536,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562995
Cal-IBIS,1562996,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:9bb42be9-0a66-4814-b21e-ec5d41a14431,YPM ENT 925154, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 925154; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:44280ccf-c37a-4607-8af6-3ec3aaeeb3b8,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562996
Cal-IBIS,1563000,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:9ee20de4-4e05-4181-9d09-e0b45f7b4273,YPM ENT 925117, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/7/70,1970,3,7,66,0,3/7/70,ENT number 925117; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d320a6cc-4671-4997-aff0-0444d42032d0,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563000
Cal-IBIS,1563001,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:9f64f913-3f9c-4bd3-92bc-cf6754702edd,YPM ENT 924015, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,5/1/70,1970,5,1,121,0,5/1/70,ENT number 924015; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:5eae137a-483e-4276-8185-3d01b13810db,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563001
Cal-IBIS,1563002,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:9fb6ef2f-f9a9-4cc4-ac74-046676e89822,YPM ENT 925146, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 925146; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:55541cdb-c99a-4d62-b01f-5b8af44313ad,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563002
Cal-IBIS,1563144,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a3cf2310-8ebd-4083-bc38-d11ca708e55a,YPM ENT 924020, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,5/1/70,1970,5,1,121,0,5/1/70,ENT number 924020; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c2a2795d-2f0e-4def-acc9-e002f3326fe7,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563144
Cal-IBIS,1563147,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a423f42b-76f0-4937-ac91-727c6d264273,YPM ENT 925148, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 925148; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a2ad5c71-ed61-4040-b652-4c4fd6831b9e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563147
Cal-IBIS,1563005,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a5d9cb5c-58c3-4320-9919-8ef27b7bbfb1,YPM ENT 925158, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 925158; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:40835a2b-97a3-4ed8-8165-b9150554ad3b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563005
Cal-IBIS,1563007,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a6bb0f97-7bd7-41f9-a0c8-93e656a82009,YPM ENT 925142, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/22/70,1970,5,22,142,0,5/22/70,ENT number 925142; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:71acd04a-3724-437c-8190-181fa06c3dd3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563007
Cal-IBIS,1563008,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a7633505-5ce2-4e3c-a482-b2d7e755fd3e,YPM ENT 925165, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/11/70,1970,3,11,70,0,3/11/70,ENT number 925165; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3db964d4-bf87-4700-a982-45a52853fd24,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563008
Cal-IBIS,1563011,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a8a50c4a-dc27-4399-b485-0b4a18bc6668,YPM ENT 923927, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/1/70,1970,3,1,60,0,3/1/70,ENT number 923927; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:afad93f8-ced0-4a52-86cf-0b8267ba22ff,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563011
Cal-IBIS,1563012,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a986820b-ea33-4b4a-b797-107cf4e57c64,YPM ENT 924022, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,5/1/70,1970,5,1,121,0,5/1/70,ENT number 924022; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:bd0088a7-e130-4495-abe8-22909c3b60b9,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563012
Cal-IBIS,1563020,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:b071960b-0e25-4bb4-bba6-d509ee9288cf,YPM ENT 925143, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/4/70,1970,4,4,94,0,4/4/70,ENT number 925143; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:00ea3fe5-1973-40cf-ba29-a57613d0a903,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563020
Cal-IBIS,1563024,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:b1c1ea60-0edd-45a5-b75f-d38ba277fc46,YPM ENT 923963, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/22/70,1970,5,22,142,0,5/22/70,ENT number 923963; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:5e3ab5f9-b620-473d-8b04-ac64c3e4ca32,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563024
Cal-IBIS,1563027,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:b2fbd4a6-08d4-4a76-9213-9a76265672e4,YPM ENT 925149, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 925149; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6726e620-9e30-4cc7-bbc7-d03252979431,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563027
Cal-IBIS,1563040,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:ba9eb83b-0475-430d-8b88-15cca5ce39e9,YPM ENT 923997, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/24/70,1970,5,24,144,0,5/24/70,ENT number 923997; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d5fed294-2450-4c90-8ceb-6b5f2dbc5604,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563040
Cal-IBIS,1563042,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:bc07cca5-f84e-4e0a-a76f-d46ec4b8e960,YPM ENT 923960, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/25/70,1970,3,25,84,0,3/25/70,ENT number 923960; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ae3a3a8e-bce7-4b24-b76e-9c996c4e5185,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563042
Cal-IBIS,1563050,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:c2985d3d-ce1f-4126-bfb9-8e963f2009fb,YPM ENT 923552, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/22/70,1970,5,22,142,0,5/22/70,ENT number 923552; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:59c979d6-1b8e-41a1-9929-3c1f77b5966a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563050
Cal-IBIS,1563054,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:c4d03db0-61b7-41c0-9c3e-7c9bbeb4030e,YPM ENT 924021, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,4/24/70,1970,4,24,114,0,4/24/70,ENT number 924021; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:548f25ec-d3b2-452c-b016-80f1d4e6e6ea,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563054
Cal-IBIS,1563055,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:c4ec2549-0e04-4538-8791-edb883066ec0,YPM ENT 925147, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 925147; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6bbc08ea-0e2e-463a-a1f7-3793b04a5bc5,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563055
Cal-IBIS,1563056,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:c5940a15-3910-4d35-80fc-1b91ceb9f5f9,YPM ENT 924292, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/1/70,1970,4,1,91,0,4/1/70,ENT number 924292; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:0d3a8409-74c5-4b95-a980-9065279b0f92,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563056
Cal-IBIS,1563061,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:cc90db66-e0b5-43fe-a56b-71847cede861,YPM ENT 925137, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/22/70,1970,3,22,81,0,3/22/70,ENT number 925137; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9724b7a2-71a7-4716-bb8a-218f09347e31,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563061
