source,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,acceptedName,taxonID,scientif_1,genus,acceptedGenus,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
Cal-IBIS,1563064,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:ce16c5a5-6ae8-4e2e-b48f-425753251f42,YPM ENT 925121, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,2/27/70,1970,2,27,58,0,2/27/70,ENT number 925121; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:11475516-cf6c-458a-8e1f-4c87fc12c0a5,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563064
Cal-IBIS,1563067,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:ced182cf-0577-4346-8215-bcbb65e32f9b,YPM ENT 923326, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/6/70,1970,6,6,157,0,6/6/70,ENT number 923326; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:2cd7721f-781a-4ecd-abcf-a60b4f2822d0,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563067
Cal-IBIS,1563069,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:cfd61fc3-475b-443c-8f1b-24071c5a8c5e,YPM ENT 923930, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/1/70,1970,3,1,60,0,3/1/70,ENT number 923930; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:e95c6837-8db7-45c1-abdf-7c1950e3746a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563069
Cal-IBIS,1563071,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:d1932e74-bdfb-4254-a74d-7ee32e78f369,YPM ENT 923515, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/31/70,1970,3,31,90,0,3/31/70,ENT number 923515; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c269f156-037c-40bd-ac90-4d3a1e56f23c,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563071
Cal-IBIS,1563078,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:d5a2108a-657b-4a65-9c9f-4976a49b73ef,YPM ENT 924019, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,5/2/70,1970,5,2,122,0,5/2/70,ENT number 924019; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:92aa5420-19bc-4728-8bd3-05dfca2f34ea,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563078
Cal-IBIS,1563082,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:d9ecb758-0fa4-4c1c-a60c-396f6bd730ce,YPM ENT 925120, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/6/70,1970,6,6,157,0,6/6/70,ENT number 925120; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c9759527-ee1e-44dc-a5e8-15be8c2c072a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563082
Cal-IBIS,1563084,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:db77136f-32d5-468c-b6dd-fc3c9dbad875,YPM ENT 925135, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Charles L. Remington, ,2/18/70,1970,2,18,49,0,2/18/70,ENT number 925135; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,2/3/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:50d41042-67b8-484e-ac92-e0d5827788ca,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563084
Cal-IBIS,1563093,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:df311e37-3ea6-4797-9b03-887d338a8541,YPM ENT 923934, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/1/70,1970,3,1,60,0,3/1/70,ENT number 923934; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:bf2f2441-b8d4-47bc-a238-884ee4ae6430,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563093
Cal-IBIS,1563094,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:df332130-3ada-4a67-8bde-48ad5f91b663,YPM ENT 925156, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 925156; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:4c538d76-8bc3-4b15-ac98-781f0a753f92,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563094
Cal-IBIS,1563095,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e09083a6-d1ac-40e5-b99c-0018bdba8858,YPM ENT 923961, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/5/70,1970,4,5,95,0,4/5/70,ENT number 923961; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:7914dd33-b9dc-4acb-ac03-7996063cf88f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563095
Cal-IBIS,1563107,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e6f2cf55-4adc-456a-b4f7-89d30188239a,YPM ENT 925140, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/23/70,1970,4,23,113,0,4/23/70,ENT number 925140; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:7cc6cd2b-3a4e-4894-a2db-a33a06e2291b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563107
Cal-IBIS,1563108,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e85a693c-ff7f-4506-84e5-43f5e052581b,YPM ENT 923992, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Charles L. Remington, ,2/28/70,1970,2,28,59,0,2/28/70,ENT number 923992; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,2/3/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:4d4c436e-4cdc-4e49-90f4-c1bd90966d91,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563108
Cal-IBIS,1563114,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:eb7a63dd-78ba-44a1-ad02-47fbe0be06a5,YPM ENT 924295, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/24/70,1970,3,24,83,0,3/24/70,ENT number 924295; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:74b29f98-06c8-4732-ac19-4b414436762e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563114
Cal-IBIS,1563116,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:ecb81b8c-6b3a-40a0-9ca6-7849dfc7462b,YPM ENT 924016, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,4/24/70,1970,4,24,114,0,4/24/70,ENT number 924016; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:57a1531f-c566-4468-abd6-f8d2c3af3999,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563116
Cal-IBIS,1563118,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:ed58af2e-7699-4e23-a8d7-fc48f16443bf,YPM ENT 923501, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/25/70,1970,3,25,84,0,3/25/70,ENT number 923501; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:0a61754f-0239-46c5-b4e3-e57f88461678,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563118
Cal-IBIS,1563120,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:eed9dd67-ace5-4523-a2b4-198df4cd90cb,YPM ENT 923563, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/20/70,1970,3,20,79,0,3/20/70,ENT number 923563; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:4ef2d9a3-147f-4733-b56d-5833812330a1,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563120
Cal-IBIS,1563124,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:f439da2c-efad-45f7-b8ec-24ca3096794c,YPM ENT 924293, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/1/70,1970,4,1,91,0,4/1/70,ENT number 924293; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:1dcd21b4-6577-4976-afc6-718b0d66bfb3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563124
Cal-IBIS,1563126,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:f4844318-760f-4fb2-afd8-ff43fc70a636,YPM ENT 924018, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,5/2/70,1970,5,2,122,0,5/2/70,ENT number 924018; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:5ed0f31a-1942-46e8-b761-9a6ab4c10f73,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563126
Cal-IBIS,1563136,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:fa793bed-6373-4844-8f38-7933c428eded,YPM ENT 925173, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,E. E. Remington, ,5/2/70,1970,5,2,122,0,5/2/70,ENT number 925173; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:51f52eac-f098-42ac-8350-2eaa3c1ac714,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563136
Cal-IBIS,1563138,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:fc0c4466-7a0c-4e30-87d7-82771288e5ee,YPM ENT 925141, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/22/70,1970,5,22,142,0,5/22/70,ENT number 925141; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:728f475a-504c-434e-a9c3-3ab48eeadb97,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563138
Cal-IBIS,1563140,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:fe8e91ae-d95c-4788-a49d-8b411740dc62,YPM ENT 923981, ,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometridae,Pero macdunnoughi,Pero macdunnoughi,353464,"Cassino and Swett, 1922",Pero,Pero,macdunnoughi, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/1/70,1970,5,1,121,0,5/1/70,ENT number 923981; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6b5bbe46-812e-439f-a5e3-c9b9236e2a3f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563140
