kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,Eliminate,SMI,SR,SCR,A,SBA,SNI,SCL,SCA,needs_info
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,antirrhinum nuttallianum subsp. subsessile,antirrhinum nuttallianum subsp. subsessile,Keep,1,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,bromus catharticus var. catharticus,bromus catharticus,Keep,,,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,malacothrix foliosa subsp. crispifolia,malacothrix foliosa subsp. crispifolia,Keep,,,,1,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,helianthemum greenei,crocanthemum greenei,Keep,1,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. bicolor,lupinus bicolor subsp. bicolor,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,mimulus parviflorus,diplacus parviflorus,Keep,1,1,1,1,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,suaeda californica,suaeda californica,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gnaphalium chilense,pseudognaphalium stramineum,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,senecio glomeratus,senecio glomeratus,Keep,1,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca arundinacea,festuca arundinacea,Keep,1,1,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,elymus triticoides,elymus triticoides,Keep,1,1,1,1,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,trifolium depauperatum var. truncatum,trifolium depauperatum,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,calystegia macrostegia subsp. amplissima,calystegia macrostegia subsp. amplissima,Keep,,,,,1,1,1,,""
,,,,,bromus madritensis subsp. madritensis,bromus madritensis subsp. madritensis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,marah guadalupensis,marah macrocarpa,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,callitriche marginata,callitriche marginata,Keep,,,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,acmispon argophyllus var. adsurgens,acmispon argophyllus var. adsurgens,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,layia platyglossa subsp. campestris,layia platyglossa,Keep,1,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,microseris douglasii subsp. tenella,microseris douglasii subsp. tenella,Keep,1,1,1,,,1,,,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago ovata var. insularis,plantago ovata var. insularis,Keep,,1,1,1,1,1,1,1,""
,,,,,lupinus adsurgens var. adsurgens,lupinus adsurgens,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cakile maritima subsp. maritima,cakile maritima subsp. maritima,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. erectoides,crassula connata,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,lithophragma maximum,lithophragma maximum,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,stebbinsoseris heterocarpa,stebbinsoseris heterocarpa,Keep,,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex lentiformis subsp. breweri,atriplex lentiformis,Keep,,,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja affinis subsp. insularis,castilleja affinis subsp. affinis,Keep,1,1,1,1,,,,1,""
,,,,,trifolium variegatum,trifolium variegatum,,,,,,,,,,Yes
,,,,,drosanthemum floribundum,drosanthemum floribundum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,andropogon glomeratus,andropogon glomeratus var. scabriglumis,Keep,,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia californica,eulobus californicus,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus parvula var. parvula,quercus parvula var. parvula,Keep,,,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium porrigens var. porrigens,galium porrigens var. porrigens,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,bromus catharticus,bromus catharticus,Keep,,,1,,,1,1,1,""
,,,,,henrya laxa,henrya laxa,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,plantago elongata subsp. pentasperma,plantago elongata,Keep,1,1,1,,,1,,,""
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,cuscuta occidentalis,cuscuta occidentalis,Keep,,,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,filago arizonica,logfia arizonica,Keep,,,1,,1,,1,1,""
,,,,,epilobium canum subsp. garrettii,epilobium canum subsp. garrettii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,mahonia pinnata subsp. insularis,berberis pinnata subsp. insularis,Keep,,1,1,1,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,cytisus monspessulanus,genista monspessulana,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Themidaceae,bloomeria crocea var. crocea,bloomeria crocea var. crocea,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca microstachys,festuca microstachys,Keep,1,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis robusta,camissoniopsis robusta,Keep,1,,1,,,,1,1,""
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,pentagramma viscosa,pentagramma viscosa,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pseudognaphalium luteoalbum,pseudognaphalium luteoalbum,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,mirabilis laevis var. cordifolia,mirabilis laevis var. crassifolia,Keep,,1,1,1,1,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus wrangelianus,acmispon wrangelianus,Keep,1,1,1,1,,,,1,""
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,cheilanthes newberryi,myriopteris newberryi,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,cardaria draba,lepidium draba,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus strigosus var. strigosus,acmispon strigosus,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,rumex pulcher,rumex pulcher,Keep,,,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,madia exigua,madia exigua,Keep,,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,gnaphalium microcephalum,pseudognaphalium microcephalum,Keep,,1,1,1,1,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,bromus carinatus var. marginatus,bromus sitchensis var. carinatus,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,medicago polymorpha var. brevispina,medicago polymorpha,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,erigeron foliosus var. stenophyllus,erigeron foliosus var. foliosus,Keep,1,1,1,1,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,urtica dioica subsp. holosericea,urtica dioica subsp. holosericea,Keep,,,1,1,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,guillenia lasiophylla,caulanthus lasiophyllus,Keep,1,1,1,1,1,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus subsp. puberulus,lathyrus vestitus var. vestitus,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,filago californica,logfia filaginoides,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus subpinnatus,acmispon strigosus,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,paspalum dilatatum,paspalum dilatatum,Keep,,,,,,,1,1,""
,,,,,mimulus aurantiacus var. pubescens,mimulus aurantiacus var. pubescens,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus phaeocephalus,juncus phaeocephalus var. phaeocephalus,Keep,,1,,,,,,,""
,,,,,chenopodium berlandieri var. sinuatum,chenopodium berlandieri var. sinuatum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,hirschfeldia incana,hirschfeldia incana,Keep,1,1,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia perfoliata subsp. mexicana,claytonia perfoliata,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,sisymbrium altissimum,sisymbrium altissimum,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus subsp. vestitus,lathyrus vestitus var. vestitus,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,trifolium gracilentum var. palmeri,trifolium palmeri,Keep,,,,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,uropappus lindleyi,uropappus lindleyi,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,crypsis schoenoides,crypsis schoenoides,Keep,,,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hieracium argutum,hieracium argutum,Keep,,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,achillea millefolium var. arenicola,achillea millefolium,Keep,1,1,1,1,1,1,1,1,""
,,,,,cercocarpus betuloides subsp. blancheae,cercocarpus betulifolius var. blancheae,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus betuloides subsp. blancheae,cercocarpus betuloides var. blancheae,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia robusta,camissoniopsis robusta,Keep,1,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum var. lasiocarpum,lepidium lasiocarpum subsp. lasiocarpum,Keep,,,,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,helianthus annuus subsp. lenticularis,helianthus annuus,Keep,,,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,galium californicum subsp. miguelense,galium californicum subsp. miguelense,Keep,1,1,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,matricaria matricarioides,matricaria discoidea,Keep,,1,1,1,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,stipa miliacea var. miliacea,stipa miliacea var. miliacea,Keep,1,1,1,1,,1,1,1,""
,,,,,populus x parryi,populus x parryi,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,isomeris arborea,peritoma arborea,Keep,,1,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,acmispon parviflorus,acmispon parviflorus,Keep,,,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lobularia maritima,lobularia maritima,Keep,,,,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salicornia subterminalis,arthrocnemum subterminale,Keep,1,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,layia platyglossa subsp. platyglossa,layia platyglossa,Keep,1,1,1,,,,1,1,""
,,,,,dudleya blochmaniae subsp. blochmaniae ? d. greenei,dudleya blochmaniae subsp. blochmaniae ? d. greenei,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,spergularia bocconi,spergularia bocconi,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,vicia americana var. americana,vicia americana subsp. americana,Keep,1,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,phacelia cicutaria var. hispida,phacelia cicutaria var. hispida,Keep,,1,1,1,,,1,1,""
,,,,,schoenoplectus maritimus,bolboschoenus maritimus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,schoenoplectus maritimus,bolboschoenus maritimus subsp. paludosus,Keep,1,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,hordeum brachyantherum subsp. californicum,hordeum brachyantherum subsp. californicum,Keep,1,1,1,1,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,cyperus odoratus,cyperus odoratus,Keep,,,1,,,,,1,""
,,,,,trifolium albopurpureum var. dichotomum,trifolium dichotomum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,trifolium depauperatum var. amplectens,trifolium depauperatum,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys collinus var. californicus,plagiobothrys collinus var. californicus,Keep,,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,crassula connata var. eremica,crassula connata,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,orobanche fasciculata,aphyllon fasciculatum,Keep,,1,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,rhamnus californica,frangula californica subsp. californica,Keep,,,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,dudleya blochmaniae subsp. insularis,dudleya blochmaniae subsp. insularis,Keep,,1,,,,,,,""
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,pellaea mucronata var. mucronata,pellaea mucronata var. mucronata,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,parietaria hespera var. californica,parietaria hespera var. californica,Keep,1,1,1,,,,1,1,""
,,,,,zostera japonica,zostera japonica,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus mexicana,sambucus nigra subsp. caerulea,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissonia ignota,camissoniopsis ignota,Keep,,1,1,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,microseris douglasii subsp. douglasii,microseris douglasii subsp. douglasii,Keep,,,,,,1,1,,""
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus bicolor,leptosiphon bicolor,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,carex subbracteata,carex subbracteata,Keep,,1,1,,,,,,""
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,polystichum imbricans subsp. imbricans,polystichum imbricans subsp. imbricans,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,petunia parviflora,petunia parviflora,Keep,,1,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex argentea subsp. expansa,atriplex argentea var. expansa,Keep,,1,1,,,1,1,1,""
,,,,,pellaea andromedifolia var. andromedifolia,pellaea andromedifolia var. andromedifolia,,,,,,,,,,Yes
,,,,,perityle crassifolia var. robusta,perityle crassifolia var. robusta,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,microseris douglasii,microseris douglasii,Keep,,,,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,aphanes occidentalis,aphanes occidentalis,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,extriplex californica,extriplex californica,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon pygmaeus subsp. pygmaeus,leptosiphon pygmaeus subsp. pygmaeus,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,malva pseudolavatera,malva pseudolavatera,Keep,1,1,,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus moranii,lupinus guadalupensis,Keep,,,,,,,1,,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia filaginoides,logfia filaginoides,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,herniaria hirsuta var. cinerea,herniaria hirsuta var. cinerea,Keep,1,1,,,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,trifolium palmeri,trifolium palmeri,Keep,,,,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Adoxaceae,sambucus nigra subsp. caerulea,sambucus nigra subsp. caerulea,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,polygonum aviculare subsp. depressum,polygonum aviculare,Keep,,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,stephanomeria virgata subsp. virgata,stephanomeria virgata subsp. virgata,Keep,,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,amaranthus albus,amaranthus albus,Keep,,1,1,1,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus var. vestitus,lathyrus vestitus var. vestitus,Keep,,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca octoflora,festuca octoflora,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,emmenanthe penduliflora var. penduliflora,emmenanthe penduliflora var. penduliflora,Keep,,,1,,,,1,1,""
,,,,,logfia filaginioides,logfia filaginioides,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,microseris douglasii subsp. platycarpha,microseris douglasii subsp. platycarpha,Keep,,,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,convolvulus simulans,convolvulus simulans,Keep,,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,trifolium tridentatum var. aciculare,trifolium willdenovii,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,marah macrocarpa var. major,marah macrocarpa,Keep,1,1,1,1,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,eriophyllum confertiflorum var. confertiflorum,eriophyllum confertiflorum var. confertiflorum,Keep,1,1,1,1,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,laennecia coulteri,laennecia coulteri,Keep,,1,1,,1,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca myuros,festuca myuros,Keep,1,1,1,1,1,1,1,1,""
,,,,,dudleya edulis,dudleya edulis,,,,,,,,,,Yes
,,,,,lepidium virginicum var. pubescens,lepidium virginicum var. menziesii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum var. pubescens,lepidium virginicum subsp. menziesii,Keep,,,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,hypochaeris radicata,hypochaeris radicata,Keep,,,,,,1,1,1,""
,,,,,saltugilia australis,gilia australis,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,hainardia cylindrica,hainardia cylindrica,Keep,1,1,1,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja exserta subsp. exserta,castilleja exserta subsp. exserta,Keep,1,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,isocoma menziesii var. menziesii,isocoma menziesii,Keep,1,1,1,1,,1,1,1,""
,,,,,abronia maritima x umbellata,abronia maritima x umbellata,,,,,,,,,,Yes
,,,,,lepidium lasiocarpum subsp. lasiocarpum,lepidium lasiocarpum var. lasiocarpum,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum subsp. lasiocarpum,lepidium lasiocarpum subsp. lasiocarpum,Keep,,,,,,1,1,1,""
,,,,,malacothrix incana x m foliosa polycephala,malacothrix incana x m foliosa polycephala,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,mentzelia affinis,mentzelia affinis,Keep,,,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,orobanche parishii subsp. brachyloba,aphyllon parishii subsp. brachylobum,Keep,1,1,1,,,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,microseris elegans,microseris elegans,Keep,1,,1,,,1,1,,""
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,draba cuneifolia,draba cuneifolia,Keep,,,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,sonchus tenerrimus,sonchus tenerrimus,Keep,,,,,1,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropaceae,heliotropium curassavicum var. oculatum,heliotropium curassavicum var. oculatum,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,salicornia virginica,salicornia pacifica,Keep,1,1,1,1,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,cercocarpus traskiae,cercocarpus traskiae,Keep,,,,,,,,1,""
,,,,,cynara scolymus,cynara cardunculus subsp. cardunculus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,brassica geniculata,hirschfeldia incana,Keep,1,1,1,,,1,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,acmispon argophyllus var. argophyllus,acmispon argophyllus var. argophyllus,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,claytonia parviflora subsp. parviflora,claytonia parviflora subsp. parviflora,Keep,1,,1,,1,1,,1,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,castilleja densiflora subsp. densiflora,castilleja densiflora,Keep,1,1,1,,,1,,,""
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,piptatherum miliaceum,stipa miliacea var. miliacea,Keep,1,1,1,1,,1,1,1,""
,,,,,malacothrix incana x m. foliosa polycephala,malacothrix incana x m. foliosa polycephala,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,festuca perennis,festuca perennis,Keep,1,1,1,1,1,1,1,1,""
,,,,,nerium oleander,nerium oleander,,,,,,,,,,Yes
,,,,,lagunaria patersonii,lagunaria patersonii,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,asclepias curassavica,asclepias curassavica,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,euphorbia serpens,euphorbia serpens,Keep,,,,,,,1,1,""
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,platanthera elongata,piperia elongata,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,allophyllum glutinosum,allophyllum glutinosum,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,abutilon theophrasti,abutilon theophrasti,Elim,,,,,,,,,""
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,salvia clevelandii,salvia clevelandii,Elim,,,,,,,,,""
,,,,,anthemis arvensis,anthemis arvensis,,,,,,,,,,Yes
,,,,,sorghum halepense,sorghum halepense,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,sanicula crassicaulis,sanicula crassicaulis,Keep,,,,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,pentachaeta lyonii,pentachaeta lyonii,Keep,,,,,,,,1,""
,,,,,asclepias erosa,asclepias erosa,,,,,,,,,,Yes
,,,,,cynara cardunculus subsp. cardunculus,cynara cardunculus subsp. cardunculus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,quercus douglasii,quercus douglasii,Keep,,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,camissoniopsis intermedia,camissoniopsis intermedia,Keep,1,,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,atriplex suberecta,atriplex suberecta,Keep,,,,1,,,,1,""
,,,,,mimulus aurantiacus var. puniceus,mimulus aurantiacus var. puniceus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys canescens var. catalinensis,plagiobothrys canescens var. catalinensis,Keep,,1,1,1,,,1,1,""
,,,,,pennisetum setaceum,cenchrus setaceus,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,populus trichocarpa,populus trichocarpa,Keep,,1,1,,,,,1,""
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,plagiobothrys collinus var. gracilis,plagiobothrys collinus var. gracilis,Keep,1,,1,1,,,1,1,""
,,,,,primula clevelandii subsp. insulare,primula clevelandii subsp. insulare,,,,,,,,,,Yes
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,vicia exigua var. hassei,vicia hassei,Keep,1,1,1,1,,1,1,1,""
,,,,,verbena tenuisecta,verbena pulchella,,,,,,,,,,Yes
