Family,Taxa_name,Syn,Eliminate,assign_by_island,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Oxalidaceae,Oxalis articulata subsp. rubra,,,,,1,,,,,,1
Oxalidaceae,Oxalis californica,,,,,,1,,,,,1
Oxalidaceae,Oxalis corniculata,,,,,,1,,,1,1,1
Oxalidaceae,Oxalis pes-caprae,,,,1,,1,,,1,1,1
Papaveraceae,Dendromecon harfordii,,,,,1,1,,,,1,1
Papaveraceae,Dendromecon rigida,,,,,,1,,,,,
Papaveraceae,Eschscholzia caespitosa,,,,,,,,,,,
Papaveraceae,Eschscholzia californica,,,,1,1,1,,,1,1,1
Papaveraceae,Eschscholzia ramosa,,,,,1,1,1,1,1,1,1
Papaveraceae,Meconella denticulata,,,,,,1,,,,,
Papaveraceae,Papaver californicum,,,,,1,1,,,,,1
Papaveraceae,Papaver heterophyllum,,,,1,1,1,1,1,,1,1
Papaveraceae,Papaver somniferum,,,,,,1,,,,,
Papaveraceae,Platystemon californicus,,,,1,1,1,1,1,1,,1
Papaveraceae,Romneya coulteri,,,,,,,,,,,1
Phrymaceae,Diplacus aurantiacus,,,,,,,,,,,
Phrymaceae,Diplacus longiflorus,,,,,1,1,,,,,
Phrymaceae,Diplacus parviflorus,,,,1,1,1,1,,,1,
Phrymaceae,Diplacus puniceus,,,,,,,,,,,1
Phrymaceae,Diplacus traskiae,,,,,,,,,,,1
Phrymaceae,Erythranthe cardinalis,,,,,,1,,,,,1
Phrymaceae,Erythranthe floribunda,,,,,1,,,,,1,1
Phrymaceae,Erythranthe guttata ,,,,,1,1,,,,1,1
Phrymaceae,Erythranthe nasuta,,,,,,1,,,,,
Pinaceae,Pinus canariensis,,,,,,,,,,,1
Pinaceae,Pinus halepensis,,,,,,,,,,,1
Pinaceae,Pinus muricata,Pinus muricata var. muricata,,,,1,1,,,,,1
Pinaceae,Pinus muricata var. muricata,,,,,1,1,,,,,1
Pinaceae,Pinus pinea,,,,,,1,,,,,
Pinaceae,Pinus radiata,,,,1,,,,,,,
Pinaceae,Pinus torreyana,Pinus torreyana subsp. insularis,,,,1,,,,,,
Pinaceae,Pinus torreyana subsp. insularis,,,,,1,,,,,,
Pittosporaceae,Pittosporum undulatum,,,,,,,,,,,1
Plantaginaceae,Antirrhinum kelloggii,,,,,,1,,,,,1
Plantaginaceae,Antirrhinum nuttallianum,Antirrhinum nuttallianum subsp. subsessile,,,1,1,1,1,,,1,1
Plantaginaceae,Antirrhinum nuttallianum subsp. nuttallianum,,elim,,,,,,,,,
Plantaginaceae,Antirrhinum nuttallianum subsp. subsessile,,,,1,1,1,1,,,1,1
Plantaginaceae,Antirrhinum thompsonii,,,,,1,1,,,,,
Plantaginaceae,Callitriche marginata,,,,,,,,,,1,1
Plantaginaceae,Callitriche stagnalis,,elim,,,,,,,,,
Plantaginaceae,Collinsia heterophylla var. heterophylla,,,,,1,,,,,1,1
Plantaginaceae,Gambelia speciosa,,,,,,,,1,,1,1
Plantaginaceae,Keckiella cordifolia,,,,,1,1,1,,,1,1
Plantaginaceae,Kickxia elatine,,,,,,,,,,,1
Plantaginaceae,Linaria bipartita,,,,,,,,,,,
Plantaginaceae,Nuttallanthus texanus,,,,1,1,1,1,,,1,1
Plantaginaceae,Plantago coronopus,,,,1,,,1,,1,1,1
Plantaginaceae,Plantago elongata,,,,1,1,1,,,1,,
Plantaginaceae,Plantago erecta,,,,,1,1,1,,1,1,1
Plantaginaceae,Plantago lanceolata,,,,1,1,1,,,,1,1
Plantaginaceae,Plantago major,,,,,,1,,,1,,1
Plantaginaceae,Plantago maritima,,,,,1,,,,,,
Plantaginaceae,Plantago ovata var. insularis,,,,,1,1,1,1,1,1,1
Plantaginaceae,Plantago subnuda,,,,,1,1,,,,,
Plantaginaceae,Veronica anagallis-aquatica,,,,,,1,,,,,
Plantaginaceae,Veronica arvensis,,,,,,,,,,,1
Plantaginaceae,Veronica peregrina,,elim,,,,,,,,,
Platanaceae,Platanus racemosa,,,,,,1,,,,,1
Plumbaginaceae,Armeria maritima subsp. californica,,,,,1,,,,,,
Plumbaginaceae,Limonium perezii,,,,,,,,,,1,
Plumbaginaceae,Limonium sinuatum,,,,,,,1,,,1,1
Poaceae,Aegilops cylindrica,,,,1,,,,,,,1
Poaceae,Agrostis exarata,,,,,,1,,,,,
Poaceae,Agrostis pallens,,,,,1,1,,,,,1
Poaceae,Agrostis stolonifera,,,,,1,,1,,,,1
Poaceae,Aira caryophyllea,,,,,,,,,,,1
Poaceae,Ammophila arenaria,,,,,,,,,1,,
Poaceae,Andropogon glomeratus var. scabriglumis,,,,,,1,,,,,1
Poaceae,Aristida adscensionis,,,,,1,1,,,,1,1
Poaceae,Aristida ternipes var. gentilis,,,,,,1,,,,,
Poaceae,Arundo donax,,,,,1,1,,,1,,1
Poaceae,Avena barbata,,,,1,1,1,1,1,1,1,1
Poaceae,Avena fatua,,,,1,1,1,1,1,1,1,1
Poaceae,Avena sativa,,,,,1,1,,,,1,1
Poaceae,Bothriochloa barbinodis,,,,,,,,,,,1
Poaceae,Brachypodium distachyon,,,,,,1,,,1,1,1
Poaceae,Briza minor,,,,,,,1,,,,1
Poaceae,Bromus arizonicus,,,,1,1,1,1,1,1,1,1
Poaceae,Bromus berteroanus,,,,1,1,1,1,1,1,1,1
Poaceae,Bromus catharticus,,,,,,1,,,1,1,1
Poaceae,Bromus diandrus,,,,1,1,1,1,1,1,1,1
Poaceae,Bromus hordeaceus,,,,1,1,1,1,1,1,1,1
Poaceae,Bromus maritimus,,,,1,1,1,1,,,,
Poaceae,Bromus pseudolaevipes,,,,,1,1,,,,,1
Poaceae,Bromus rubens,,,,1,1,1,1,1,1,1,1
Poaceae,Bromus sitchensis var. carinatus,,,,1,1,1,1,,1,1,1
Poaceae,Bromus sitchensis var. marginatus,,elim,,,,,,,,,
Poaceae,Bromus sterilis,,,,,,,,,,,1
Poaceae,Calamagrostis rubescens,,,,,,1,,,,,
Poaceae,Chloris virgata,,,,,,,,,,1,1
Poaceae,Cortaderia selloana,,,,1,1,1,,,1,,1
Poaceae,Crypsis aculeata,,elim,,,,,,,,,
Poaceae,Crypsis schoenoides,,,,,,,,,,1,1
Poaceae,Crypsis vaginiflora,,,,,,,,,,,1
Poaceae,Cynodon dactylon,,,,1,1,1,1,1,1,1,1
Poaceae,Dactylis glomerata,,,,,,1,,,,1,1
Poaceae,Dactyloctenium aegyptium,,,,,,,,,,,1
Poaceae,Danthonia californica,,,,,1,,,,,,
Poaceae,Deschampsia atropurpurea,,elim,,,,,,,,,
Poaceae,Deschampsia danthonioides,,,,,,,,,,1,
Poaceae,Desmazeria rigida,,,,,,,,,,,1
Poaceae,Distichlis littoralis,,,,,1,,,,,,1
Poaceae,Distichlis spicata,,,,1,1,1,1,,1,1,1
Poaceae,Echinochloa crus-galli,,,,,,,,,,1,1
Poaceae,Ehrharta calycina,,,,,,,,,,1,1
Poaceae,Ehrharta erecta,,,,,,1,,,,,1
Poaceae,Elymus condensatus,,,,1,1,1,1,,1,1,1
Poaceae,Elymus glaucus subsp. glaucus,,,,,1,1,,,,,1
Poaceae,Elymus multisetus,,,,,,,,,,,1
Poaceae,Elymus pacificus,,,,1,1,,,,1,,
Poaceae,Elymus repens,,,,1,,,,,,,
Poaceae,Elymus tritcoides,Elymus triticoides,,,1,1,1,1,,1,,1
Poaceae,Elymus triticoides,,,,1,1,1,1,,1,,1
Poaceae,Festuca arundinacea,,,,1,1,1,,,1,1,1
Poaceae,Festuca bromoides,,,,1,1,1,1,1,1,1,1
Poaceae,Festuca microstachys,,,,1,1,1,1,,,1,1
Poaceae,Festuca myuros,,,,1,1,1,1,1,1,1,1
Poaceae,Festuca octoflora,,,,1,1,1,1,1,1,1,1
Poaceae,Festuca perennis,,,,1,1,1,1,1,1,1,1
Poaceae,Festuca temulenta,,,,1,1,1,1,1,1,1,1
Poaceae,Gastridium phleoides,,,,,1,1,,,,1,1
Poaceae,Hainardia cylindrica,,,,1,1,1,,,,1,1
Poaceae,Hordeum brachyantherum,Hordeum brachyantherum subsp. californicum,,,1,1,1,1,,1,,1
Poaceae,Hordeum brachyantherum subsp. californicum,,,,1,1,1,1,,1,,1
Poaceae,Hordeum depressum,,,,,,1,,,,,
Poaceae,Hordeum intercedens,,,,1,1,1,1,1,1,1,1
Poaceae,Hordeum marinum,Hordeum marinum subsp. gussoneanum,,,,1,1,,,1,1,1
Poaceae,Hordeum marinum subsp. gussoneanum,,,,,1,1,,,1,1,1
Poaceae,Hordeum murinum,,,,,,,,,,,
Poaceae,Hordeum murinum subsp. glaucum,,,,1,1,1,1,1,1,1,1
Poaceae,Hordeum murinum subsp. leporinum,,,,1,1,1,1,1,1,1,1
Poaceae,Hordeum murinum subsp. murinum,,,,,,,,,,,
Poaceae,Hordeum vulgare,,,,,1,1,,,1,1,1
Poaceae,Koeleria gerardii,,,,,,1,,,,1,
Poaceae,Koeleria macrantha,,,,1,1,1,,,,,
Poaceae,Lamarckia aurea,,,,1,1,1,1,1,1,1,1
Poaceae,Leptochloa fusca subsp. uninervia,,,,,,,,,,,
Poaceae,Melica imperfecta,,,,1,1,1,1,1,1,1,1
Poaceae,Muhlenbergia appressa,,,,,,,,,,,
Poaceae,Muhlenbergia microsperma,,,,1,1,1,1,1,1,1,1
Poaceae,Panicum capillare,,,,,,,,,,,1
Poaceae,Parapholis incurva,,,,1,1,1,1,1,1,1,1
Poaceae,Paspalum dilatatum,,,,,,,,,,1,1
Poaceae,Paspalum distichum,,,,,,1,,,,,1
Poaceae,Pennisetum clandestinum,,,,1,1,1,1,,1,,1
Poaceae,Phalaris aquatica,,,,,,,,,,1,1
Poaceae,Phalaris canariensis,,,,,1,1,,,1,,1
Poaceae,Phalaris caroliniana,,,,,,1,,1,1,1,1
Poaceae,Phalaris lemmonii,,,,1,1,,,,,1,1
Poaceae,Phalaris minor,,,,1,1,1,1,1,1,1,1
Poaceae,Phalaris paradoxa,,,,,,1,1,,1,1,1
Poaceae,Poa annua,,,,1,1,1,1,1,1,1,1
Poaceae,Poa douglasii,,,,1,1,,,,,,
Poaceae,Poa howellii,,,,,,1,,,,,
Poaceae,Poa palustris,,,,,,,,,,,
Poaceae,Poa secunda subsp. secunda,,,,,1,1,1,,1,1,1
Poaceae,Poa thomasii,,,,,,,,,,1,1
Poaceae,Polypogon interruptus,,,,1,1,1,,,,1,1
Poaceae,Polypogon monspeliensis,,,,1,1,1,1,1,1,1,1
Poaceae,Polypogon viridis,,,,,1,1,1,1,,1,1
Poaceae,Schismus arabicus,,,,,,1,,1,1,1,1
Poaceae,Schismus barbatus,,,,,,1,,1,,1,1
Poaceae,Stenotaphrum secundatum,,,,,,,,,1,,
Poaceae,Stipa cernua,,,,1,1,1,1,,1,1,1
Poaceae,Stipa diegoensis,,,,1,1,1,1,,1,,
Poaceae,Stipa lepida,,,,1,1,1,1,1,1,1,1
Poaceae,Stipa miliacea var. miliacea,,,,1,1,1,1,,1,1,1
Poaceae,Stipa pulchra,,,,1,1,1,1,1,1,1,1
Poaceae,Stipa speciosa,,elim,,,,,,,,,
Poaceae,Stipa tenuissima,,,,,,,,,,,1
Poaceae,Triticum aestivum,,,,,,,,,1,,1
Polemoniaceae,Allophyllum glutinosum,,,,,,,,,,,1
Polemoniaceae,Eriastrum filifolium,,,,,,1,,,,1,1
Polemoniaceae,Gilia achilleifolia subsp. multicaulis,,,,,1,,,1,,,
Polemoniaceae,Gilia angelensis,,,,,,1,,,,,1
Polemoniaceae,Gilia capitata subsp. abrotanifolia ,,,,,,1,,,,,1
Polemoniaceae,Gilia clivorum,,,,1,1,1,1,,,,1
Polemoniaceae,Gilia nevinii,,,,,1,1,1,1,1,1,1
Polemoniaceae,Gilia tenuiflora subsp. hoffmannii,,,,,1,,,,,,
Polemoniaceae,Leptosiphon bicolor,,,,,1,1,,,,1,1
Polemoniaceae,Leptosiphon parviflorus,,,,1,1,1,,,,,1
Polemoniaceae,Leptosiphon pygmaeus subsp. pygmaeus,,,,,,,,,,1,
Polemoniaceae,Linanthus dianthiflorus,,,,,,1,,,,,1
Polemoniaceae,Navarretia atractyloides,,,,,1,1,,,,1,1
Polemoniaceae,Navarretia hamata,Navarretia hamata subsp. leptantha,,,,,1,,,,1,1
Polemoniaceae,Navarretia hamata subsp. leptantha,,,,,,1,,,,1,1
Polygalaceae,Polygala californica,,,,,,1,,,,,
Polygonaceae,Chorizanthe leptotheca,,elim,,,,,,,,,
Polygonaceae,Chorizanthe staticoides,,,,,,,,,,,1
Polygonaceae,Chorizanthe wheeleri,,,,,1,1,,,,,
Polygonaceae,Eriogonum arborescens,,,,,1,1,1,,,,
Polygonaceae,Eriogonum cinereum,,,,,1,,,,1,,
Polygonaceae,Eriogonum fasciculatum,,,,,,,,,1,,1
Polygonaceae,Eriogonum fasciculatum var. fasciculatum,Eriogonum fasciculatum,,,,,,,,,,1
Polygonaceae,Eriogonum fasciculatum var. polifolium,Eriogonum fasciculatum,,,,,,,,1,,
Polygonaceae,Eriogonum giganteum,,,assign by island,,,,,,,,
Polygonaceae,Eriogonum giganteum var. compactum,,,assign by island,,,,,1,,,
Polygonaceae,Eriogonum giganteum var. formosum,,,assign by island,,,,,,,1,
Polygonaceae,Eriogonum giganteum var. giganteum,,,assign by island,,,1,,,,,1
Polygonaceae,Eriogonum grande,,,assign by island,,,,,,,,
Polygonaceae,Eriogonum grande var. grande,,,assign by island,,,1,1,,,1,1
Polygonaceae,Eriogonum grande var. rubescens,,,assign by island,1,1,1,1,,,,
Polygonaceae,Eriogonum grande var. timorum,,,assign by island,,,,,,1,,
Polygonaceae,Lastarriaea coriacea,,,,,1,1,,,,,1
Polygonaceae,Persicaria lapathifolia,,,,,,1,,,,,
Polygonaceae,Polygonum argyrocoleon,,,,,,1,,,1,1,1
Polygonaceae,Polygonum aviculare,,,,,1,1,1,,1,1,1
Polygonaceae,Pterostegia drymarioides,,,,1,1,1,1,1,1,1,1
Polygonaceae,Rumex acetosella,,,,,1,1,,,,,
Polygonaceae,Rumex conglomeratus,,,,,1,1,,,,1,1
Polygonaceae,Rumex crispus,,,,1,1,1,1,,1,1,1
Polygonaceae,Rumex obtusifolius,,,,,,,,,1,,
Polygonaceae,Rumex pulcher,,,,,,1,,,,,
Polygonaceae,Rumex salicifolius,,,,1,1,1,,,1,1,1
Polypodiaceae,Polypodium californicum,,,,,1,1,1,1,1,1,1
Polypodiaceae,Polypodium scouleri,,,,,,1,,,,,
Portulacaceae,Portulaca oleracea,,,,,,1,,,,,1
Potamogetonaceae,Potamogeton crispus,,,,,,,,,,,1
Potamogetonaceae,Potamogeton foliosus subsp. foliosus,,,,,,,,,,1,1
Potamogetonaceae,Stuckenia pectinata,,,,,1,1,,,,1,1
Primulaceae,Primula clevelandii var. insularis,,,,,,,,,,,
Pteridaceae,Adiantum aleuticum,,,,,,1,,,,,
Pteridaceae,Adiantum capillus-veneris ,,,,,1,1,1,,,,1
Pteridaceae,Adiantum jordanii ,,,,1,1,1,1,,1,1,1
Pteridaceae,Aspidotis californica,,,,,,1,,,,,1
Pteridaceae,Myriopteris clevelandii ,,,,,1,1,,,,,
Pteridaceae,Myriopteris cooperae ,,,,,,1,,,,,
Pteridaceae,Myriopteris newberryi,,,,,,,,,,1,
Pteridaceae,Notholaena californica,,,,,,,,,,,1
Pteridaceae,Pellaea andromedifolia ,,,,1,1,1,1,,1,1,1
Pteridaceae,Pellaea mucronata var. mucronata,,,,,1,1,,,,1,1
Pteridaceae,Pentagramma triangularis ,,,,1,1,1,1,,1,1,1
Pteridaceae,Pentagramma viscosa,,,,,1,1,,,,1,1
Ranunculaceae,Clematis lasiantha,,,,,,1,,,,,
Ranunculaceae,Clematis ligusticifolia,,,,,1,1,,,,,1
Ranunculaceae,Clematis pauciflora,,,,,,1,,,,,
Ranunculaceae,Delphinium parryi,,,assign by island,,,,,,,,
Ranunculaceae,Delphinium parryi subsp. maritimum,,,assign by island,1,1,1,1,,,,1
Ranunculaceae,Delphinium parryi subsp. parryi,,,assign by island,,,1,,,,,1
Ranunculaceae,Delphinium variegatum,,,,,,,,,,,
Ranunculaceae,Delphinium variegatum subsp. kinkiense,,,,,,,,,,1,
Ranunculaceae,Delphinium variegatum subsp. thornei,,,,,,,,,,1,
Ranunculaceae,Ranunculus californicus,Ranunculus californicus var. cuneatus,,,1,1,1,,,,,
Ranunculaceae,Ranunculus californicus var. cuneatus,,,,1,1,1,,,,,
Ranunculaceae,Ranunculus hebecarpus,,,,,,1,,,,,1
Resedaceae,Oligomeris linifolia,,,,1,1,1,1,1,1,1,1
Resedaceae,Reseda odorata,,,,,,,,,,,
Rhamnaceae,Ceanothus arboreus,,,,,1,1,,,,,1
Rhamnaceae,Ceanothus crassifolius,,elim,,,,,,,,,
Rhamnaceae,Ceanothus megacarpus,,elim,,,,,,,,,
Rhamnaceae,Ceanothus megacarpus var. insularis,,,,,1,1,1,,,1,1
Rhamnaceae,Ceanothus megacarpus var. megacarpus,,,,,,1,1,,,1,1
Rhamnaceae,Frangula californica,Frangula californica subsp. californica,,,,,1,,,,,
Rhamnaceae,Frangula californica subsp. californica,,,,,,1,,,,,
Rhamnaceae,Rhamnus pirifolia,,,,,1,1,,,,1,1
Rosaceae,Adenostoma fasciculatum,,,,,,,,,,,
Rosaceae,Adenostoma fasciculatum var. fasciculatum,,,,,1,1,,,,1,1
Rosaceae,Adenostoma fasciculatum var. prostratum,,,,,1,1,,,,,1
Rosaceae,Aphanes arvensis,,elim,,,,,,,,,
Rosaceae,Aphanes occidentalis,,,,,1,1,,,,1,1
Rosaceae,Cercocarpus betulioides var blancheae,Cercocarpus betuloides var. blancheae,,,,1,1,,,,,1
Rosaceae,Cercocarpus betuloides,,,,,,,,,,,
Rosaceae,Cercocarpus betuloides var. blancheae,,,,,1,1,,,,,1
Rosaceae,Cercocarpus traskiae,,,,,,,,,,,1
Rosaceae,Cotoneaster pannosus,,,,,,,,,,,1
Rosaceae,Drymocallis glandulosa var. wrangelliana,,,,,,,,,,,1
Rosaceae,Heteromeles arbutifolia,,,,1,1,1,1,,1,1,1
Rosaceae,Holodiscus discolor var. discolor,,,,,,1,,,,,1
Rosaceae,Lyonothamnus floribundus,,,assign by island,,,,,,,,
Rosaceae,Lyonothamnus floribundus subsp. aspleniifolius,,,assign by island,,,1,,,,1,
Rosaceae,Lyonothamnus floribundus subsp. floribundus,,,assign by island,,,,,,,,1
Rosaceae,Potentilla anserina subsp. pacifica,,,,1,,1,,,,,
Rosaceae,Poterium sanguisorba,,,,,,,,,,,1
Rosaceae,Prunus ilicifolia,Prunus ilicifolia subsp. lyonii,,,,1,1,1,,,1,1
Rosaceae,Prunus ilicifolia subsp. lyonii,,,,,1,1,1,,,1,1
Rosaceae,Rosa californica,,,,,1,1,,,,,1
Rosaceae,Rubus armeniacus,,,,,,,,,,,1
Rosaceae,Rubus ursinus,,,,1,1,1,,,,,1
Rubiaceae,Galium angustifolium,,,assign by island,,,,,,,,
Rubiaceae,Galium angustifolium subsp. angustifolium,,,assign by island,,,,,,,,1
Rubiaceae,Galium angustifolium subsp. foliosum,,,assign by island,,1,1,1,,,,
Rubiaceae,Galium aparine,,,,1,1,1,1,1,1,1,1
Rubiaceae,Galium buxifolium,,,,1,1,1,,,,,
Rubiaceae,Galium californicum,,,,1,1,1,,,,,
Rubiaceae,Galium californicum subsp. flaccidum,,,,,,1,,,,,
Rubiaceae,Galium californicum subsp. miguelense,,,,1,1,,,,,,
Rubiaceae,Galium catalinense,,,assign by island,,,,,,,,
Rubiaceae,Galium catalinense subsp. acrispum,,,assign by island,,,,,,,1,
Rubiaceae,Galium catalinense subsp. catalinense,,,assign by island,,,,,,,,1
Rubiaceae,Galium murale,,,,,,,,,,,1
Rubiaceae,Galium nuttallii,,,,,,,,,,,
Rubiaceae,Galium nuttallii subsp. insulare,,,,,1,1,,,,,1
Rubiaceae,Galium parisiense,,,,,1,,,,,,1
Rubiaceae,Galium porrigens var. porrigens,,,,,1,1,,,,,1
Ruppiaceae,Ruppia maritima,,,,,1,1,,,1,1,1
Salicaceae,Populus fremontii subsp. fremontii,,,,,,1,,,,,1
Salicaceae,Populus trichocarpa,,,,,1,1,,,,,1
Salicaceae,Salix exigua,,,,,1,1,,,1,,1
Salicaceae,Salix gooddingii,,,,,,,,,,1,1
Salicaceae,Salix laevigata,,,,,,1,,,,,1
Salicaceae,Salix lasiandra var. lasiandra,,,,,,1,,,,,
Salicaceae,Salix lasiolepis,,,,1,1,1,1,,1,1,1
Sapindaceae,Acer macrophyllum,,,,,,1,,,,,
Saururaceae,Anemopsis californica,,,,,,1,,,1,1,1
Saxifragaceae,Heuchera maxima,,,,,1,1,1,,,,
Saxifragaceae,Jepsonia malvifolia,,,,,1,1,,,1,1,1
Saxifragaceae,Lithophragma affine,,,,,,,,,,,1
Saxifragaceae,Lithophragma cymbalaria,,,,,1,1,,,,,
Saxifragaceae,Lithophragma maximum,,,,,,,,,,1,
Saxifragaceae,Micranthes californica,,,,,1,1,,,,1,
Scrophulariaceae,Myoporum laetum,,,,,,1,,,1,1,
Scrophulariaceae,Scrophularia californica,,,,,1,,,,,,
Scrophulariaceae,Scrophularia villosa,,,,,,,,,,1,1
Scrophulariaceae,Verbascum thapsus,,,,,,1,,,,,
Selaginellaceae,Selaginella bigelovii,,,,,1,1,1,,,1,1
Solanaceae,Datura wrightii,,,,,1,1,,,,1,1
Solanaceae,Lycium brevipes var. hassei,,,,,,,,,1,1,1
Solanaceae,Lycium californicum,,,,1,1,1,1,1,1,1,1
Solanaceae,Lycium fremontii,,,,,1,,,,,,
Solanaceae,Lycium verrucosum,,,,,,,,,,,
Solanaceae,Lycopersicon esculentum,,,,1,1,1,1,1,1,1,1
Solanaceae,Nicotiana glauca,,,,,,1,,,1,1,1
Solanaceae,Nicotiana quadrivalvis,,,,,,,,,,,1
Solanaceae,Petunia parviflora,,,,,1,,,,,,
Solanaceae,Solanum americanum,,,,,1,,1,,1,1,
Solanaceae,Solanum douglasii,,,,1,1,1,1,1,1,1,1
Solanaceae,Solanum elaeagnifolium,,,,,1,1,,,,,1
Solanaceae,Solanum rostratum,,,,,,,,,,,1
Solanaceae,Solanum wallacei,,,,,1,1,,,,,1
Tamaricaceae,Tamarix aphylla,,,,,1,,,,,,
Tamaricaceae,Tamarix chinensis,,,,,,,,,,1,
Tamaricaceae,Tamarix parviflora,,,,,,,1,,,,1
Tamaricaceae,Tamarix ramosissima,,,,,1,1,,,1,1,1
Themidaceae,Beaucarnea recurvata,,elim,,,,,,,,,
Themidaceae,Bloomeria crocea var. crocea,,,,,1,1,,,,,1
Themidaceae,Brodiaea coronaria,,elim,,,,,,,,1,
Themidaceae,Brodiaea jolonensis,,,,1,1,1,,,,,1
Themidaceae,Brodiaea kinkiensis,,,,,,,,,,1,
Themidaceae,Dipterostemon capitatus,Dipterostemon capitatus subsp. capitatus,,,1,1,1,1,1,1,1,1
Themidaceae,Dipterostemon capitatus subsp. capitatus,,,,1,1,1,1,1,1,1,1
Themidaceae,Triteleia clementina,,,,,,,,,,1,
Themidaceae,Triteleia hyacinthina,,,,,,1,,,,,
Theophrastaceae,Samolus parviflorus,,,,,,1,,,,,
Tropaeolaceae,Tropaeolum majus,,,,,,,,1,,1,1
Typhaceae,Typha angustifolia,,,,,,,,,,1,
Typhaceae,Typha domingensis,,,,1,1,1,,,1,1,1
Typhaceae,Typha latifolia,,,,,,1,,,1,1,1
Ulmaceae,Ulmus xhollandica,,,,,,1,,,,,
Urticaceae,Hesperocnide tenella,,,,,1,1,,1,,1,1
Urticaceae,Parietaria hespera,Parietaria hespera var. californica,,,1,1,1,,,,1,1
Urticaceae,Parietaria hespera var. californica,,,,1,1,1,,,,1,1
Urticaceae,Parietaria hespera var. hespera,,,,,,,,1,,,1
Urticaceae,Soleirolia soleirolii,,,,,,,,,1,1,1
Urticaceae,Urtica dioica,,elim,,,,,,,,,1
Urticaceae,Urtica dioica subsp. gracilis,,,,,1,1,1,,,,
Urticaceae,Urtica dioica subsp. holosericea,,,,,,1,1,,,,1
Urticaceae,Urtica urens,,,,1,1,1,,,,,1
Valerianaceae,Centranthus ruber,,,,,,1,,,,,1
Valerianaceae,Plectritis ciliosa,,,,,,1,,,,,
Verbenaceae,Phyla nodiflora,,,,,,1,,,,1,1
Verbenaceae,Verbena bracteata,,,,,1,,,,,1,1
Verbenaceae,Verbena lasiostachys,,elim,,,,,,,,,
Verbenaceae,Verbena lasiostachys var. lasiostachys,,,,1,,,,,1,1,1
Verbenaceae,Verbena lasiostachys var. scabrida,,,,,1,1,,,,,1
Violaceae,Viola pedunculata,,,,,1,1,,,,1,1
Vitaceae,Vitis girdiana,,,,,,,,,,,1
Woodsiaceae,Cystopteris fragilis,,,,,,1,,,,,
Zannichelliaceae,Zannichellia palustris,,,,,,1,,,,,1
Zosteraceae,Phyllospadix scouleri,,,,1,,1,1,1,1,1,1
Zosteraceae,Phyllospadix torreyi,,,,1,1,1,1,1,1,1,1
Zosteraceae,Zostera marina,,,,,,,,,,1,1
Zosteraceae,Zostera pacifica,,,,,1,1,1,,1,,1
Zygophyllaceae,Tribulus terrestris,,,,,,,,,,,1
