...1,source,month,year,island,class,acceptedGenus,acceptedName,latitude,longitude,type,Lat_alb,Lon_alb,Id,ISL_NAME,geometry
1614,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1615,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1616,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1617,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1618,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1619,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1620,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1621,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1622,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1623,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1624,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1625,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1626,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1627,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1628,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1629,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1630,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1631,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1632,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1633,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1634,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1635,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1636,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1637,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1638,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1639,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1640,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1641,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1642,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1643,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1644,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1645,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1646,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1647,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1648,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1649,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1650,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1651,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1652,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1653,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1654,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1655,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1656,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1657,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1658,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1659,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1660,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1661,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1662,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1663,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1664,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1665,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1666,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1667,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1668,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1669,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1670,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1671,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1672,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1673,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1674,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1675,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1676,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1677,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1678,Cal-IBIS,5,1973,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.014073,-119.7225093,Collection,-444568.441717227,25631.313485088933,0,Santa Cruz,"c(25631.3134850889, -444568.441717227)"
1679,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1680,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1681,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1682,Cal-IBIS,5,1973,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.014073,-119.7225093,Collection,-444568.441717227,25631.313485088933,0,Santa Cruz,"c(25631.3134850889, -444568.441717227)"
1683,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1684,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1685,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1686,Cal-IBIS,7,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00802034,-119.6988227,Collection,-445233.1450949814,27821.327539993177,0,Santa Cruz,"c(27821.3275399932, -445233.145094981)"
1687,Cal-IBIS,5,1973,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.014073,-119.7225093,Collection,-444568.441717227,25631.313485088933,0,Santa Cruz,"c(25631.3134850889, -444568.441717227)"
1688,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01767021,-119.8184965,Collection,-444190.88610336604,16764.399439720513,0,Santa Cruz,"c(16764.3994397205, -444190.886103366)"
1689,Cal-IBIS,5,1973,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.014073,-119.7225093,Collection,-444568.441717227,25631.313485088933,0,Santa Cruz,"c(25631.3134850889, -444568.441717227)"
1690,Cal-IBIS,5,1973,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.014073,-119.7225093,Collection,-444568.441717227,25631.313485088933,0,Santa Cruz,"c(25631.3134850889, -444568.441717227)"
1691,Cal-IBIS,5,1973,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.014073,-119.7225093,Collection,-444568.441717227,25631.313485088933,0,Santa Cruz,"c(25631.3134850889, -444568.441717227)"
1692,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1693,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1694,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1695,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1696,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1697,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1698,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1699,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1700,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1701,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1702,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1703,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1704,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1705,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1706,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1707,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1708,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1709,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1710,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.02606449,-119.6068128,Collection,-443200.5000702143,36312.42107524048,0,Santa Cruz,"c(36312.4210752405, -443200.500070214)"
1711,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1712,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01791766,-119.6152959,Collection,-444107.3944724854,35532.64385997027,0,Santa Cruz,"c(35532.6438599703, -444107.394472485)"
1713,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.02606449,-119.6068128,Collection,-443200.5000702143,36312.42107524048,0,Santa Cruz,"c(36312.4210752405, -443200.500070214)"
1714,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.02606449,-119.6068128,Collection,-443200.5000702143,36312.42107524048,0,Santa Cruz,"c(36312.4210752405, -443200.500070214)"
1715,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.02606449,-119.6068128,Collection,-443200.5000702143,36312.42107524048,0,Santa Cruz,"c(36312.4210752405, -443200.500070214)"
1716,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1717,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1718,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.02606449,-119.6068128,Collection,-443200.5000702143,36312.42107524048,0,Santa Cruz,"c(36312.4210752405, -443200.500070214)"
1719,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01569823,-119.6846155,Collection,-444377.22134793596,29130.883339611195,0,Santa Cruz,"c(29130.8833396112, -444377.221347936)"
1720,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01791766,-119.6152959,Collection,-444107.3944724854,35532.64385997027,0,Santa Cruz,"c(35532.6438599703, -444107.394472485)"
1721,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1722,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.00427181,-119.6489915,Collection,-445633.10842196597,32426.0168228017,0,Santa Cruz,"c(32426.0168228017, -445633.108421966)"
1723,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1724,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.02606449,-119.6068128,Collection,-443200.5000702143,36312.42107524048,0,Santa Cruz,"c(36312.4210752405, -443200.500070214)"
1725,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1726,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1727,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1728,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.02606449,-119.6068128,Collection,-443200.5000702143,36312.42107524048,0,Santa Cruz,"c(36312.4210752405, -443200.500070214)"
1729,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.01812998,-119.709121,Collection,-444114.7190968343,26866.5820385873,0,Santa Cruz,"c(26866.5820385873, -444114.719096834)"
1730,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1731,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03183664,-119.701938,Collection,-442592.2485625865,27525.246466332705,0,Santa Cruz,"c(27525.2464663327, -442592.248562586)"
1732,Cal-IBIS,2,1974,Santa Cruz,Amphibia,Batrachoseps,Batrachoseps nigriventris,34.03280361,-119.702929,Collection,-442485.27387419576,27433.39441385008,0,Santa Cruz,"c(27433.3944138501, -442485.273874196)"
