source,order,family,genus,specificEp,scientificName,yearpub,PUBL,year,month,ANA,BAR,CAT,CLE,CRU,MIG,NIC,ROS
lit,Hymenoptera,Sphecidae,Philanthus,pacificus,Philanthus pacificus,1975,Bull. Calif. Insect Surv.,,,,,,,x,,,x
lit,Hymenoptera,Sphecidae,Philanthus,pacificus,Philanthus pacificus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,x
lit,Hymenoptera,Sphecidae,Philanthus,sp.,Philanthus sp.,1892,Zoe,1892,8,,,x,,,,,
lit,Hymenoptera,Sphecidae,Pisonopsis,birkmanni,Pisonopsis birkmanni,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Plenoculus,davisi,Plenoculus davisi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Hymenoptera,Sphecidae,Podalonia,communis,Podalonia communis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,x
lit,Hymenoptera,Sphecidae,Podalonia,compacta,Podalonia compacta,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,x,,x
lit,Hymenoptera,Sphecidae,Podalonia,mexicana,Podalonia mexicana,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,x,x,x
lit,Hymenoptera,Sphecidae,Podalonia,mexicana,Podalonia mexicana,1986,Psyche,1984,5,,,,,,,x,
lit,Hymenoptera,Sphecidae,Podalonia,valida,Podalonia valida,1927,Proc. U.S. Natl. Mus.,,,,,,,,,,x
lit,Hymenoptera,Sphecidae,Podalonia,valida,Podalonia valida,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,x,x,,?
lit,Hymenoptera,Sphecidae,Podalonia,valida,Podalonia valida,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,x,x,,?
lit,Hymenoptera,Sphecidae,Prionyx,canadensis,Prionyx canadensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,x,,x
lit,Hymenoptera,Sphecidae,Prionyx,thomae,Prionyx thomae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,x,,,,
lit,Hymenoptera,Sphecidae,Sceliphron,caementarium,Sceliphron caementarium,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,x,,,x
lit,Hymenoptera,Sphecidae,Solierella,albipes,Solierella albipes,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Solierella,arcuata,Solierella arcuata,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,,,
lit,Hymenoptera,Sphecidae,Solierella,bicolor,Solierella bicolor,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Solierella,blaisdelli,Solierella blaisdelli,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,,,x
lit,Hymenoptera,Sphecidae,Solierella,clypeata ?,Solierella clypeata ?,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Hymenoptera,Sphecidae,Solierella,levis,Solierella levis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Solierella,peckhami,Solierella peckhami,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,,,
lit,Hymenoptera,Sphecidae,Solierella,sayi,Solierella sayi,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,x,,,x
lit,Hymenoptera,Sphecidae,Solierella,sp.,Solierella sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,,,,
lit,Hymenoptera,Sphecidae,Sphex,lucae,Sphex lucae,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,,,
lit,Hymenoptera,Sphecidae,Spilomena,sp.,Spilomena sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Steniolia,scolopacea,Steniolia scolopacea,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Stigmus,fulvipes,Stigmus fulvipes,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,,,
lit,Hymenoptera,Sphecidae,Stigmus,inordinatus inordinatus,Stigmus inordinatus inordinatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,,x,,x,
lit,Hymenoptera,Sphecidae,Tachysphex,aequalis,Tachysphex aequalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Tachysphex,aequalis,Tachysphex aequalis,1988,Mem. Cal. Acad. Sci.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Tachysphex,alpestris,Tachysphex alpestris,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Tachysphex,alpestris,Tachysphex alpestris,1988,Mem. Cal. Acad. Sci.,,,,x,,,x,,,
lit,Hymenoptera,Sphecidae,Tachysphex,amplus,Tachysphex amplus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Tachysphex,amplus,Tachysphex amplus,1988,Mem. Cal. Acad. Sci.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Tachysphex,apicalis,Tachysphex apicalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Tachysphex,apicalis,Tachysphex apicalis,1988,Mem. Cal. Acad. Sci.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Tachysphex,clarconis,Tachysphex clarconis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,x,x,x
lit,Hymenoptera,Sphecidae,Tachysphex,clarconis,Tachysphex clarconis,1988,Mem. Cal. Acad. Sci.,,,,,,,,x,x,x
lit,Hymenoptera,Sphecidae,Tachysphex,pauxillus,Tachysphex pauxillus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,x
lit,Hymenoptera,Sphecidae,Tachysphex,pauxillus,Tachysphex pauxillus,1988,Mem. Cal. Acad. Sci.,,,,,,,x,,,x
lit,Hymenoptera,Sphecidae,Tachysphex,sonorensis,Tachysphex sonorensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,x
lit,Hymenoptera,Sphecidae,Tachysphex,sonorensis,Tachysphex sonorensis,1988,Mem. Cal. Acad. Sci.,,,,,,,x,,,x
lit,Hymenoptera,Sphecidae,Tachysphex,tarsatus,Tachysphex tarsatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,x,x,x
lit,Hymenoptera,Sphecidae,Tachysphex,tarsatus,Tachysphex tarsatus,1988,Mem. Cal. Acad. Sci.,,,,,,,x,x,x,x
lit,Hymenoptera,Sphecidae,Tachysphex,texanus,Tachysphex texanus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,x,x,x,,,x
lit,Hymenoptera,Sphecidae,Tachysphex,texanus,Tachysphex texanus,1988,Mem. Cal. Acad. Sci.,,,,,x,x,x,,,x
lit,Hymenoptera,Sphecidae,Tachytes,californicus,Tachytes californicus,1962,Pan-Pac. Ent.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Tachytes,californicus,Tachytes californicus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
lit,Hymenoptera,Sphecidae,Trypoxylon,sp.,Trypoxylon sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,x,,,
