,source,month,year,island,class,acceptedFamily,acceptedGenus,acceptedName,latitude,longitude
1312,Cal-IBIS,8,1948,Santa Rosa,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,33.969,-120.11033
1313,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1314,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1315,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1316,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1317,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1318,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1319,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1320,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1321,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1322,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1323,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1324,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1325,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1326,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1327,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1328,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1329,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1330,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1331,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1332,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1333,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1334,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1335,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1336,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1337,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1338,Cal-IBIS,1,1913,Santa Cruz,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,34.0042642,-119.7339664
1339,Cal-IBIS,6,1983,Santa Catalina,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,33.401017,-118.449854
1340,Cal-IBIS,1,1908,Santa Catalina,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,33.401017,-118.449854
1341,Cal-IBIS,1,1908,Santa Catalina,Reptilia,Anguidae,Elgaria,Elgaria multicarinata,33.401017,-118.449854
1342,Cal-IBIS,12,1942,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.02089308,-119.6850045
1343,Cal-IBIS,8,1938,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.02089308,-119.6850045
1344,Cal-IBIS,8,1938,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.02089308,-119.6850045
1345,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.016667,-119.716667
1346,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.016667,-119.716667
1347,Cal-IBIS,9,1948,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.0195441,-119.6866125
1348,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.00213,-119.74339
1349,Cal-IBIS,4,2013,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,33.978067,-119.716273
1350,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.014631,-119.758468
1351,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.00383,-119.64938
1352,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.00213,-119.74339
1353,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.00196,-119.74321
1354,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.00089,-119.69263
1355,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.00203,-119.74344
1356,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.00215,-119.74298
1357,Cal-IBIS,8,1986,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.019167,-119.681389
1358,Cal-IBIS,4,1985,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,33.996944,-119.726111
1359,Cal-IBIS,4,1985,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.007222,-119.767222
1360,Cal-IBIS,9,1982,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.011667,-119.694167
1361,Cal-IBIS,5,1984,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,33.995556,-119.696944
1362,Cal-IBIS,9,1981,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.005278,-119.743333
1363,Cal-IBIS,5,1984,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,33.995556,-119.696944
1364,Cal-IBIS,4,1985,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,33.963333,-119.796111
1365,Cal-IBIS,7,1984,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.021944,-119.870556
1366,Cal-IBIS,5,1947,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.02107,-119.68421
1367,Cal-IBIS,NA,NA,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.016667,-119.716667
1368,Cal-IBIS,6,1991,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.018889,-119.851944
1369,Cal-IBIS,5,2005,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,34.008056,-119.780556
1370,Cal-IBIS,7,2001,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,33.994722,-119.708889
1371,Cal-IBIS,5,1977,Santa Cruz,Reptilia,Colubridae,Coluber,Coluber constrictor mormon,33.996944,-119.726111
1372,Cal-IBIS,7,2014,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.356424,-118.441441
1373,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.40043365,-118.4557455
1374,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.40043365,-118.4557455
1375,Cal-IBIS,3,1941,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.35400313,-118.4398566
1376,Cal-IBIS,2,1941,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.46843613,-118.5320209
1377,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.44198,-118.4979
1378,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.342094,-118.32825
1379,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.342823,-118.3271
1380,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.342823,-118.3271
1381,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.40038365,-118.4556385
1382,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.34308621,-118.328635
1383,Cal-IBIS,12,1970,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.44196014,-118.4985438
1384,Cal-IBIS,4,1979,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.34280823,-118.327738
1385,Cal-IBIS,4,1979,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.34280823,-118.327738
1386,Cal-IBIS,5,1935,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.34207924,-118.328885
1387,Cal-IBIS,10,1927,Santa Catalina,Reptilia,Colubridae,Lampropeltis,Lampropeltis getulus californiae,33.342778,-118.326944
1388,Cal-IBIS,4,1979,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.443333,-118.494444
1389,Cal-IBIS,5,1980,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.370833,-118.360833
1390,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.383333,-118.416667
1391,Cal-IBIS,6,2003,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.351667,-118.360556
1392,Cal-IBIS,NA,NA,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.383333,-118.416667
1393,Cal-IBIS,3,1941,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.40043365,-118.4557455
1394,Cal-IBIS,3,1941,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.40043365,-118.4557455
1395,Cal-IBIS,8,1986,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.019167,-119.681389
1396,Cal-IBIS,NA,NA,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.016667,-119.716667
1397,Cal-IBIS,4,2007,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.006944,-119.764444
1398,Cal-IBIS,8,1986,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.019167,-119.681389
1399,Cal-IBIS,8,2001,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.013056,-119.686389
1400,Cal-IBIS,8,1986,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.011667,-119.694167
1401,Cal-IBIS,4,2004,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.016667,-119.716667
1402,Cal-IBIS,9,1984,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.996667,-119.727778
1403,Cal-IBIS,4,1953,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.01797186,-119.5877913
1404,Cal-IBIS,10,1982,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95,-120.1
1405,Cal-IBIS,5,2000,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95,-120.1
1406,Cal-IBIS,5,1986,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.922778,-120.055
1407,Cal-IBIS,4,1997,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.922778,-120.055
1408,Cal-IBIS,3,1989,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95,-120.1
1409,Cal-IBIS,5,1988,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.011111,-120.056111
1410,Cal-IBIS,8,1994,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.903056,-120.096667
1411,Cal-IBIS,10,1982,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95,-120.1
1412,Cal-IBIS,5,2000,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.0075,-120.051389
1413,Cal-IBIS,10,1982,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95,-120.1
1414,Cal-IBIS,10,1982,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95,-120.1
1415,Cal-IBIS,3,1988,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95,-120.1
1416,Cal-IBIS,4,1913,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.0042642,-119.7339664
1417,Cal-IBIS,5,1938,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.04118,-119.57315
1418,Cal-IBIS,4,1892,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.3252,-118.311
1419,Cal-IBIS,7,1893,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.39617281,-118.4505753
1420,Cal-IBIS,4,1979,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.43901922,-118.4997998
1421,Cal-IBIS,9,1962,Santa Catalina,Reptilia,Colubridae,Pituophis,Pituophis catenifer annectens,33.43901922,-118.4997998
1422,Cal-IBIS,5,2012,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.019639,-119.689191
1423,Cal-IBIS,3,1950,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.01819018,-119.6815974
1424,Cal-IBIS,3,1950,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.01819018,-119.6815974
1425,Cal-IBIS,9,1948,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.02165372,-119.8701267
1426,Cal-IBIS,9,1948,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.0195441,-119.6866125
1427,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.00383,-119.64938
1428,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.00213,-119.74339
1429,Cal-IBIS,4,2013,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.005945,-119.759032
1430,Cal-IBIS,3,2013,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.007229,-119.731383
1431,Cal-IBIS,3,2014,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.9969,-119.72707
1432,Cal-IBIS,3,2013,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.996931,-119.725447
1433,Cal-IBIS,5,2013,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.975533,-119.71997
1434,Cal-IBIS,6,1979,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.021944,-119.870556
1435,Cal-IBIS,6,2001,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.016667,-119.716667
1436,Cal-IBIS,6,1979,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.021944,-119.870556
1437,Cal-IBIS,6,1979,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.021944,-119.870556
1438,Cal-IBIS,6,1979,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.021944,-119.870556
1439,Cal-IBIS,6,1979,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.998889,-119.7325
1440,Cal-IBIS,5,1979,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.033056,-119.703333
1441,Cal-IBIS,10,1979,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.021944,-119.870556
1442,Cal-IBIS,5,1967,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.02058204,-119.8306128
1443,Cal-IBIS,8,1928,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.90040647,-120.1088698
1444,Cal-IBIS,7,1928,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.90040647,-120.1088698
1445,Cal-IBIS,8,1928,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.90040647,-120.1088698
1446,Cal-IBIS,11,1965,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95,-120.1
1447,Cal-IBIS,1,1977,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.922778,-120.055
1448,Cal-IBIS,10,1948,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.95584,-119.99762
1449,Cal-IBIS,2,1948,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.969,-120.11033
1450,Cal-IBIS,7,1947,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.969,-120.11033
1451,Cal-IBIS,8,1948,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.969,-120.11033
1452,Cal-IBIS,8,1948,Santa Rosa,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,33.969,-120.11033
1453,Cal-IBIS,7,1939,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.016667,-119.716667
1454,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.016667,-119.716667
1455,Cal-IBIS,4,1913,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.016667,-119.716667
1456,Cal-IBIS,4,1913,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.016667,-119.716667
1457,Cal-IBIS,6,1951,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.03257,-119.70479
1458,Cal-IBIS,8,1948,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.04118,-119.57315
1459,Cal-IBIS,8,1948,Santa Cruz,Reptilia,Colubridae,Pituophis,Pituophis catenifer pumilus,34.04118,-119.57315
1460,Cal-IBIS,4,1966,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus modestus,33.36300504,-118.4132431
1461,Cal-IBIS,6,1967,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus modestus,33.443333,-118.494444
1462,Cal-IBIS,2,1941,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus modestus,33.46843613,-118.5320209
1463,Cal-IBIS,2,1941,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus modestus,33.46843613,-118.5320209
1464,Cal-IBIS,2,1941,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus modestus,33.46843613,-118.5320209
1465,Cal-IBIS,4,1892,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus,33.3252,-118.311
1466,Cal-IBIS,7,1918,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus,33.37371013,-118.3554709
1467,Cal-IBIS,4,1980,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus,33.34226925,-118.327349
1468,Cal-IBIS,7,1998,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus,33.43383856,-118.4714211
1469,Cal-IBIS,4,1957,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus,33.34207924,-118.328885
1470,Cal-IBIS,7,1958,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus,33.40045,-118.45511
1471,Cal-IBIS,3,2001,Santa Catalina,Reptilia,Colubridae,Diadophis,Diadophis punctatus,33.32,-118.34
1472,Cal-IBIS,8,1939,Santa Cruz,Reptilia,Colubridae,Hypsiglena,Hypsiglena ochrorhyncha klauberi,34.02089308,-119.6850045
1473,Cal-IBIS,3,1941,Santa Catalina,Reptilia,Colubridae,Thamnophis,Thamnophis hammondii,33.35400313,-118.4398566
1474,Cal-IBIS,5,2004,Santa Rosa,Reptilia,Colubridae,Thamnophis,Thamnophis elegans,33.984444,-120.050278
1475,Cal-IBIS,5,1985,Santa Catalina,Reptilia,Colubridae,Thamnophis,Thamnophis hammondii,33.366667,-118.481944
1476,Cal-IBIS,4,1929,Santa Catalina,Reptilia,Colubridae,Thamnophis,Thamnophis hammondii,33.342778,-118.326944
1477,Cal-IBIS,5,1985,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.032222,-120.323056
1478,Cal-IBIS,6,1986,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.042222,-120.351389
1479,Cal-IBIS,7,1986,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.032222,-120.323056
1480,Cal-IBIS,6,1986,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.032222,-120.323056
1481,Cal-IBIS,7,1986,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.032222,-120.323056
1482,Cal-IBIS,3,1903,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.039722,-120.374444
1483,Cal-IBIS,3,1903,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.039722,-120.374444
1484,Cal-IBIS,3,1903,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.039722,-120.374444
1485,Cal-IBIS,3,1903,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.039722,-120.374444
1486,Cal-IBIS,3,1903,San Miguel,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.039722,-120.374444
1487,Cal-IBIS,6,1979,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
1488,Cal-IBIS,2,1967,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.02089308,-119.6850045
1489,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1490,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1491,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1492,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1493,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1494,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1495,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1496,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1497,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1498,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1499,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1500,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1501,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.03377059,-119.701855
1502,Cal-IBIS,3,1941,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.01797186,-119.5877913
1503,Cal-IBIS,12,1942,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.02089308,-119.6850045
1504,Cal-IBIS,4,1955,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.01797186,-119.5877913
1505,Cal-IBIS,6,1931,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.02123609,-119.5420023
1506,Cal-IBIS,6,1939,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.04812624,-119.5547529
1507,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
1508,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
1509,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
1510,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
1511,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
1512,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
1513,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
1514,Cal-IBIS,5,1919,Santa Cruz,Reptilia,Phrynosomatidae,Sceloporus,Sceloporus occidentalis becki,34.016667,-119.716667
